Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
716,P522853.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522853,2,1,seal identification
717,P522853.2.2,+Kalhaiu[]PN$,{m}{uru}kal-ha-a-a,Kalhaiu,Kalhaiu,1,PN,"['𒁹', '𒌷', '𒆗', '𒄩', '𒀀', '𒀀']",𒁹𒌷𒆗𒄩𒀀𒀀,{m}{URU}kal-ha-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522853,2,2,seal identification
718,P522853.3.1,kāṣiru[tailor]N,{lu₂}KA.KEŠ₂,kāṣiru,kāṣiru,tailor,N,"['𒇽', '𒅗', '𒆟']",𒇽𒅗𒆟,{LU₂}KA.KEŠ₂,"['complete', 'complete', 'complete']",0.0,,,P522853,3,1,seal identification
719,P522853.3.2,ša[whoever]REL,ša₂,ša,ša,whoever,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,,,P522853,3,2,seal identification
720,P522853.3.3,ēkalli[palace]N,E₂.GAL,ēkalli,ēkallu,palace,N,"['𒂍', '𒃲']",𒂍𒃲,E₂.GAL,"['complete', 'complete']",0.0,,,P522853,3,3,seal identification
721,P522853.4.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522853,4,1,seal identification
722,P522853.4.2,amēlu[man]N,LU₂,amēlu,awīlu,man,N,['𒇽'],𒇽,LU₂,['complete'],0.0,,,P522853,4,2,seal identification
723,P522853.4.3,tadāni[giving]'N,SUM-ni,tadāni,tadānu,giving,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,,P522853,4,3,seal identification
724,P522853.8.1,Šamaš-ahu-uṣur[1]PN,{m}{d}UTU-PAB-PAB,Šamaš-ahu-uṣur,Šamaš-ahu-uṣur,1,PN,"['𒁹', '𒀭', '𒌓', '𒉽', '𒉽']",𒁹𒀭𒌓𒉽𒉽,{m}{d}UTU-PAB-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522853,8,1,object sold
725,P522853.8.2,urdušu[servant]N,ARAD-šu₂,urdušu,ardu,servant,N,"['𒀴', '𒋙']",𒀴𒋙,ARAD-šu₂,"['complete', 'complete']",0.0,,,P522853,8,2,object sold
726,P522853.9.1,ūtappiš[contract]V,u₂-ta-piš,ūtappiš,epēšu,contract,V,"['𒌑', '𒋫', '𒄫']",𒌑𒋫𒄫,u₂-ta-piš,"['complete', 'complete', 'complete']",0.0,,,P522853,9,1,initiation of transaction
727,P522853.9.2,+Handi[]PN$,{m}ha-an-di-i,Handi,Handi,1,PN,"['𒁹', '𒄩', '𒀭', '𒁲', '𒄿']",𒁹𒄩𒀭𒁲𒄿,{m}ha-an-di-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522853,9,2,initiation of transaction
728,P522853.10.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522853,10,1,price
729,P522853.10.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,,P522853,10,2,price
730,P522853.10.3,n,01,,,,n,['01'],01,01,['complete'],0.0,NUMBER,,P522853,10,3,price
731,P522853.10.4,n,1/2,,,,n,['𒈦'],𒈦,1/2,['complete'],0.0,NUMBER,,P522853,10,4,price
732,P522853.10.5,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,,P522853,10,5,price
733,P522853.10.6,ṣarpi[silver]N,KUG.UD,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,,,P522853,10,6,price
734,P522853.11.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522853,11,1,price
735,P522853.11.2,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,P522853,11,2,price
