Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
653,P514477.2.1,kunuk[seal]N,{na₄}KIŠIB,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,,P514477,2,1,seal identification
654,P514477.2.2,Marduk-aplu-iddina[1]PN,{m}{d}AMAR.UTU-A-AŠ,PN,"['𒁹', '𒀭', '𒀫', '𒌓', '𒀀', '𒀸']",𒁹𒀭𒀫𒌓𒀀𒀸,{m}{d}AMAR.UTU-A-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Marduk-aplu-iddina,Marduk-aplu-iddina,1,PN,P514477,2,2,seal identification
655,P514477.3.1,Marduk-bel-zeri[1]PN,{m}{d}AMAR.UTU-EN-ŠE.NUMUN,PN,"['𒁹', '𒀭', '𒀫', '𒌓', '𒂗', '𒊺', '𒆰']",𒁹𒀭𒀫𒌓𒂗𒊺𒆰,{m}{d}AMAR.UTU-EN-ŠE.NUMUN,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Marduk-bel-zeri,Marduk-bel-zeri,1,PN,P514477,3,1,seal identification
656,P514477.4.1,bēl[lord]N,EN,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,lord,,P514477,4,1,seal identification
657,P514477.4.2,issi[woman]N,MI₂,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issi,issu,woman,,P514477,4,2,seal identification
658,P514477.4.3,tadāni[giving]'N,ta-da-ni,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-da-ni,"['complete', 'complete', 'complete']",0.0,tadāni,tadānu,giving,,P514477,4,3,seal identification
659,P514477.8.1,Nanaia-killini[1]PN,{f}{d}na-na-a-a-ki-li-ni,PN,"['𒊩', '𒀭', '𒈾', '𒈾', '𒀀', '𒀀', '𒆠', '𒇷', '𒉌']",𒊩𒀭𒈾𒈾𒀀𒀀𒆠𒇷𒉌,{f}{d}na-na-a-a-ki-li-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nanaia-killini,Nanaia-killini,1,PN,P514477,8,1,object sold
660,P514477.8.2,amatšunu[maid]N,GEME₂-šu₂-nu,N,"['𒊩𒆳', '𒋙', '𒉡']",𒊩𒆳𒋙𒉡,GEME₂-šu₂-nu,"['complete', 'complete', 'complete']",0.0,amatšunu,amtu,maid,,P514477,8,2,object sold
661,P514477.9.1,uppišma[contract]V,u₂-piš-ma,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,,P514477,9,1,initiation of transaction
662,P514477.9.2,Ahu-eriba[1]PN,{m}PAB-SU,PN,"['𒁹', '𒉽', '𒋢']",𒁹𒉽𒋢,{m}PAB-SU,"['complete', 'complete', 'complete']",0.0,Ahu-eriba,Ahu-eriba,1,PN,P514477,9,2,initiation of transaction
663,P514477.10.1,ina[in]PRP,ina,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P514477,10,1,price
664,P514477.10.2,libbi[interior]N,ŠA₃,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,,P514477,10,2,price
665,P514477.10.3,n,35,n,['𒌍𒐊'],𒌍𒐊,35,['complete'],0.0,,,,NUMBER,P514477,10,3,price
666,P514477.10.4,šiqil[a unit of weight]N,GIN₂,N,['𒂆'],𒂆,GIN₂,['complete'],0.0,šiqil,šiqlu,a unit of weight,,P514477,10,4,price
667,P514477.10.5,ṣarpu[silver]N,KUG.UD,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpu,ṣarpu,silver,,P514477,10,5,price
668,P514477.10.6,+mesû[washed]AJ$mesûti,LUH.MEŠ,AJ,"['𒈛', '𒈨𒌍']",𒈛𒈨𒌍,LUH.MEŠ,"['complete', 'complete']",0.0,mesûti,mesû,washed,,P514477,10,6,price
669,P514477.11.1,issu[from]PRP,TA,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,,P514477,11,1,completion of transaction
670,P514477.11.2,pān[presence]N,IGI,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,presence,,P514477,11,2,completion of transaction
671,P514477.11.3,Marduk-bel-zeri[1]PN,{m}{d}MES-EN-ŠE.NUMUN,PN,"['𒁹', '𒀭', '𒈩', '𒂗', '𒊺', '𒆰']",𒁹𒀭𒈩𒂗𒊺𒆰,{m}{d}MES-EN-ŠE.NUMUN,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Marduk-bel-zeri,Marduk-bel-zeri,1,PN,P514477,11,3,completion of transaction
672,P514477.12.1,ilqe[purchase]V,il-qe,V,"['𒅋', '𒆥']",𒅋𒆥,il-qe,"['complete', 'complete']",0.0,ilqe,leqû,purchase,,P514477,12,1,completion of transaction
673,P514477.12.2,kaspu[money]N,kas-pu,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,P514477,12,2,confirmation of transfer 1
674,P514477.12.3,gammur[completed]AJ,ga-mur,AJ,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,,P514477,12,3,confirmation of transfer 1
675,P514477.13.1,tadin[paid]AJ,ta-din,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,tadin,tadnu,paid,,P514477,13,1,confirmation of transfer 1
