Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
9902,P428861.1.1,kūm[instead of]PRP,[ku-um,,PRP,"['𒆪', '𒌝']",𒆪𒌝,[ku-um],"['missing', 'missing']",1.0,kūm,kūm,instead of,P428861,1,1,seal identification
9903,P428861.1.2,kunukkīšu[seal]N,{na₄]}⸢KIŠIB-šu₂,,N,"['𒉌𒌓', '𒈩', '𒋙']",𒉌𒌓𒈩𒋙,{[NA₄]}⸢KIŠIB-šu₂⸣,"['missing', 'damaged', 'damaged']",0.67,kunukkīšu,kunukku,seal,P428861,1,2,seal identification
9904,P428861.1.3,ṣupuršu[fingernail]N,ṣu⸣-[pur-šu₂,,N,"['𒍮', '𒁓', '𒋙']",𒍮𒁓𒋙,⸢ṣu⸣-[pur-šu₂],"['damaged', 'missing', 'missing']",0.83,ṣupuršu,ṣupru,fingernail,P428861,1,3,seal identification
9905,P428861.1.4,iškun[place]V,iš-kun],,V,"['𒅖', '𒆲']",𒅖𒆲,[iš-kun],"['missing', 'missing']",1.0,iškun,šakānu,place,P428861,1,4,seal identification
9906,P428861.4.1,ṣupur[fingernail]N,[ṣu-pur],,N,"['𒍮', '𒁓']",𒍮𒁓,[ṣu-pur],"['missing', 'missing']",1.0,ṣupur,ṣupru,fingernail,P428861,4,1,seal identification
9907,P428861.4.2,Ilu-eriba[1]PN,{1}DINGIR-SU,PN,PN,"['𒁹', '𒀭', '𒋢']",𒁹𒀭𒋢,{1}DINGIR-SU,"['complete', 'complete', 'complete']",0.0,Ilu-eriba,Ilu-eriba,1,P428861,4,2,seal identification
9908,P428861.4.3,Hamataya[from Hamath]EN,{kur}ha-ma-⸢ta⸣-[a.a],,EN,"['𒆳', '𒄩', '𒈠', '𒋫', '𒀀', '𒀀']",𒆳𒄩𒈠𒋫𒀀𒀀,{KUR}ha-ma-⸢ta⸣-[a].[a],"['complete', 'complete', 'complete', 'damaged', 'missing', 'missing']",0.42,Hamataya,Hamataya,from Hamath,P428861,4,3,seal identification
9909,P428861.5.1,u,{1}x]+x-du-lu,,u,"['𒁹', 'X', 'X', '𒁺', '𒇻']",𒁹XX𒁺𒇻,{[1]}[x]+x-du-lu,"['missing', 'missing', 'complete', 'complete', 'complete']",0.4,,,,P428861,5,1,object sold
9910,P428861.5.2,urdušu[servant]N,{lu₂}ARAD-[šu₂],,N,"['𒇽', '𒀴', '𒋙']",𒇽𒀴𒋙,{LU₂}ARAD-[šu₂],"['complete', 'complete', 'missing']",0.33,urdušu,ardu,servant,P428861,5,2,object sold
9911,P428861.6.1,ša[of]DET,[ša],,DET,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,of,P428861,6,1,object sold
