Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
194,P514229.2.1,kunuk[seal]N,{na₄}⸢KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}⸢KIŠIB⸣,"['complete', 'damaged']",0.25,,P514229,2,1,seal identification
195,P514229.2.2,Luqu[]PN$,{[m}lu-qu,Luqu,Luqu,1,PN,"['𒁹', '𒇻', '𒄣']",𒁹𒇻𒄣,{[m]}[lu-qu],"['missing', 'missing', 'missing']",1.0,PN,P514229,2,2,seal identification
196,P514229.2.3,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,[DUMU],['missing'],1.0,,P514229,2,3,seal identification
197,P514229.2.4,Aššur-šarrani[]PN$,{m}aš+šur-MAN-a-ni],Aššur-šarrani,Aššur-šarrani,1,PN,"['𒁹', '𒀸', '𒋩', '𒌋𒌋', '𒀀', '𒉌']",𒁹𒀸𒋩𒌋𒌋𒀀𒉌,{[m]}[aš]+[šur-MAN-a-ni],"['missing', 'missing', 'missing', 'missing', 'missing', 'missing']",1.0,PN,P514229,2,4,seal identification
198,P514229.3.1,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514229,3,1,seal identification
199,P514229.3.2,sinništu[woman]N$issi,⸢MUNUS⸣,issi,sinništu,woman,N,['𒊩'],𒊩,⸢MUNUS⸣,['damaged'],0.5,,P514229,3,2,seal identification
200,P514229.3.3,tadāni[giving]'N,[ta-da-ni],tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,[ta-da-ni],"['missing', 'missing', 'missing']",1.0,,P514229,3,3,seal identification
201,P514229.7.1,Mullissu-ilaʾi[]PN$,{[f]}{⸢d}NIN⸣.LIL₂-DINGIR-⸢a-a,Mullissu-ilaʾi,Mullissu-ilaʾi,1,PN,"['𒊩', '𒀭', '𒊩𒌆', '𒆤', '𒀭', '𒀀', '𒀀']",𒊩𒀭𒊩𒌆𒆤𒀭𒀀𒀀,{[f]}{⸢d⸣}⸢NIN⸣.LIL₂-DINGIR-⸢a-a⸣,"['missing', 'damaged', 'damaged', 'complete', 'complete', 'damaged', 'damaged']",0.43,PN,P514229,7,1,object sold
202,P514229.7.2,amtu[maid//female slave]N'N$amatšu,GEME₂⸣-šu₂,amatšu,amtu,female slave,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,⸢GEME₂⸣-šu₂,"['damaged', 'complete']",0.25,,P514229,7,2,object sold
203,P514229.8.1,ša[of]DET,⸢ša⸣,ša,ša,of,DET,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,,P514229,8,1,object sold
204,P514229.8.2,Luqu[1]PN,{m}lu-qu,Luqu,Luqu,1,PN,"['𒁹', '𒇻', '𒄣']",𒁹𒇻𒄣,{m}lu-qu,"['complete', 'complete', 'complete']",0.0,PN,P514229,8,2,object sold
205,P514229.9.1,uppišma[contract]V,up-piš-ma,uppišma,epēšu,contract,V,"['𒌒', '𒄫', '𒈠']",𒌒𒄫𒈠,up-piš-ma,"['complete', 'complete', 'complete']",0.0,,P514229,9,1,initiation of transaction
206,P514229.9.2,Aššur-bessu-ibni[1]PN,{m}aš+šur-E₂-su-DU₃,Aššur-bessu-ibni,Aššur-bessu-ibni,1,PN,"['𒁹', '𒀸', '𒋩', '𒂍', '𒋢', '𒆕']",𒁹𒀸𒋩𒂍𒋢𒆕,{m}aš+šur-E₂-su-DU₃,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514229,9,2,initiation of transaction
207,P514229.10.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514229,10,1,price
208,P514229.10.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,P514229,10,2,price
209,P514229.10.3,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,NUMBER,P514229,10,3,price
210,P514229.10.4,n,1/2,,,,n,['𒈦'],𒈦,1/2,['complete'],0.0,NUMBER,P514229,10,4,price
211,P514229.10.5,šiqlu[unit//a unit of weight]N'N$šiqil,GIN₂,šiqil,šiqlu,a unit of weight,N,['𒂆'],𒂆,GIN₂,['complete'],0.0,,P514229,10,5,price
212,P514229.10.6,maṭi[minus]PRP,LAL,maṭi,maṭi,minus,PRP,['𒇲'],𒇲,LAL,['complete'],0.0,,P514229,10,6,price
213,P514229.10.7,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P514229,10,7,price
214,P514229.10.8,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,NUMBER,P514229,10,8,price
215,P514229.10.9,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P514229,10,9,price
216,P514229.10.10,ṣarpi[silver]N,KU₃.BABBAR,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P514229,10,10,price
217,P514229.11.1,issu[from]PRP,⸢TA⸣,issu,ištu,from,PRP,['𒋫'],𒋫,⸢TA⸣,['damaged'],0.5,,P514229,11,1,completion of transaction
218,P514229.11.2,pānu[front]N$pān,IGI,pān,pānu,front,N,['𒅆'],𒅆,IGI,['complete'],0.0,,P514229,11,2,completion of transaction
219,P514229.11.3,Luqu[]PN$,{m}lu-qu,Luqu,Luqu,1,PN,"['𒁹', '𒇻', '𒄣']",𒁹𒇻𒄣,{m}lu-qu,"['complete', 'complete', 'complete']",0.0,PN,P514229,11,3,completion of transaction
220,P514229.12.1,mār[son]N,⸢DUMU⸣,mār,māru,son,N,['𒌉'],𒌉,⸢DUMU⸣,['damaged'],0.5,,P514229,12,1,completion of transaction
221,P514229.12.2,Aššur-šarrani[]PN$,{m}aš+šur-MAN-⸢a⸣-ni,Aššur-šarrani,Aššur-šarrani,1,PN,"['𒁹', '𒀸', '𒋩', '𒌋𒌋', '𒀀', '𒉌']",𒁹𒀸𒋩𒌋𒌋𒀀𒉌,{m}aš+šur-MAN-⸢a⸣-ni,"['complete', 'complete', 'complete', 'complete', 'damaged', 'complete']",0.08,PN,P514229,12,2,completion of transaction
222,P514229.13.1,ilqi[purchase]V,⸢il⸣-qi,ilqi,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,⸢il⸣-qi,"['damaged', 'complete']",0.25,,P514229,13,1,completion of transaction
223,P514229.13.2,kaspu[money]N,kas-⸢pu⸣,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,kas-⸢pu⸣,"['complete', 'damaged']",0.25,,P514229,13,2,confirmation of transfer 1
224,P514229.13.3,gammur[finished]AJ,gam-mur,gammur,gammuru,finished,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,,P514229,13,3,confirmation of transfer 1
225,P514229.13.4,tadnu[given//paid]AJ'AJ$tadin,ta-⸢din⸣,tadin,tadnu,paid,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-⸢din⸣,"['complete', 'damaged']",0.25,,P514229,13,4,confirmation of transfer 1
226,P514229.14.1,mannu[who?//whoever]QP'XP$,man-nu,mannu,mannu,whoever,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,P514229,14,1,penalties for litigation: contravention
