Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
1484,P522466.10.3,%akk-x-neoass:IGI.DUB=,IGI.DUB,"['𒅆', '𒁾']",𒅆𒁾,IGI.DUB,"['complete', 'complete']",0.0,P522466,10,3,,initiation of transaction
1485,P522466.11.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,P522466,11,1,,price
1486,P522466.11.2,%akk-x-neoass:ŠA₃-bi=,ŠA₃-bi,"['𒊮', '𒁉']",𒊮𒁉,[ŠA₃-bi],"['missing', 'missing']",1.0,P522466,11,2,,price
1487,P522466.11.3,%akk-x-neoass:x+17=,x]+17,"['X', '𒌋𒐌']",X𒌋𒐌,[x]+17,"['missing', 'complete']",0.5,P522466,11,3,,price
1488,P522466.11.4,%akk-x-neoass:1/2=,1/2,['𒈦'],𒈦,1/2,['complete'],0.0,P522466,11,4,,price
1489,P522466.11.5,%akk-x-neoass:GIN₂=,GIN₂,['𒂆'],𒂆,GIN₂,['complete'],0.0,P522466,11,5,,price
1490,P522466.11.6,%akk-x-neoass:KUG.UD=,KUG.UD,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,P522466,11,6,,price
1491,P522466.12.1,%akk-x-neoass:TA=,[TA,['𒋫'],𒋫,[TA],['missing'],1.0,P522466,12,1,,completion of transaction
1492,P522466.12.2,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,[IGI],['missing'],1.0,P522466,12,2,,completion of transaction
1493,P522466.12.3,%akk-x-neoass:{m}bal-la-DINGIR.MEŠ=,{m]}bal-la-DINGIR.MEŠ,"['𒁹', '𒁄', '𒆷', '𒀭', '𒈨𒌍']",𒁹𒁄𒆷𒀭𒈨𒌍,{[m]}bal-la-DINGIR.MEŠ,"['missing', 'complete', 'complete', 'complete', 'complete']",0.2,P522466,12,3,,completion of transaction
1494,P522466.13.1,%akk-x-neoass:TA=,[TA,['𒋫'],𒋫,[TA],['missing'],1.0,P522466,13,1,,completion of transaction
1495,P522466.13.2,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,[IGI],['missing'],1.0,P522466,13,2,,completion of transaction
1496,P522466.13.3,%akk-x-neoass:{m}mu-GIN-aš-šur=,{m}mu]-GIN-aš-šur,"['𒁹', '𒈬', '𒁺', '𒀸', '𒋩']",𒁹𒈬𒁺𒀸𒋩,{[m]}[mu]-GIN-aš-šur,"['missing', 'missing', 'complete', 'complete', 'complete']",0.4,P522466,13,3,,completion of transaction
1497,P522466.13.4,%akk-x-neoass:il-qi=,il-qi,"['𒅋', '𒆥']",𒅋𒆥,il-qi,"['complete', 'complete']",0.0,P522466,13,4,,completion of transaction
1498,P522466.14.1,%akk-x-neoass:kas-pu=,[kas-pu,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,P522466,14,1,,confirmation of transfer 1
1499,P522466.14.2,%akk-x-neoass:ga-mur=,ga-mur],"['𒂵', '𒄯']",𒂵𒄯,[ga-mur],"['missing', 'missing']",1.0,P522466,14,2,,confirmation of transfer 1
1500,P522466.14.3,%akk-x-neoass:ta-di-nu=,ta-di-nu,"['𒋫', '𒁲', '𒉡']",𒋫𒁲𒉡,ta-di-nu,"['complete', 'complete', 'complete']",0.0,P522466,14,3,,confirmation of transfer 1
1501,P522466.15.1,%akk-x-neoass:tu-a-ru=,[tu-a-ru],"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,[tu-a-ru],"['missing', 'missing', 'missing']",1.0,P522466,15,1,,exclusion of litigation
1502,P522466.15.2,%akk-x-neoass:de-e-nu=,⸢de⸣-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,⸢de⸣-e-nu,"['damaged', 'complete', 'complete']",0.17,P522466,15,2,,exclusion of litigation
1503,P522466.16.1,%akk-x-neoass:DUG₄.DUG₄=,[DUG₄.DUG₄],"['𒅗', '𒅗']",𒅗𒅗,[DUG₄].[DUG₄],"['missing', 'missing']",1.0,P522466,16,1,,exclusion of litigation
1504,P522466.16.2,%akk-x-neoass:la-aš₂-šu₂=,⸢la⸣-aš₂-šu₂,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,⸢la⸣-aš₂-šu₂,"['damaged', 'complete', 'complete']",0.17,P522466,16,2,,exclusion of litigation
1505,P522466.17.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,P522466,17,1,,penalties for litigation: contravention
1506,P522466.17.2,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522466,17,2,,penalties for litigation: contravention
1507,P522466.17.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522466,17,3,,penalties for litigation: contravention
1508,P522466.17.4,%akk-x-neoass:ur-kiš=,ur-kiš,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,P522466,17,4,,penalties for litigation: contravention
1509,P522466.17.5,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522466,17,5,,penalties for litigation: contravention
1510,P522466.17.6,%akk-x-neoass:ma-te-me=,ma-te-me,"['𒈠', '𒋼', '𒈨']",𒈠𒋼𒈨,ma-te-me,"['complete', 'complete', 'complete']",0.0,P522466,17,6,,penalties for litigation: contravention
1511,P522466.19.1,%akk-x-neoass:lu-u=,[lu-u,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,P522466,19,1,,penalties for litigation: contravention
1512,P522466.19.2,%akk-x-neoass:{m}bal-la-DINGIR.MEŠ=,{m}bal]-⸢la⸣-DINGIR.MEŠ,"['𒁹', '𒁄', '𒆷', '𒀭', '𒈨𒌍']",𒁹𒁄𒆷𒀭𒈨𒌍,{[m]}[bal]-⸢la⸣-DINGIR.MEŠ,"['missing', 'missing', 'damaged', 'complete', 'complete']",0.5,P522466,19,2,,penalties for litigation: contravention
1513,P522466.20.1,%akk-x-neoass:lu-u=,[lu-u,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,P522466,20,1,,penalties for litigation: contravention
1514,P522466.20.2,%akk-x-neoass:{m}mu-GIN-aš-šur=,{m]}⸢mu⸣-GIN-aš-šur,"['𒁹', '𒈬', '𒁺', '𒀸', '𒋩']",𒁹𒈬𒁺𒀸𒋩,{[m]}⸢mu⸣-GIN-aš-šur,"['missing', 'damaged', 'complete', 'complete', 'complete']",0.3,P522466,20,2,,penalties for litigation: contravention
1515,P522466.20.3,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522466,20,3,,penalties for litigation: contravention
1516,P522466.20.4,%akk-x-neoass:DUMU.MEŠ-šu₂-nu=,DUMU.MEŠ-šu₂-(nu),"['𒌉', '𒈨𒌍', '𒋙', '𒉡']",𒌉𒈨𒌍𒋙𒉡,DUMU.MEŠ-šu₂-nu,"['complete', 'complete', 'complete', 'complete']",0.0,P522466,20,4,,penalties for litigation: contravention
1517,P522466.22.1,%akk-x-neoass:lu=,[lu],['𒇻'],𒇻,[lu],['missing'],1.0,P522466,22,1,,penalties for litigation: contravention
1518,P522466.22.2,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂-nu=,⸢DUMU⸣-DUMU.MEŠ-šu₂-nu,"['𒌉', '𒌉', '𒈨𒌍', '𒋙', '𒉡']",𒌉𒌉𒈨𒌍𒋙𒉡,⸢DUMU⸣-DUMU.MEŠ-šu₂-nu,"['damaged', 'complete', 'complete', 'complete', 'complete']",0.1,P522466,22,2,,penalties for litigation: contravention
1519,P522466.23.1,%akk-x-neoass:ša₂=,[ša₂],['𒃻'],𒃻,[ša₂],['missing'],1.0,P522466,23,1,,penalties for litigation: contravention
1520,P522466.23.2,%akk-x-neoass:de-e-nu=,de-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,P522466,23,2,,penalties for litigation: contravention
1521,P522466.23.3,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,P522466,23,3,,penalties for litigation: contravention
1522,P522466.24.1,%akk-x-neoass:TA=,[TA],['𒋫'],𒋫,[TA],['missing'],1.0,P522466,24,1,,penalties for litigation: contravention
1523,P522466.24.2,%akk-x-neoass:{m}aš-šur-KUR-LAL=,{m}aš-šur-KUR-LAL,"['𒁹', '𒀸', '𒋩', '𒆳', '𒇲']",𒁹𒀸𒋩𒆳𒇲,{m}aš-šur-KUR-LAL,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522466,24,2,,penalties for litigation: contravention
1524,P522466.24.3,%akk-x-neoass:DUMU.MEŠ-šu₂=,DUMU.MEŠ-šu₂,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,P522466,24,3,,penalties for litigation: contravention
1525,P522466.25.1,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂=,DUMU-DUMU.MEŠ-šu₂,"['𒌉', '𒌉', '𒈨𒌍', '𒋙']",𒌉𒌉𒈨𒌍𒋙,DUMU-DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522466,25,1,,penalties for litigation: contravention
1526,P522466.25.2,%akk-x-neoass:ub-ta-u₂-ni=,ub-ta-u₂-ni,"['𒌒', '𒋫', '𒌑', '𒉌']",𒌒𒋫𒌑𒉌,ub-ta-u₂-ni,"['complete', 'complete', 'complete', 'complete']",0.0,P522466,25,2,,penalties for litigation: contravention
1527,P522466.26.1,%akk-x-neoass:ma-a=,ma-a,"['𒈠', '𒀀']",𒈠𒀀,ma-a,"['complete', 'complete']",0.0,P522466,26,1,,penalties for litigation: contravention
1528,P522466.26.2,%akk-x-neoass:GEME₂=,GEME₂,['𒊩𒆳'],𒊩𒆳,GEME₂,['complete'],0.0,P522466,26,2,,penalties for litigation: contravention
1529,P522466.26.3,%akk-x-neoass:a-paṭ-ṭar=,a-paṭ-ṭar,"['𒀀', '𒉻', '𒋻']",𒀀𒉻𒋻,a-paṭ-ṭar,"['complete', 'complete', 'complete']",0.0,P522466,26,3,,penalties for litigation: contravention
1530,P522466.27.1,%akk-x-neoass:aš-šur=,aš-šur,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,P522466,27,1,,penalties for litigation: penalty
1531,P522466.27.2,%akk-x-neoass:{d}UTU=,{d}UTU,"['𒀭', '𒌓']",𒀭𒌓,{d}UTU,"['complete', 'complete']",0.0,P522466,27,2,,penalties for litigation: penalty
1532,P522466.27.3,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,P522466,27,3,,penalties for litigation: penalty
1533,P522466.27.4,%akk-x-neoass:{d}AG=,{d}AG,"['𒀭', '𒀝']",𒀭𒀝,{d}AG,"['complete', 'complete']",0.0,P522466,27,4,,penalties for litigation: penalty
1534,P522466.28.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522466,28,1,,penalties for litigation: penalty
1535,P522466.28.2,%akk-x-neoass:EN-de-ni-šu=,EN-de-ni-šu,"['𒂗', '𒁲', '𒉌', '𒋗']",𒂗𒁲𒉌𒋗,EN-de-ni-šu,"['complete', 'complete', 'complete', 'complete']",0.0,P522466,28,2,,penalties for litigation: penalty
1536,P522466.29.1,%akk-x-neoass:{ITI}GU₄=,{iti}GU₄,"['𒌗', '𒄞']",𒌗𒄞,{ITI}GU₄,"['complete', 'complete']",0.0,P522466,29,1,,date
1537,P522466.29.2,%akk-x-neoass:UD-10-KAM₂=,UD-10-KAM₂,"['𒌓', '𒌋', '𒆚']",𒌓𒌋𒆚,UD-10-KAM₂,"['complete', 'complete', 'complete']",0.0,P522466,29,2,,date
1538,P522466.29.3,%akk-x-neoass:lim-mu=,lim-mu,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,P522466,29,3,,date
1539,P522466.29.4,%akk-x-neoass:{m}aš-šur-ŠU-GUR=,{m}aš-šur-ŠU-GUR,"['𒁹', '𒀸', '𒋩', '𒋗', '𒄥']",𒁹𒀸𒋩𒋗𒄥,{m}aš-šur-ŠU-GUR,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522466,29,4,,date
1540,P522466.30.1,%akk-x-neoass:ṣib-tu₂=,[ṣib]-tu₂,"['𒍦', '𒌓']",𒍦𒌓,[ṣib]-tu₂,"['missing', 'complete']",0.5,P522466,30,1,,guarantee clauses for slaves
1541,P522466.30.2,%akk-x-neoass:x-ni-šu=,x-ni-šu,"['X', '𒉌', '𒋗']",X𒉌𒋗,x-ni-šu,"['complete', 'complete', 'complete']",0.0,P522466,30,2,,guarantee clauses for slaves
1542,P522466.30.3,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522466,30,3,,guarantee clauses for slaves
1543,P522466.30.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522466,30,4,,guarantee clauses for slaves
1544,P522466.30.5,%akk-x-neoass:ma=,ma,['𒈠'],𒈠,ma,['complete'],0.0,P522466,30,5,,guarantee clauses for slaves
1545,P522466.31.1,%akk-x-neoass:x+x=,[x]+x,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,P522466,31,1,,guarantee clauses for slaves
1546,P522466.31.2,%akk-x-neoass:i=,i,['𒄿'],𒄿,i,['complete'],0.0,P522466,31,2,,guarantee clauses for slaves
1547,P522466.31.3,%akk-x-neoass:ARAD=,ARAD,['𒀴'],𒀴,ARAD,['complete'],0.0,P522466,31,3,,guarantee clauses for slaves
1548,P522466.31.4,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522466,31,4,,guarantee clauses for slaves
1549,P522466.31.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,31,5,,guarantee clauses for slaves
1550,P522466.31.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522466,31,6,,guarantee clauses for slaves
1551,P522466.31.7,%akk-x-neoass:u=,u,['𒌋'],𒌋,u,['complete'],0.0,P522466,31,7,,guarantee clauses for slaves
1552,P522466.32.1,%akk-x-neoass:še-e-hi=,[še-e-hi],"['𒊺', '𒂊', '𒄭']",𒊺𒂊𒄭,[še-e-hi],"['missing', 'missing', 'missing']",1.0,P522466,32,1,,guarantee clauses for slaves
1553,P522466.32.2,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,P522466,32,2,,guarantee clauses for slaves
1554,P522466.32.3,%akk-x-neoass:ber-ti=,[ber]-ti,"['𒄵', '𒋾']",𒄵𒋾,[ber]-ti,"['missing', 'complete']",0.5,P522466,32,3,,guarantee clauses for slaves
1555,P522466.32.4,%akk-x-neoass:ITI.MEŠ=,ITI.MEŠ,"['𒌗', '𒈨𒌍']",𒌗𒈨𒌍,ITI.MEŠ,"['complete', 'complete']",0.0,P522466,32,4,,guarantee clauses for slaves
1556,P522466.33.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522466,33,1,,none
1557,P522466.33.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,33,2,,none
1558,P522466.33.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,33,3,,none
1559,P522466.33.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,33,4,,none
1560,P522466.33.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,33,5,,none
1561,P522466.33.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,33,6,,none
1562,P522466.33.7,%akk-x-neoass:x-ma-pi-me=,x]-ma-pi-me,"['X', '𒈠', '𒉿', '𒈨']",X𒈠𒉿𒈨,[x]-ma-pi-me,"['missing', 'complete', 'complete', 'complete']",0.25,P522466,33,7,,none
1563,P522466.34.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522466,34,1,,none
1564,P522466.34.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,34,2,,none
1565,P522466.34.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,34,3,,none
1566,P522466.34.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,34,4,,none
1567,P522466.34.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,34,5,,none
1568,P522466.34.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,34,6,,none
1569,P522466.34.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522466,34,7,,none
1570,P522466.34.8,%akk-x-neoass:{LU₂}GAL-ma-za-si=,{lu₂}GAL-ma-za-si,"['𒇽', '𒃲', '𒈠', '𒍝', '𒋛']",𒇽𒃲𒈠𒍝𒋛,{LU₂}GAL-ma-za-si,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522466,34,8,,none
1571,P522466.35.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522466,35,1,,none
1572,P522466.35.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,35,2,,none
1573,P522466.35.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,35,3,,none
1574,P522466.35.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,35,4,,none
1575,P522466.35.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,35,5,,none
1576,P522466.35.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,35,6,,none
1577,P522466.35.7,%akk-x-neoass:ha-za-nu=,ha]-za-nu,"['𒄩', '𒍝', '𒉡']",𒄩𒍝𒉡,[ha]-za-nu,"['missing', 'complete', 'complete']",0.33,P522466,35,7,,none
1578,P522466.35.8,%akk-x-neoass:05=,05,['0₅'],0₅,05,['complete'],0.0,P522466,35,8,,none
1579,P522466.35.9,%akk-x-neoass:pi=,pi,['𒉿'],𒉿,pi,['complete'],0.0,P522466,35,9,,none
1580,P522466.35.10,%akk-x-neoass:ši=,ši,['𒅆'],𒅆,ši,['complete'],0.0,P522466,35,10,,none
1581,P522466.35.11,%akk-x-neoass:zu=,zu,['𒍪'],𒍪,zu,['complete'],0.0,P522466,35,11,,none
1582,P522466.35.12,%akk-x-neoass:a=,a,['𒀀'],𒀀,a,['complete'],0.0,P522466,35,12,,none
1583,P522466.36.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522466,36,1,,none
1584,P522466.36.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,36,2,,none
1585,P522466.36.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,36,3,,none
1586,P522466.36.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,36,4,,none
1587,P522466.36.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,36,5,,none
1588,P522466.36.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,36,6,,none
1589,P522466.36.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,36,7,,none
1590,P522466.36.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,36,8,,none
1591,P522466.36.9,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522466,36,9,,none
1592,P522466.36.10,%akk-x-neoass:ku=,ku,['𒆪'],𒆪,ku,['complete'],0.0,P522466,36,10,,none
1593,P522466.36.11,%akk-x-neoass:lu=,lu,['𒇻'],𒇻,lu,['complete'],0.0,P522466,36,11,,none
1594,P522466.36.12,%akk-x-neoass:bu=,bu,['𒁍'],𒁍,bu,['complete'],0.0,P522466,36,12,,none
1595,P522466.39.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522466,39,1,,none
1596,P522466.39.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,39,2,,none
1597,P522466.39.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,39,3,,none
1598,P522466.39.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,39,4,,none
1599,P522466.39.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522466,39,5,,none
1600,P522466.39.6,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522466,39,6,,none
1601,P522466.39.7,%akk-x-neoass:{m}EN-KUR-u-a=,{m}EN-KUR-[u-a,"['𒁹', '𒂗', '𒆳', '𒌋', '𒀀']",𒁹𒂗𒆳𒌋𒀀,{m}EN-KUR-[u-a],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,P522466,39,7,,none
1602,P522466.39.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,39,8,,none
1603,P522466.39.9,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,39,9,,none
1604,P522466.39.10,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,39,10,,none
1605,P522466.39.11,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,39,11,,none
1606,P522466.39.12,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522466,39,12,,none
1607,P522466.40.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522466,40,1,,none
1608,P522466.40.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,40,2,,none
1609,P522466.40.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,40,3,,none
1610,P522466.40.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,40,4,,none
1611,P522466.40.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522466,40,5,,none
1612,P522466.40.6,%akk-x-neoass:mu=,mu,['𒈬'],𒈬,mu,['complete'],0.0,P522466,40,6,,none
1613,P522466.40.7,%akk-x-neoass:qa=,qa,['𒋡'],𒋡,qa,['complete'],0.0,P522466,40,7,,none
1614,P522466.40.8,%akk-x-neoass:a=,a,['𒀀'],𒀀,a,['complete'],0.0,P522466,40,8,,none
1615,P522466.40.9,%akk-x-neoass:x+x=,x+[x,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,P522466,40,9,,none
1616,P522466.40.10,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,40,10,,none
1617,P522466.40.11,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,40,11,,none
1618,P522466.40.12,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,40,12,,none
1619,P522466.40.13,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,40,13,,none
1620,P522466.40.14,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,40,14,,none
1621,P522466.40.15,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522466,40,15,,none
