Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
3092,P514153.2.1,kunuk[seal]N,{[na₄]}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}KIŠIB,"['missing', 'complete']",0.5,kunuk,kunukku,seal,P514153,2,1,seal identification
3093,P514153.2.2,Allaya[1]PN,{m}al-la-a-a,PN,PN,"['𒁹', '𒀠', '𒆷', '𒀀', '𒀀']",𒁹𒀠𒆷𒀀𒀀,{m}al-la-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Allaya,Allaya,1,P514153,2,2,seal identification
3094,P514153.3.1,mār[son]N,[A],,N,['𒀀'],𒀀,[A],['missing'],1.0,mār,māru,son,P514153,3,1,seal identification
3095,P514153.3.2,Ispilubaya[1]PN,{m}is-pi-lu-ba-a-a,PN,PN,"['𒁹', '𒄑', '𒉿', '𒇻', '𒁀', '𒀀', '𒀀']",𒁹𒄑𒉿𒇻𒁀𒀀𒀀,{m}is-pi-lu-ba-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Ispilubaya,Ispilubaya,1,P514153,3,2,seal identification
3096,P514153.4.1,issu[from]PRP,TA,,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,P514153,4,1,seal identification
3097,P514153.4.2,libbi[interior]N,ŠA₃-bi,,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,P514153,4,2,seal identification
3098,P514153.4.3,+Dan-kettu[]SN$,{uru}da-an-ket-tu,SN,SN,"['𒌷', '𒁕', '𒀭', '𒆤', '𒌅']",𒌷𒁕𒀭𒆤𒌅,{URU}da-an-ket-tu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Dan-kettu,Dan-kettu,1,P514153,4,3,seal identification
3099,P514153.5.1,Bel[1]DN,EN,DN,DN,['𒂗'],𒂗,EN,['complete'],0.0,Bel,Bel,1,P514153,5,1,seal identification
3100,P514153.5.2,amti[maid]N,GEME₂,,N,['𒊩𒆳'],𒊩𒆳,GEME₂,['complete'],0.0,amti,amtu,maid,P514153,5,2,seal identification
3101,P514153.5.3,tadāni[giving]'N,ta-da-ni,,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-da-ni,"['complete', 'complete', 'complete']",0.0,tadāni,tadānu,giving,P514153,5,3,seal identification
3102,P514153.9.1,Issar-abbute[1]PN,{f}{d}15-ab-bu-u-te,PN,PN,"['𒊩', '𒀭', '𒌋𒐊', '𒀊', '𒁍', '𒌋', '𒋼']",𒊩𒀭𒌋𒐊𒀊𒁍𒌋𒋼,{f}{d}15-ab-bu-u-te,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Issar-abbute,Issar-abbute,1,P514153,9,1,object sold
3103,P514153.9.2,amatšu[maid]N,GEME₂-šu₂,,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,GEME₂-šu₂,"['complete', 'complete']",0.0,amatšu,amtu,maid,P514153,9,2,object sold
3104,P514153.10.1,ša[of]DET,ša,,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,P514153,10,1,object sold
3105,P514153.10.2,Allaya[1]PN,{m}al-la-a-a,PN,PN,"['𒁹', '𒀠', '𒆷', '𒀀', '𒀀']",𒁹𒀠𒆷𒀀𒀀,{m}al-la-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Allaya,Allaya,1,P514153,10,2,object sold
3106,P514153.11.1,uppišma[contract]V,u₂-piš-ma,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,P514153,11,1,initiation of transaction
3107,P514153.11.2,Duri-Aššur[1]PN,{m}BAD₃-aš-šur,PN,PN,"['𒁹', '𒂦', '𒀸', '𒋩']",𒁹𒂦𒀸𒋩,{m}BAD₃-aš-šur,"['complete', 'complete', 'complete', 'complete']",0.0,Duri-Aššur,Duri-Aššur,1,P514153,11,2,initiation of transaction
3108,P514153.12.1,La-qepu[1]PN,{m}la-qep,PN,PN,"['𒁹', '𒆷', '𒄒']",𒁹𒆷𒄒,{m}la-qep,"['complete', 'complete', 'complete']",0.0,La-qepu,La-qepu,1,P514153,12,1,initiation of transaction
3109,P514153.12.2,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P514153,12,2,price
3110,P514153.12.3,libbi[interior]N,ŠA₃,,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,P514153,12,3,price
3111,P514153.12.4,n,01,NUMBER,n,['01'],01,01,['complete'],0.0,,,,P514153,12,4,price
3112,P514153.12.5,manā[a unit of weight]N,MA,,N,['𒈠'],𒈠,MA,['complete'],0.0,manā,manû,a unit of weight,P514153,12,5,price
3113,P514153.12.6,n,05,NUMBER,n,['0₅'],0₅,05,['complete'],0.0,,,,P514153,12,6,price
3114,P514153.12.7,šiqil[a unit of weight]N,GIN₂,,N,['𒂆'],𒂆,GIN₂,['complete'],0.0,šiqil,šiqlu,a unit of weight,P514153,12,7,price
3115,P514153.12.8,ṣarpu[silver]N,KUG.UD,,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpu,ṣarpu,silver,P514153,12,8,price
3116,P514153.13.1,issu[from]PRP,TA,,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,P514153,13,1,completion of transaction
3117,P514153.13.2,pān[presence]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,presence,P514153,13,2,completion of transaction
3118,P514153.13.3,Allaya[1]PN,{m}al-la-a-a,PN,PN,"['𒁹', '𒀠', '𒆷', '𒀀', '𒀀']",𒁹𒀠𒆷𒀀𒀀,{m}al-la-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Allaya,Allaya,1,P514153,13,3,completion of transaction
3119,P514153.14.1,+leqû[take]V$ilqeu,il-qe-u,,V,"['𒅋', '𒆥', '𒌋']",𒅋𒆥𒌋,il-qe-u,"['complete', 'complete', 'complete']",0.0,ilqeu,leqû,take,P514153,14,1,completion of transaction
3120,P514153.14.2,kaspu[money]N,kas-pu,,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,P514153,14,2,confirmation of transfer 1
3121,P514153.14.3,gammur[completed]AJ,ga-mur,,AJ,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,P514153,14,3,confirmation of transfer 1
3122,P514153.15.1,tadin[paid]AJ,ta-din,,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,tadin,tadnu,paid,P514153,15,1,confirmation of transfer 1
3123,P514153.15.2,issu[woman]N,MI₂,,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issu,sinništu,woman,P514153,15,2,confirmation of transfer 2
3124,P514153.15.3,šuāte[that]'DP,šu-a-te,,IP,"['𒋗', '𒀀', '𒋼']",𒋗𒀀𒋼,šu-a-te,"['complete', 'complete', 'complete']",0.0,šuāte,šuāti,that,P514153,15,3,confirmation of transfer 2
3125,P514153.16.1,+epšu[made//contracted]V'V$uppušat,up-pu-šat,,V,"['𒌒', '𒁍', '𒆳']",𒌒𒁍𒆳,up-pu-šat,"['complete', 'complete', 'complete']",0.0,uppušat,epšu,contracted,P514153,16,1,confirmation of transfer 2
3126,P514153.16.2,+zarpu[purchased]AJ$zaripat,za-rip-pat,,AJ,"['𒍝', '𒆗', '𒉻']",𒍝𒆗𒉻,za-rip-pat,"['complete', 'complete', 'complete']",0.0,zaripat,zarpu,purchased,P514153,16,2,confirmation of transfer 2
3127,P514153.16.3,laqiat[acquired]AJ,TI-at,,AJ,"['𒋾', '𒀜']",𒋾𒀜,TI-at,"['complete', 'complete']",0.0,laqiat,leqû,acquired,P514153,16,3,confirmation of transfer 2
3128,P514153.17.1,tuāru[revocation]'N,tu-a-ru,,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,tuāru,târu,revocation,P514153,17,1,exclusion of litigation
3129,P514153.17.2,dēnu[lawsuit]N,de-nu,,N,"['𒁲', '𒉡']",𒁲𒉡,de-nu,"['complete', 'complete']",0.0,dēnu,dīnu,lawsuit,P514153,17,2,exclusion of litigation
3130,P514153.17.3,dabābu[litigation]'N,DUG₄.DUG₄,,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,P514153,17,3,exclusion of litigation
3131,P514153.18.1,laššu[(there) is not]V,la-aš₂-šu₂,,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,laššu,laššu,(there) is not,P514153,18,1,exclusion of litigation
3132,P514153.18.2,mannu[whoever]'XP,man-nu,,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,mannu,mannu,whoever,P514153,18,2,penalties for litigation: contravention
3133,P514153.18.3,ša[whoever]REL,ša,,REL,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,whoever,P514153,18,3,penalties for litigation: contravention
