Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
1844,P522463.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,P522463,2,1,,seal identification
1845,P522463.2.2,%akk-x-neoass:{m}{d}PA-SIG₅=,{m}{d}PA-SIG₅,"['𒁹', '𒀭', '𒉺', '𒅆𒂟']",𒁹𒀭𒉺𒅆𒂟,{m}{d}PA-SIG₅,"['complete', 'complete', 'complete', 'complete']",0.0,P522463,2,2,,seal identification
1846,P522463.3.1,%akk-x-neoass:DUMU=,DUMU,['𒌉'],𒌉,DUMU,['complete'],0.0,P522463,3,1,,seal identification
1847,P522463.3.2,%akk-x-neoass:{m}ba-hi-a-nu=,{m}ba-hi-a-nu,"['𒁹', '𒁀', '𒄭', '𒀀', '𒉡']",𒁹𒁀𒄭𒀀𒉡,{m}ba-hi-a-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522463,3,2,,seal identification
1848,P522463.4.1,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,P522463,4,1,,seal identification
1849,P522463.4.2,%akk-x-neoass:ARAD=,ARAD,['𒀴'],𒀴,ARAD,['complete'],0.0,P522463,4,2,,seal identification
1850,P522463.4.3,%akk-x-neoass:ta-da-ni=,ta-da-ni,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-da-ni,"['complete', 'complete', 'complete']",0.0,P522463,4,3,,seal identification
1851,P522463.8.1,%akk-x-neoass:{m}ha-an-ṭu-ṭu=,{m}ha-an-ṭu-ṭu,"['𒁹', '𒄩', '𒀭', '𒂅', '𒂅']",𒁹𒄩𒀭𒂅𒂅,{m}ha-an-ṭu-ṭu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522463,8,1,,object sold
1852,P522463.8.2,%akk-x-neoass:ARAD=,ARAD,['𒀴'],𒀴,ARAD,['complete'],0.0,P522463,8,2,,object sold
1853,P522463.8.3,%akk-x-neoass:x=,<$x,['X'],X,x,['complete'],0.0,P522463,8,3,,object sold
1854,P522463.8.4,%akk-x-neoass:x=,x$>,['X'],X,x,['complete'],0.0,P522463,8,4,,object sold
1855,P522463.9.1,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522463,9,1,,object sold
