Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
13633,P527183.2.1,kunuk[seal]N,{⸢na₄⸣}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}KIŠIB,"['damaged', 'complete']",0.25,,,P527183,2,1,seal identification
13634,P527183.2.2,Iddin-ahhe[1]PN,{[m]}SUM-PAB.MEŠ,Iddin-ahhe,Iddin-ahhe,1,PN,"['𒁹', '𒋧', '𒉽', '𒈨𒌍']",𒁹𒋧𒉽𒈨𒌍,{[m]}SUM-PAB.MEŠ,"['missing', 'complete', 'complete', 'complete']",0.25,PN,,P527183,2,2,seal identification
13635,P527183.6.1,kunuk[seal]N,{⸢na₄⸣}[KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}[KIŠIB],"['damaged', 'missing']",0.75,,,P527183,6,1,seal identification
13636,P527183.6.2,x[1]PN,{m}x-x-x-x],x,x,1,PN,"['𒁹', 'X', 'X', 'X', 'X']",𒁹XXXX,{[m]}[x-x-x-x],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,PN,,P527183,6,2,seal identification
13637,P527183.7.1,kunuk[seal]N,{⸢na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,,,P527183,7,1,seal identification
13638,P527183.7.2,+x-šezib[]PN$,{m}{d⸣}[x]-še-zib,x-šezib,x-šezib,1,PN,"['𒁹', '𒀭', 'X', '𒊺', '𒍦']",𒁹𒀭X𒊺𒍦,{⸢m⸣}{⸢d⸣}[x]-še-zib,"['damaged', 'damaged', 'missing', 'complete', 'complete']",0.4,PN,,P527183,7,2,seal identification
13639,P527183.8.1,gimru[total]N,PAB,gimru,gimru,total,N,['𒉽'],𒉽,PAB,['complete'],0.0,,,P527183,8,1,seal identification
13640,P527183.8.2,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,,P527183,8,2,seal identification
13641,P527183.8.3,+Nusku-kenu-ušallim[]PN$,{m}{d}⸢nusku⸣-GIN-DI,Nusku-kenu-ušallim,Nusku-kenu-ušallim,1,PN,"['𒁹', '𒀭', '𒉺𒌆', '𒁺', '𒁲']",𒁹𒀭𒉺𒌆𒁺𒁲,{m}{d}⸢nusku⸣-GIN-DI,"['complete', 'complete', 'damaged', 'complete', 'complete']",0.1,PN,,P527183,8,3,seal identification
13642,P527183.9.1,bēl[owner]N,⸢EN⸣,bēl,bēlu,owner,N,['𒂗'],𒂗,⸢EN⸣,['damaged'],0.5,,,P527183,9,1,seal identification
13643,P527183.9.2,urdi[servant]N,ARAD,urdi,ardu,servant,N,['𒀴'],𒀴,ARAD,['complete'],0.0,,,P527183,9,2,seal identification
13644,P527183.9.3,tadāni[giving]'N,ta-da-a-ni,tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,,,P527183,9,3,seal identification
13645,P527183.10.1,+Aia-el[]PN$,{[m}a]-ia-el,Aia-el,Aia-el,1,PN,"['𒁹', '𒀀', '𒅀', '𒂖']",𒁹𒀀𒅀𒂖,{[m]}[a]-ia-el,"['missing', 'missing', 'complete', 'complete']",0.5,PN,,P527183,10,1,object sold
13646,P527183.10.2,urdušu[servant]N,ARAD-šu₂,urdušu,ardu,servant,N,"['𒀴', '𒋙']",𒀴𒋙,ARAD-šu₂,"['complete', 'complete']",0.0,,,P527183,10,2,object sold
13647,P527183.11.1,ša[of]DET,[ša],ša,ša,of,DET,['𒊭'],𒊭,[ša],['missing'],1.0,,,P527183,11,1,object sold
13648,P527183.11.2,ṣābāni[people]N,ERIM.MEŠ,ṣābāni,ṣābu,people,N,"['𒂟', '𒈨𒌍']",𒂟𒈨𒌍,ERIM.MEŠ,"['complete', 'complete']",0.0,,,P527183,11,2,object sold
13649,P527183.11.3,annūte[this]DP,⸢a⸣-nu-te($tablet: DU$),annūte,annû,this,DP,"['𒀀', '𒉡', '𒋼']",𒀀𒉡𒋼,⸢a⸣-nu-te,"['damaged', 'complete', 'complete']",0.17,,,P527183,11,3,object sold
13650,P527183.12.1,uppišma[contract]V,[u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš-ma],"['missing', 'missing', 'missing']",1.0,,,P527183,12,1,initiation of transaction
13651,P527183.12.2,Šulmu-šarri[1]PN,{m]}DI-mu-⸢LUGAL⸣,Šulmu-šarri,Šulmu-šarri,1,PN,"['𒁹', '𒁲', '𒈬', '𒈗']",𒁹𒁲𒈬𒈗,{[m]}DI-mu-⸢LUGAL⸣,"['missing', 'complete', 'complete', 'damaged']",0.38,PN,,P527183,12,2,initiation of transaction
13652,P527183.13.1,ina[in]PRP,[ina],ina,ina,in,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,P527183,13,1,price
13653,P527183.13.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,,P527183,13,2,price
13654,P527183.13.3,n,26,,,,n,['𒌋𒌋𒐋'],𒌋𒌋𒐋,26,['complete'],0.0,NUMBER,,P527183,13,3,price
13655,P527183.13.4,šiqlī[a unit of weight]N,GIN₂.MEŠ,šiqlī,šiqlu,a unit of weight,N,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,GIN₂.MEŠ,"['complete', 'complete']",0.0,,,P527183,13,4,price
13656,P527183.13.5,ṣarpi[silver]N,⸢KU₃⸣.[BABBAR],ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,⸢KU₃⸣.[BABBAR],"['damaged', 'missing']",0.75,,,P527183,13,5,price
13657,P527183.14.1,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P527183,14,1,completion of transaction
13658,P527183.14.2,pānu[front]N$pān,IGI,pān,pānu,front,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P527183,14,2,completion of transaction
13659,P527183.14.3,ṣābāni[people]N,ERIM.MEŠ,ṣābāni,ṣābu,people,N,"['𒂟', '𒈨𒌍']",𒂟𒈨𒌍,ERIM.MEŠ,"['complete', 'complete']",0.0,,,P527183,14,3,completion of transaction
13660,P527183.14.4,+annû[this]DP$annūte,a-nu-u-te($tablet: DU$),annūte,annû,this,DP,"['𒀀', '𒉡', '𒌋', '𒋼']",𒀀𒉡𒌋𒋼,a-nu-u-te,"['complete', 'complete', 'complete', 'complete']",0.0,,,P527183,14,4,completion of transaction
13661,P527183.15.1,ilqe[purchase]V,il-qe,ilqe,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,il-qe,"['complete', 'complete']",0.0,,,P527183,15,1,completion of transaction
