Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
311,P522857.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522857,2,1,seal identification
312,P522857.2.2,+Ilu-uṣur[]PN$,{m}DINGIR-PAB,Ilu-uṣur,Ilu-uṣur,1,PN,"['𒁹', '𒀭', '𒉽']",𒁹𒀭𒉽,{m}DINGIR-PAB,"['complete', 'complete', 'complete']",0.0,PN,,P522857,2,2,seal identification
313,P522857.3.1,mār[son]N,A,mār,māru,son,N,['𒀀'],𒀀,A,['complete'],0.0,,,P522857,3,1,seal identification
314,P522857.3.2,+Bir-attar[]PN$,{m}bi-ir-a-tar,Bir-attar,Bir-attar,1,PN,"['𒁹', '𒁉', '𒅕', '𒀀', '𒋻']",𒁹𒁉𒅕𒀀𒋻,{m}bi-ir-a-tar,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522857,3,2,seal identification
315,P522857.4.1,issi[with]PRP,TA,issi,išti,with,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522857,4,1,seal identification
316,P522857.4.2,libbi[mood]N,lib-bi,libbi,libbu,mood,N,"['𒈜', '𒁉']",𒈜𒁉,lib-bi,"['complete', 'complete']",0.0,,,P522857,4,2,seal identification
317,P522857.4.3,āli[city]N,URU,āli,ālu,city,N,['𒌷'],𒌷,URU,['complete'],0.0,,,P522857,4,3,seal identification
318,P522857.4.4,X,{m}10,,,,X,"['𒁹', '𒌋']",𒁹𒌋,{m}10,"['complete', 'complete']",0.0,,,P522857,4,4,seal identification
319,P522857.4.5,+Sin-naʾdi[]SN$,{d}30-I,Sin-naʾdi,Sin-naʾdi,1,SN,"['𒀭', '𒌍', '𒄿']",𒀭𒌍𒄿,{d}30-I,"['complete', 'complete', 'complete']",0.0,SN,,P522857,4,5,seal identification
320,P522857.5.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522857,5,1,seal identification
