Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
265,P522842.2.1,kunuk[seal]N,{na₄}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,P522842,2,1,seal identification
266,P522842.2.2,Kenu-ahu[1]PN,{m}GIN-PAB,PN,PN,"['𒁹', '𒁺', '𒉽']",𒁹𒁺𒉽,{m}GIN-PAB,"['complete', 'complete', 'complete']",0.0,Kenu-ahu,Kenu-ahu,1,P522842,2,2,seal identification
267,P522842.4.1,bēl[owner]N,EN,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,P522842,4,1,seal identification
268,P522842.4.2,issi[woman]N,MI₂,,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issi,issu,woman,P522842,4,2,seal identification
269,P522842.4.3,iddana[pay]V,SUM-na,,V,"['𒋧', '𒈾']",𒋧𒈾,SUM-na,"['complete', 'complete']",0.0,iddana,tadānu,pay,P522842,4,3,seal identification
270,P522842.4.4,+Aya-suri[]PN$,{f}a-a-su-ri,PN,PN,"['𒊩', '𒀀', '𒀀', '𒋢', '𒊑']",𒊩𒀀𒀀𒋢𒊑,{f}a-a-su-ri,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Aya-suri,Aya-suri,1,P522842,4,4,object sold
271,P522842.5.1,issušu[wife]N,MI₂-šu₂,,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,issušu,sinništu,wife,P522842,5,1,object sold
272,P522842.5.2,uppišma[contract]V,u₂-piš-ma,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,P522842,5,2,initiation of transaction
273,P522842.5.3,Nene[1]PN,{m}ne₂-ne₂-e,PN,PN,"['𒁹', '𒉌', '𒉌', '𒂊']",𒁹𒉌𒉌𒂊,{m}ne₂-ne₂-e,"['complete', 'complete', 'complete', 'complete']",0.0,Nene,Nene,1,P522842,5,3,initiation of transaction
274,P522842.6.1,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P522842,6,1,price
275,P522842.6.2,libbi[interior]N,ŠA₃-bi,,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,P522842,6,2,price
276,P522842.6.3,n,02,NUMBER,n,['0₂'],0₂,02,['complete'],0.0,,,,P522842,6,3,price
277,P522842.6.4,bilat[a unit of weight]N,GU₂.UN,,N,"['𒄘', '𒌦']",𒄘𒌦,GU₂.UN,"['complete', 'complete']",0.0,bilat,biltu,a unit of weight,P522842,6,4,price
278,P522842.6.5,n,07,NUMBER,n,['0₇'],0₇,07,['complete'],0.0,,,,P522842,6,5,price
279,P522842.6.6,manā[a unit of weight]N,⸢MA⸣,,N,['𒈠'],𒈠,⸢MA⸣,['damaged'],0.5,manā,manû,a unit of weight,P522842,6,6,price
280,P522842.6.7,erî[copper]N,URUDU.MEŠ,,N,"['𒍏', '𒈨𒌍']",𒍏𒈨𒌍,URUDU.MEŠ,"['complete', 'complete']",0.0,erî,erû,copper,P522842,6,7,price
281,P522842.7.1,issu[woman]N,MI₂,,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issu,sinništu,woman,P522842,7,1,completion of transaction
282,P522842.7.2,issu[from]PRP,TA,,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,P522842,7,2,completion of transaction
283,P522842.7.3,pān[presence]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,presence,P522842,7,3,completion of transaction
284,P522842.7.4,Kenu-ahu[1]PN,{m}GIN-PAB,PN,PN,"['𒁹', '𒁺', '𒉽']",𒁹𒁺𒉽,{m}GIN-PAB,"['complete', 'complete', 'complete']",0.0,Kenu-ahu,Kenu-ahu,1,P522842,7,4,completion of transaction
285,P522842.7.5,izzirip[purchase]V,i-⸢zi⸣-rip,,V,"['𒄿', '𒍣', '𒆗']",𒄿𒍣𒆗,i-⸢zi⸣-rip,"['complete', 'damaged', 'complete']",0.17,izzirip,zarāpu,purchase,P522842,7,5,completion of transaction
286,P522842.8.1,issiqi[purchase]V,⸢i⸣-si-qi,,V,"['𒄿', '𒋛', '𒆥']",𒄿𒋛𒆥,⸢i⸣-si-qi,"['damaged', 'complete', 'complete']",0.17,issiqi,leqû,purchase,P522842,8,1,completion of transaction
287,P522842.8.2,kaspu[money]N,kas-pu,,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,P522842,8,2,confirmation of transfer 1
288,P522842.8.3,gammur[completed]AJ,ga-mur,,AJ,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,P522842,8,3,confirmation of transfer 1
289,P522842.9.1,tadin[paid]AJ,[ta]-din,,AJ,"['𒋫', '𒁷']",𒋫𒁷,[ta]-din,"['missing', 'complete']",0.5,tadin,tadnu,paid,P522842,9,1,confirmation of transfer 1
290,P522842.9.2,issu[woman]N,MI₂,,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issu,sinništu,woman,P522842,9,2,confirmation of transfer 2
291,P522842.9.3,šuātu[that]'DP,šu-a-tu₂,,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,šuātu,šuāti,that,P522842,9,3,confirmation of transfer 2
292,P522842.9.4,zarpat[purchased]AJ,za-ar₂-pat,,AJ,"['𒍝', '𒌒', '𒉻']",𒍝𒌒𒉻,za-ar₂-pat,"['complete', 'complete', 'complete']",0.0,zarpat,zarpu,purchased,P522842,9,4,confirmation of transfer 2
293,P522842.10.1,laqiat[acquired]AJ,[la-qi₂]-⸢at⸣,,AJ,"['𒆷', '𒆠', '𒀜']",𒆷𒆠𒀜,[la-qi₂]-⸢at⸣,"['missing', 'missing', 'damaged']",0.83,laqiat,leqû,acquired,P522842,10,1,confirmation of transfer 2
