Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
1639,P342654.2.1,kunuk[seal]N,{⸢na₄}KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,,,P342654,2,1,seal identification
1640,P342654.2.2,Urdu[1]PN,{m}ur-du(ARAD),Urdu,Urdu,1,PN,"['𒁹', '𒌨', '𒁺', '𒀴']",𒁹𒌨𒁺𒀴,{m}ur-duARAD,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P342654,2,2,seal identification
1641,P342654.3.1,mār[son]N,⸢DUMU⸣,mār,māru,son,N,['𒌉'],𒌉,⸢DUMU⸣,['damaged'],0.5,,,P342654,3,1,seal identification
1642,P342654.3.2,+Ilu-reʾanu[]PN$,{m}⸢DINGIR-re⸣-a-nu,Ilu-reʾanu,Ilu-reʾanu,1,PN,"['𒁹', '𒀭', '𒊑', '𒀀', '𒉡']",𒁹𒀭𒊑𒀀𒉡,{m}⸢DINGIR-re⸣-a-nu,"['complete', 'damaged', 'damaged', 'complete', 'complete']",0.2,PN,,P342654,3,2,seal identification
1643,P342654.5.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P342654,5,1,seal identification
1644,P342654.5.2,amti[maid]N,GEME₂,amti,amtu,maid,N,['𒊩𒆳'],𒊩𒆳,GEME₂,['complete'],0.0,,,P342654,5,2,seal identification
1645,P342654.5.3,tadānu[giving]'N,ta-da-nu,tadānu,tadānu,giving,V,"['𒋫', '𒁕', '𒉡']",𒋫𒁕𒉡,ta-da-nu,"['complete', 'complete', 'complete']",0.0,,,P342654,5,3,seal identification
1646,P342654.7.1,+Yadadi[]PN$,{f}ia-da-di,Yadadi,Yadadi,1,PN,"['𒊩', '𒅀', '𒁕', '𒁲']",𒊩𒅀𒁕𒁲,{f}ia-da-di,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P342654,7,1,object sold
1647,P342654.7.2,amtīšu[maid]N,GEME₂-šu₂,amtīšu,amtu,maid,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,GEME₂-šu₂,"['complete', 'complete']",0.0,,,P342654,7,2,object sold
1648,P342654.8.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,P342654,8,1,object sold
