Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
862,P496521.2.1,kunuk[seal]N,{na₄}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,P496521,2,1,seal identification
863,P496521.2.2,+Kur-ilaʾi[]PN$,{1}kur-{il}DINGIR-a-a,PN,PN,"['𒁹', '𒆳', '𒅋', '𒀭', '𒀀', '𒀀']",𒁹𒆳𒅋𒀭𒀀𒀀,{1}kur-{il}DINGIR-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kur-ilaʾi,Kur-ilaʾi,1,P496521,2,2,seal identification
864,P496521.3.1,sandû[fowler]N,{lu₂}MUŠEN.DU₃,,N,"['𒇽', '𒄷', '𒆕']",𒇽𒄷𒆕,{LU₂}MUŠEN.DU₃,"['complete', 'complete', 'complete']",0.0,sandû,usandû,fowler,P496521,3,1,seal identification
865,P496521.3.2,issu[from]PRP,TA,,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,P496521,3,2,seal identification
866,P496521.3.3,+Rapa[]GN$,{uru}ra-pa-a,GN,GN,"['𒌷', '𒊏', '𒉺', '𒀀']",𒌷𒊏𒉺𒀀,{URU}ra-pa-a,"['complete', 'complete', 'complete', 'complete']",0.0,Rapa,Rapa,1,P496521,3,3,seal identification
867,P496521.4.1,bēl[owner]N,EN,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,P496521,4,1,seal identification
868,P496521.4.2,+mārtu[daughter//daughter]N'N$marʾitīšu,DUMU.MUNUS-šu,,N,"['𒌉', '𒊩', '𒋗']",𒌉𒊩𒋗,DUMU.MUNUS-šu,"['complete', 'complete', 'complete']",0.0,marʾitīšu,mārtu,daughter,P496521,4,2,seal identification
869,P496521.4.3,tadāni[giving]'N,ta-da-a-ni,,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,tadāni,tadānu,giving,P496521,4,3,seal identification
870,P496521.8.1,+Gallussu[]PN$,{f}ga-lu-su,PN,PN,"['𒊩', '𒂵', '𒇻', '𒋢']",𒊩𒂵𒇻𒋢,{f}ga-lu-su,"['complete', 'complete', 'complete', 'complete']",0.0,Gallussu,Gallussu,1,P496521,8,1,object sold
871,P496521.8.2,+mārtu[daughter//daughter]N'N$mārassu,DUMU.MUNUS-su,,N,"['𒌉', '𒊩', '𒋢']",𒌉𒊩𒋢,DUMU.MUNUS-su,"['complete', 'complete', 'complete']",0.0,mārassu,mārtu,daughter,P496521,8,2,object sold
872,P496521.9.1,ša[of]DET,ša,,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,P496521,9,1,object sold
873,P496521.9.2,Kur-ilaʾi[1]PN,{1}kur-{il}DINGIR-a-a,PN,PN,"['𒁹', '𒆳', '𒅋', '𒀭', '𒀀', '𒀀']",𒁹𒆳𒅋𒀭𒀀𒀀,{1}kur-{il}DINGIR-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kur-ilaʾi,Kur-ilaʾi,1,P496521,9,2,object sold
874,P496521.10.1,uppišma[contract]V,up-piš-ma,,V,"['𒌒', '𒄫', '𒈠']",𒌒𒄫𒈠,up-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,P496521,10,1,initiation of transaction
875,P496521.10.2,Šamaš-šarru-uṣur[1]PN,{1}{d}ša₂-maš-LUGAL-PAB,PN,PN,"['𒁹', '𒀭', '𒃻', '𒈦', '𒈗', '𒉽']",𒁹𒀭𒃻𒈦𒈗𒉽,{1}{d}ša₂-maš-LUGAL-PAB,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Šamaš-šarru-uṣur,Šamaš-šarru-uṣur,1,P496521,10,2,initiation of transaction
876,P496521.11.1,issu[from]PRP,TA,,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,P496521,11,1,completion of transaction
877,P496521.11.2,pān[front]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,P496521,11,2,completion of transaction
878,P496521.11.3,Kur-ilaʾi[1]PN,{1}kur-{il}DINGIR-a-a,PN,PN,"['𒁹', '𒆳', '𒅋', '𒀭', '𒀀', '𒀀']",𒁹𒆳𒅋𒀭𒀀𒀀,{1}kur-{il}DINGIR-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kur-ilaʾi,Kur-ilaʾi,1,P496521,11,3,completion of transaction
879,P496521.12.1,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P496521,12,1,price
880,P496521.12.2,libbi[interior]N,lib₃-bi,,N,"['𒊮', '𒁉']",𒊮𒁉,lib₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,P496521,12,2,price
881,P496521.12.3,n,16,NUMBER,n,['𒌋𒐋'],𒌋𒐋,16,['complete'],0.0,,,,P496521,12,3,price
882,P496521.12.4,šiqlī[a unit of weight]N,GIN₂.MEŠ,,N,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,GIN₂.MEŠ,"['complete', 'complete']",0.0,šiqlī,šiqlu,a unit of weight,P496521,12,4,price
883,P496521.12.5,ṣarpi[silver]N,KU₃.BABBAR,,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,P496521,12,5,price
884,P496521.13.1,ana[to]PRP,a-na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,P496521,13,1,completion of transaction
885,P496521.13.2,+mārūtu[status of son//status of daughter]N'N$mārūtēšu,DUMU.MUNUS-u₂-te-šu₂,,N,"['𒌉', '𒊩', '𒌑', '𒋼', '𒋙']",𒌉𒊩𒌑𒋼𒋙,DUMU.MUNUS-u₂-te-šu₂,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,mārūtēšu,mārūtu,status of daughter,P496521,13,2,completion of transaction
886,P496521.14.1,ilqe[purchase]V,il-qe₂,,V,"['𒅋', '𒆠']",𒅋𒆠,il-qe₂,"['complete', 'complete']",0.0,ilqe,leqû,purchase,P496521,14,1,completion of transaction
887,P496521.14.2,kaspu[money]N,kas-pu,,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,P496521,14,2,confirmation of transfer 1
888,P496521.14.3,gammur[completed]AJ,gam-mur,,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,P496521,14,3,confirmation of transfer 1
889,P496521.15.1,tadin[paid]AJ,ta-din,,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,tadin,tadnu,paid,P496521,15,1,confirmation of transfer 1
890,P496521.15.2,+sinništu[woman//woman]N'N$issu,MUNUS,,N,['𒊩'],𒊩,MUNUS,['complete'],0.0,issu,sinništu,woman,P496521,15,2,confirmation of transfer 2
891,P496521.15.3,šuātu[that]'DP,šu-a-tu₂,,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,šuātu,šuāti,that,P496521,15,3,confirmation of transfer 2
892,P496521.16.1,zarpat[purchased]AJ,za-ar₂-pat,,AJ,"['𒍝', '𒌒', '𒉻']",𒍝𒌒𒉻,za-ar₂-pat,"['complete', 'complete', 'complete']",0.0,zarpat,zarpu,purchased,P496521,16,1,confirmation of transfer 2
893,P496521.16.2,laqqiat[acquired]AJ,laq-qi-at,,AJ,"['𒋃', '𒆥', '𒀜']",𒋃𒆥𒀜,laq-qi-at,"['complete', 'complete', 'complete']",0.0,laqqiat,leqû,acquired,P496521,16,2,confirmation of transfer 2
894,P496521.17.1,tuāru[revocation]'N,tu-a-ru,,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,tuāru,târu,revocation,P496521,17,1,exclusion of litigation
895,P496521.17.2,dēnu[lawsuit]N,de-e-nu,,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,dēnu,dīnu,lawsuit,P496521,17,2,exclusion of litigation
896,P496521.18.1,dabābu[litigation]'N,DUG₄.DUG₄,,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,P496521,18,1,exclusion of litigation
897,P496521.18.2,laššu[(there) is not]V,la-aš₂-šu₂,,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,laššu,laššu,(there) is not,P496521,18,2,exclusion of litigation
898,P496521.19.1,mannu[whoever]'XP,man-nu,,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,mannu,mannu,whoever,P496521,19,1,penalties for litigation: contravention
899,P496521.19.2,ša[who]REL,ša,,REL,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,who,P496521,19,2,penalties for litigation: contravention
900,P496521.19.3,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P496521,19,3,penalties for litigation: contravention
901,P496521.19.4,urkiš[later]AV,ur-kiš,,AV,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,urkiš,urkiš,later,P496521,19,4,penalties for litigation: contravention
902,P496521.19.5,u[and]CNJ,u₃,,CNJ,['𒅇'],𒅇,u₃,['complete'],0.0,u,u,and,P496521,19,5,penalties for litigation: contravention
903,P496521.19.6,matēma[ever]AV,ma-te-ma,,AV,"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,ma-te-ma,"['complete', 'complete', 'complete']",0.0,matēma,matīma,ever,P496521,19,6,penalties for litigation: contravention
904,P496521.23.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,23,1,witness
905,P496521.23.2,Samidu[1]PN,{1}sa-me-du,PN,PN,"['𒁹', '𒊓', '𒈨', '𒁺']",𒁹𒊓𒈨𒁺,{1}sa-me-du,"['complete', 'complete', 'complete', 'complete']",0.0,Samidu,Samidu,1,P496521,23,2,witness
906,P496521.23.3,mār[son]N,DUMU,,N,['𒌉'],𒌉,DUMU,['complete'],0.0,mār,māru,son,P496521,23,3,witness
907,P496521.23.4,Puli[1]PN,{1}pu-u-li,PN,PN,"['𒁹', '𒁍', '𒌋', '𒇷']",𒁹𒁍𒌋𒇷,{1}pu-u-li,"['complete', 'complete', 'complete', 'complete']",0.0,Puli,Pulu,1,P496521,23,4,witness
908,P496521.24.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,24,1,witness
909,P496521.24.2,Ṣil-Bel-dalli[1]PN,{1}ṣil-EN-dal-li,PN,PN,"['𒁹', '𒉣', '𒂗', '𒊑', '𒇷']",𒁹𒉣𒂗𒊑𒇷,{1}ṣil-EN-dal-li,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Ṣil-Bel-dalli,Ṣil-Bel-dalli,1,P496521,24,2,witness
910,P496521.25.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,25,1,witness
911,P496521.25.2,La-dagil-ili[1]PN,{1}la-da-gil₂-DINGIR,PN,PN,"['𒁹', '𒆷', '𒁕', '𒆸', '𒀭']",𒁹𒆷𒁕𒆸𒀭,{1}la-da-gil₂-DINGIR,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,La-dagil-ili,La-dagil-ili,1,P496521,25,2,witness
912,P496521.26.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,26,1,witness
913,P496521.26.2,Nabu-leʾi[1]PN,{1}{d}PA-ZU,PN,PN,"['𒁹', '𒀭', '𒉺', '𒍪']",𒁹𒀭𒉺𒍪,{1}{d}PA-ZU,"['complete', 'complete', 'complete', 'complete']",0.0,Nabu-leʾi,Nabu-leʾi,1,P496521,26,2,witness
914,P496521.28.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,28,1,witness
915,P496521.28.2,Nabuʾa[1]PN,{1}{d}PA-u-a,PN,PN,"['𒁹', '𒀭', '𒉺', '𒌋', '𒀀']",𒁹𒀭𒉺𒌋𒀀,{1}{d}PA-u-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabuʾa,Nabuʾa,1,P496521,28,2,witness
916,P496521.29.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,29,1,witness
917,P496521.29.2,+Nabu-pi-ahi-uṣur[]PN$,{1}{d}PA-KA-ia-A₂.2-PAB,PN,PN,"['𒁹', '𒀭', '𒉺', '𒅗', '𒅀', '𒀉', '𒈫', '𒉽']",𒁹𒀭𒉺𒅗𒅀𒀉𒈫𒉽,{1}{d}PA-KA-ia-A₂.2-PAB,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-pi-ahi-uṣur,Nabu-pi-ahi-uṣur,1,P496521,29,2,witness
918,P496521.30.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,30,1,witness
919,P496521.30.2,Nur-Šamaš[1]PN,{1}ZALAG₂-{d}ša₂-maš,PN,PN,"['𒁹', '𒂟', '𒀭', '𒃻', '𒈦']",𒁹𒂟𒀭𒃻𒈦,{1}ZALAG₂-{d}ša₂-maš,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nur-Šamaš,Nur-Šamaš,1,P496521,30,2,witness
920,P496521.30.3,mār[son]N,DUMU,,N,['𒌉'],𒌉,DUMU,['complete'],0.0,mār,māru,son,P496521,30,3,witness
921,P496521.30.4,Kur-ilaʾi[1]PN,{1}kur-{il}DINGIR-a-a,PN,PN,"['𒁹', '𒆳', '𒅋', '𒀭', '𒀀', '𒀀']",𒁹𒆳𒅋𒀭𒀀𒀀,{1}kur-{il}DINGIR-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kur-ilaʾi,Kur-ilaʾi,1,P496521,30,4,witness
922,P496521.31.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,31,1,witness
923,P496521.31.2,Inurta-aplu-uṣur[1]PN,{1}{d}MAŠ-A-PAB,PN,PN,"['𒁹', '𒀭', '𒈦', '𒀀', '𒉽']",𒁹𒀭𒈦𒀀𒉽,{1}{d}MAŠ-A-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Inurta-aplu-uṣur,Inurta-aplu-uṣur,1,P496521,31,2,witness
924,P496521.31.3,šaknu[prefect]N,{lu₂}GAR-nu,,N,"['𒇽', '𒃻', '𒉡']",𒇽𒃻𒉡,{LU₂}GAR-nu,"['complete', 'complete', 'complete']",0.0,šaknu,šaknu,prefect,P496521,31,3,witness
925,P496521.32.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,32,1,witness
926,P496521.32.2,Urdu-Issar[1]PN,{1}IR₃-{d}15,PN,PN,"['𒁹', '𒀴', '𒀭', '𒌋𒐊']",𒁹𒀴𒀭𒌋𒐊,{1}IR₃-{d}15,"['complete', 'complete', 'complete', 'complete']",0.0,Urdu-Issar,Urdu-Issar,1,P496521,32,2,witness
927,P496521.33.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,33,1,witness
928,P496521.33.2,+Il-yadini[]PN$Il-yadinu,{1}DINGIR-ia-di-nu,PN,PN,"['𒁹', '𒀭', '𒅀', '𒁲', '𒉡']",𒁹𒀭𒅀𒁲𒉡,{1}DINGIR-ia-di-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Il-yadinu,Il-yadini,1,P496521,33,2,witness
929,P496521.34.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,34,1,witness
930,P496521.34.2,Tuttaya[1]PN,{1}tu-ta-a-a,PN,PN,"['𒁹', '𒌅', '𒋫', '𒀀', '𒀀']",𒁹𒌅𒋫𒀀𒀀,{1}tu-ta-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Tuttaya,Tuttaya,1,P496521,34,2,witness
931,P496521.35.1,šību[witness]N,IGI,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,P496521,35,1,witness
932,P496521.35.2,Dudu[1]PN,{1}du-du-u,PN,PN,"['𒁹', '𒁺', '𒁺', '𒌋']",𒁹𒁺𒁺𒌋,{1}du-du-u,"['complete', 'complete', 'complete', 'complete']",0.0,Dudu,Dudu,1,P496521,35,2,witness
933,P496521.35.3,tupšarru[scribe]N,{lu₂}A.BA,,N,"['𒇽', '𒀀', '𒁀']",𒇽𒀀𒁀,{LU₂}A.BA,"['complete', 'complete', 'complete']",0.0,tupšarru,ṭupšarru,scribe,P496521,35,3,witness
934,P496521.36.1,+Duʾuzu[Tammuz//Tammuz]MN'MN$Taʾuzu,{iti}ŠU,MN,MN,"['𒌗', '𒋗']",𒌗𒋗,{ITI}ŠU,"['complete', 'complete']",0.0,Taʾuzu,Duʾuzu,Tammuz,P496521,36,1,date
935,P496521.36.2,ūm[day]N,UD,,N,['𒌓'],𒌓,UD,['complete'],0.0,ūm,ūmu,day,P496521,36,2,date
936,P496521.36.3,n,22.KAM₂,NUMBER,n,"['𒌋𒌋𒈫', '𒆚']",𒌋𒌋𒈫𒆚,22.KAM₂,"['complete', 'complete']",0.0,,,,P496521,36,3,date
937,P496521.37.1,limmu[eponym (of year)]N,lim-mu,,N,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,limmu,līmu,eponym (of year),P496521,37,1,date
938,P496521.37.2,"+Nabu-šarru-uṣur[chief eunuch, post-canonical eponym//chief eunuch, post-canonical eponym]PN'PN$",{1}{d}PA-MAN-PAB,PN,PN,"['𒁹', '𒀭', '𒉺', '𒌋𒌋', '𒉽']",𒁹𒀭𒉺𒌋𒌋𒉽,{1}{d}PA-MAN-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-šarru-uṣur,Nabu-šarru-uṣur,"chief eunuch, post-canonical eponym",P496521,37,2,date
939,P496521.38.1,+rabû[big one]N$rab&+ša-rēši[eunuch]N$,{lu₂}GAL-SAG,,N,"['𒇽', '𒃲', '𒊕']",𒇽𒃲𒊕,{LU₂}GAL-SAG,"['complete', 'complete', 'complete']",0.0,rab,rabû,big one,P496521,38,1,date
