Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
20326,P336018.5.1,[kaq-qi-ri,kaqqiri[ground]N,N,"['𒆕', '𒆥', '𒊑']",𒆕𒆥𒊑,[kaq-qi-ri],"['missing', 'missing', 'missing']",1.0,kaqqiri,qaqqaru,ground,,,P336018,5,1,object sold
20327,P336018.5.2,pu]-ṣe-e,puṣê[bare]AJ,AJ,"['𒁍', '𒍢', '𒂊']",𒁍𒍢𒂊,[pu]-ṣe-e,"['missing', 'complete', 'complete']",0.33,puṣê,peṣû,bare,,,P336018,5,2,object sold
20328,P336018.6.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336018,6,1,object sold
20329,P336018.6.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336018,6,2,object sold
20330,P336018.6.3,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336018,6,3,object sold
20331,P336018.6.4,{⸢uru}{lu₂⸣}IGI.DUB,Alu-masenni[City-of-the-treasurer]GN$,GN,"['𒌷', '𒇽', '𒅆', '𒁾']",𒌷𒇽𒅆𒁾,{⸢URU⸣}{⸢LU₂⸣}IGI.DUB,"['damaged', 'damaged', 'complete', 'complete']",0.25,Alu-masenni,Alu-masenni,City-of-the-treasurer,GN,,P336018,6,4,object sold
20332,P336018.7.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336018,7,1,object sold
20333,P336018.7.2,ina,ina[in]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P336018,7,2,object sold
20334,P336018.7.3,01,n,n,['𒁹'],𒁹,[01],['missing'],1.0,,,,NUMBER,,P336018,7,3,object sold
20335,P336018.7.4,KUŠ₃],ammiti[a unit of length]N,N,['𒌑'],𒌑,[KUŠ₃],['missing'],1.0,ammiti,ammatu,a unit of length,,,P336018,7,4,object sold
20336,P336018.7.5,⸢GID₂⸣.DA-MEŠ,arkūti[long]AJ,AJ,"['𒁍', '𒁕', '𒈨𒌍']",𒁍𒁕𒈨𒌍,⸢GID₂⸣.DA-MEŠ,"['damaged', 'complete', 'complete']",0.17,arkūti,arku,long,,,P336018,7,5,object sold
20337,P336018.8.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336018,8,1,object sold
20338,P336018.8.2,ina,ina[in]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P336018,8,2,object sold
20339,P336018.8.3,01,n,n,['𒁹'],𒁹,[01],['missing'],1.0,,,,NUMBER,,P336018,8,3,object sold
20340,P336018.8.4,KUŠ₃],ammiti[a unit of length]N,N,['𒌑'],𒌑,[KUŠ₃],['missing'],1.0,ammiti,ammatu,a unit of length,,,P336018,8,4,object sold
20341,P336018.8.5,⸢DAGAL⸣-šu₂,rupaššu[width]N,N,"['𒂼', '𒋙']",𒂼𒋙,⸢DAGAL⸣-šu₂,"['damaged', 'complete']",0.25,rupaššu,rupšu,width,,,P336018,8,5,object sold
20342,P336018.9.1,[E₂,bētu[house]N,N,['𒂍'],𒂍,[E₂],['missing'],1.0,bētu,bītu,house,,,P336018,9,1,object sold
20343,P336018.9.2,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336018,9,2,object sold
20344,P336018.9.3,{giš}IG-MEŠ,dalāti[door]N,N,"['𒄑', '𒅅', '𒈨𒌍']",𒄑𒅅𒈨𒌍,{GIŠ}IG-MEŠ,"['complete', 'complete', 'complete']",0.0,dalāti,daltu,door,,,P336018,9,3,object sold
20345,P336018.10.1,[SUHUR],ṭēhi[adjacent to]PRP,PRP,['𒋦'],𒋦,[SUHUR],['missing'],1.0,ṭēhi,ṭāhu,adjacent to,,,P336018,10,1,object sold
20346,P336018.10.2,⸢E₂⸣,bēt[house]N,N,['𒂍'],𒂍,⸢E₂⸣,['damaged'],0.5,bēt,bītu,house,,,P336018,10,2,object sold
