Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
14280,P335372.2.1,{⸢na₄}KIŠIB⸣,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,kunuk,kunukku,seal,,P335372,2,1,seal identification
14281,P335372.2.2,{1}x,u,,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,P335372,2,2,seal identification
14282,P335372.2.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335372,2,3,seal identification
14283,P335372.2.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335372,2,4,seal identification
14284,P335372.2.5,{na₄}KIŠIB],kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunuk,kunukku,seal,,P335372,2,5,seal identification
14285,P335372.2.6,{1}GIN—AD-u-a,Ken-abuʾa[1]PN$,PN,PN,"['𒁹', '𒁺', '𒀜', '𒌋', '𒀀']",𒁹𒁺𒀜𒌋𒀀,{1}GIN-AD-u-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Ken-abuʾa,Ken-abuʾa,1,,P335372,2,6,seal identification
14286,P335372.2.7,A-šu₂,māršu[son]N,,N,"['𒀀', '𒋙']",𒀀𒋙,A-šu₂,"['complete', 'complete']",0.0,māršu,māru,son,,P335372,2,7,seal identification
14287,P335372.3.1,⸢PAB⸣,gimru[total]N,,N,['𒉽'],𒉽,⸢PAB⸣,['damaged'],0.5,gimru,gimru,total,,P335372,3,1,seal identification
14288,P335372.3.2,02,n,NUMBER,n,['𒈫'],𒈫,02,['complete'],0.0,,,,,P335372,3,2,seal identification
14289,P335372.3.3,{⸢lu₂⸣}[x,u,,u,"['𒇽', 'x']",𒇽x,{⸢LU₂⸣}[x],"['damaged', 'missing']",0.75,,,,,P335372,3,3,seal identification
14290,P335372.3.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335372,3,4,seal identification
14291,P335372.3.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335372,3,5,seal identification
