Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
28379,P335403.6.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,6,1,object sold
28380,P335403.6.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,6,2,object sold
28381,P335403.6.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,6,3,object sold
28382,P335403.6.4,{giš]}⸢SAR⸣,kiriu[garden]N,,N,"['𒄑', '𒊬']",𒄑𒊬,{[GIŠ]}⸢SAR⸣,"['missing', 'damaged']",0.75,kiriu,kirû,garden,,P335403,6,4,object sold
28383,P335403.6.5,til-li-te,tillatu[vine]N$tillite,,N,"['𒌀', '𒇷', '𒋼']",𒌀𒇷𒋼,til-li-te,"['complete', 'complete', 'complete']",0.0,tillite,tillatu,vine,,P335403,6,5,object sold
28384,P335403.7.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,7,1,object sold
28385,P335403.7.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,7,2,object sold
28386,P335403.7.3,x]+⸢x,u,,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,P335403,7,3,object sold
28387,P335403.7.4,x,u,,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,P335403,7,4,object sold
28388,P335403.7.5,x⸣,u,,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,P335403,7,5,object sold
28389,P335403.7.6,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,7,6,object sold
28390,P335403.7.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,7,7,object sold
28391,P335403.7.8,x]{ki},u,,u,"['x', '𒆠']",x𒆠,[x]{KI},"['missing', 'complete']",0.5,,,,,P335403,7,8,object sold
28392,P335403.9.1,⸢SUHUR⸣,ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,ṭēhi,ṭāhu,adjacent to,,P335403,9,1,object sold
28393,P335403.9.2,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,9,2,object sold
28394,P335403.9.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,9,3,object sold
28395,P335403.9.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,9,4,object sold
28396,P335403.9.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,9,5,object sold
28397,P335403.9.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,9,6,object sold
28398,P335403.9.7,x]-⸢qi⸣,u,,u,"['x', '𒆥']",x𒆥,[x]-⸢qi⸣,"['missing', 'damaged']",0.75,,,,,P335403,9,7,object sold
28399,P335403.10.1,SUHUR,ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,P335403,10,1,object sold
28400,P335403.10.2,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,10,2,object sold
28401,P335403.10.3,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335403,10,3,object sold
28402,P335403.10.4,⸢x,u,,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,P335403,10,4,object sold
28403,P335403.10.5,x,u,,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,P335403,10,5,object sold
28404,P335403.10.6,x,u,,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,P335403,10,6,object sold
28405,P335403.10.7,x,u,,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,P335403,10,7,object sold
28406,P335403.10.8,x⸣,u,,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,P335403,10,8,object sold
