Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,lang,mask,text,line,word,annotation
1456,P522573.11.2,Nabu-ušezib[1]PN,{m}{d}PA-u₂-še-zib,Nabu-ušezib,Nabu-ušezib,1,PN,"['𒁹', '𒀭', '𒉺', '𒌑', '𒊺', '𒍦']",𒁹𒀭𒉺𒌑𒊺𒍦,{m}{d}PA-u₂-še-zib,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522573,11,2,initiation of transaction
1457,P522573.12.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522573,12,1,price
1458,P522573.12.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,,P522573,12,2,price
1459,P522573.12.3,n,03,,,,n,['0₃'],0₃,03,['complete'],0.0,,NUMBER,P522573,12,3,price
1460,P522573.12.4,šiqil[a unit of weight]N,GIN₂,šiqil,šiqlu,a unit of weight,N,['𒂆'],𒂆,GIN₂,['complete'],0.0,,,P522573,12,4,price
1461,P522573.12.5,ṣarpi[silver]N,KU₃.BABBAR,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,,P522573,12,5,price
1462,P522573.12.6,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522573,12,6,completion of transaction
1463,P522573.12.7,pān[presence]N,pa-an,pān,pānu,presence,N,"['𒉺', '𒀭']",𒉺𒀭,pa-an,"['complete', 'complete']",0.0,,,P522573,12,7,completion of transaction
1464,P522573.13.1,Eriba-ilu[1]PN,{m}SU-DINGIR,Eriba-ilu,Eriba-ilu,1,PN,"['𒁹', '𒋢', '𒀭']",𒁹𒋢𒀭,{m}SU-DINGIR,"['complete', 'complete', 'complete']",0.0,,PN,P522573,13,1,completion of transaction
1465,P522573.13.2,ilqe[purchase]V,il-qe,ilqe,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,il-qe,"['complete', 'complete']",0.0,,,P522573,13,2,completion of transaction
1466,P522573.13.3,kaspu[money]N,kas-pu,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,,P522573,13,3,confirmation of transfer 1
1467,P522573.13.4,gammur[completed]AJ,ga-mur,gammur,gammuru,completed,AJ,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,,,P522573,13,4,confirmation of transfer 1
1468,P522573.13.5,tadin[paid]AJ,ta-din,tadin,tadnu,paid,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,,,P522573,13,5,confirmation of transfer 1
1469,P522573.14.1,eqlu[field]N,A.ŠA₃,eqlu,eqlu,field,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,,,P522573,14,1,confirmation of transfer 2
1470,P522573.14.2,šuātu[that]'DP,šu-a-tu,šuātu,šuāti,that,IP,"['𒋗', '𒀀', '𒌅']",𒋗𒀀𒌅,šu-a-tu,"['complete', 'complete', 'complete']",0.0,,,P522573,14,2,confirmation of transfer 2
1471,P522573.14.3,zarip[purchased]AJ,za-rip,zarip,zarpu,purchased,AJ,"['𒍝', '𒆗']",𒍝𒆗,za-rip,"['complete', 'complete']",0.0,,,P522573,14,3,confirmation of transfer 2
1472,P522573.14.4,laqi[acquired]AJ,la-qi,laqi,leqû,acquired,AJ,"['𒆷', '𒆥']",𒆷𒆥,la-qi,"['complete', 'complete']",0.0,,,P522573,14,4,confirmation of transfer 2
1473,P522573.15.1,tuāru[revocation]'N,tu-a-ru,tuāru,târu,revocation,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,,,P522573,15,1,exclusion of litigation
1474,P522573.15.2,dēnu[lawsuit]N,de-e-nu,dēnu,dīnu,lawsuit,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,,,P522573,15,2,exclusion of litigation
1475,P522573.15.3,dabābu[litigation]'N,DUG₄.DUG₄,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,,P522573,15,3,exclusion of litigation
1476,P522573.15.4,laššu[(there) is not]V,la-šu₂,laššu,laššu,(there) is not,V,"['𒆷', '𒋙']",𒆷𒋙,la-šu₂,"['complete', 'complete']",0.0,,,P522573,15,4,exclusion of litigation
1477,P522573.16.1,mannu[whoever]'XP,man-nu,mannu,mannu,whoever,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,,P522573,16,1,penalties for litigation: contravention
1478,P522573.16.2,ša[whoever]REL,ša,ša,ša,whoever,REL,['𒊭'],𒊭,ša,['complete'],0.0,,,P522573,16,2,penalties for litigation: contravention
1479,P522573.16.3,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522573,16,3,penalties for litigation: contravention
1480,P522573.16.4,urkiš[later]AV,ur-kiš,urkiš,urkiš,later,AV,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,,,P522573,16,4,penalties for litigation: contravention
1481,P522573.16.5,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522573,16,5,penalties for litigation: contravention
1482,P522573.16.6,+matīma[ever]AV$matēma,ma-te₉-e-ma,matēma,matīma,ever,AV,"['𒈠', '𒋾', '𒂊', '𒈠']",𒈠𒋾𒂊𒈠,ma-te₉-e-ma,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522573,16,6,penalties for litigation: contravention
1483,P522573.17.1,+elû[go up//come forward]V'V$ellāni,e-la-a-ni,ellāni,elû,come forward,V,"['𒂊', '𒆷', '𒀀', '𒉌']",𒂊𒆷𒀀𒉌,e-la-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522573,17,1,penalties for litigation: contravention
1484,P522573.17.2,lū[may]MOD,lu-u,lū,lū,may,MOD,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,,P522573,17,2,penalties for litigation: contravention
1485,P522573.17.3,Eriba-ilu[1]PN,{m}SU-DINGIR,Eriba-ilu,Eriba-ilu,1,PN,"['𒁹', '𒋢', '𒀭']",𒁹𒋢𒀭,{m}SU-DINGIR,"['complete', 'complete', 'complete']",0.0,,PN,P522573,17,3,penalties for litigation: contravention
1486,P522573.18.1,lū[may]MOD,lu-u,lū,lū,may,MOD,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,,P522573,18,1,penalties for litigation: contravention
1487,P522573.18.2,marʾēšu[son]N,DUMU.MEŠ-šu₂,marʾēšu,māru,son,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522573,18,2,penalties for litigation: contravention
1488,P522573.18.3,lū[may]MOD,lu,lū,lū,may,MOD,['𒇻'],𒇻,lu,['complete'],0.0,,,P522573,18,3,penalties for litigation: contravention
1489,P522573.18.4,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,,P522573,18,4,penalties for litigation: contravention
1490,P522573.18.5,marʾēšu[son]N,DUMU.MEŠ-šu₂,marʾēšu,māru,son,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522573,18,5,penalties for litigation: contravention
1491,P522573.19.1,lū[may]MOD,lu-u,lū,lū,may,MOD,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,,P522573,19,1,penalties for litigation: contravention
1492,P522573.19.2,ahhēšu[brother]N,PAB.MEŠ-šu₂,ahhēšu,ahu,brother,N,"['𒉽', '𒈨𒌍', '𒋙']",𒉽𒈨𒌍𒋙,PAB.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522573,19,2,penalties for litigation: contravention
1493,P522573.19.3,lū[may]MOD,lu-u,lū,lū,may,MOD,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,,P522573,19,3,penalties for litigation: contravention
1494,P522573.19.4,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,,P522573,19,4,penalties for litigation: contravention
1495,P522573.19.5,ahhēšu[brother]N,PAB.MEŠ-šu₂,ahhēšu,ahu,brother,N,"['𒉽', '𒈨𒌍', '𒋙']",𒉽𒈨𒌍𒋙,PAB.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522573,19,5,penalties for litigation: contravention
1496,P522573.21.1,dēnu[lawsuit]N,de-e-nu,dēnu,dīnu,lawsuit,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,,,P522573,21,1,penalties for litigation: contravention
1497,P522573.21.2,dabābu[litigation]'N,DUG₄.DUG₄,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,,P522573,21,2,penalties for litigation: contravention
1498,P522573.22.1,issi[with]PRP,TA,issi,išti,with,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522573,22,1,penalties for litigation: contravention
1499,P522573.22.2,Nabu-ušezib[1]PN,{m}{d}PA-u₂-še-zib,Nabu-ušezib,Nabu-ušezib,1,PN,"['𒁹', '𒀭', '𒉺', '𒌑', '𒊺', '𒍦']",𒁹𒀭𒉺𒌑𒊺𒍦,{m}{d}PA-u₂-še-zib,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522573,22,2,penalties for litigation: contravention
1500,P522573.24.1,marʾēšu[son]N,DUMU.MEŠ-šu₂,marʾēšu,māru,son,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522573,24,1,penalties for litigation: contravention
1501,P522573.24.2,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,,P522573,24,2,penalties for litigation: contravention
1502,P522573.24.3,marʾēšu[son]N,DUMU.MEŠ-šu₂,marʾēšu,māru,son,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522573,24,3,penalties for litigation: contravention
1503,P522573.25.1,ahhēšu[brother]N,PAB.MEŠ-šu₂,ahhēšu,ahu,brother,N,"['𒉽', '𒈨𒌍', '𒋙']",𒉽𒈨𒌍𒋙,PAB.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522573,25,1,penalties for litigation: contravention
1504,P522573.25.2,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,,P522573,25,2,penalties for litigation: contravention
1505,P522573.25.3,ahhēšu[brother]N,PAB.MEŠ-šu₂,ahhēšu,ahu,brother,N,"['𒉽', '𒈨𒌍', '𒋙']",𒉽𒈨𒌍𒋙,PAB.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522573,25,3,penalties for litigation: contravention
1506,P522573.26.1,ubtaʾʾūni[seek]V,ub-ta-u-ni,ubtaʾʾūni,buʾʾû,seek,V,"['𒌒', '𒋫', '𒌋', '𒉌']",𒌒𒋫𒌋𒉌,ub-ta-u-ni,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522573,26,1,penalties for litigation: contravention
1507,P522573.26.2,n,10,,,,n,['𒌋'],𒌋,10,['complete'],0.0,,NUMBER,P522573,26,2,penalties for litigation: penalty
1508,P522573.26.3,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,,P522573,26,3,penalties for litigation: penalty
1509,P522573.26.4,ṣarpu[silver]N,KU₃.BABBAR,ṣarpu,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,,P522573,26,4,penalties for litigation: penalty
1510,P522573.26.5,masû[refined]AJ,LUH,masû,mesû,refined,AJ,['𒈛'],𒈛,LUH,['complete'],0.0,,,P522573,26,5,penalties for litigation: penalty
1511,P522573.27.1,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,,NUMBER,P522573,27,1,penalties for litigation: penalty
1512,P522573.27.2,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,,P522573,27,2,penalties for litigation: penalty
1513,P522573.27.3,hurāṣu[gold]N,KU₃.GI,hurāṣi,hurāṣu,gold,N,"['𒆬', '𒄀']",𒆬𒄀,KU₃.GI,"['complete', 'complete']",0.0,,,P522573,27,3,penalties for litigation: penalty
1514,P522573.27.4,+sakru[refined]AJ$,sa-ak-ru,sakru,sakru,refined,AJ,"['𒊓', '𒀝', '𒊒']",𒊓𒀝𒊒,sa-ak-ru,"['complete', 'complete', 'complete']",0.0,,,P522573,27,4,penalties for litigation: penalty
1515,P522573.28.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522573,28,1,penalties for litigation: penalty
1516,P522573.28.2,burki[lap]N,bur-ki,burki,burku,lap,N,"['𒁓', '𒆠']",𒁓𒆠,bur-ki,"['complete', 'complete']",0.0,,,P522573,28,2,penalties for litigation: penalty
1517,P522573.28.3,Nergal[1]DN,{d}U.GUR,Nergal,Nergal,1,DN,"['𒀭', '𒌋', '𒄥']",𒀭𒌋𒄥,{d}U.GUR,"['complete', 'complete', 'complete']",0.0,,DN,P522573,28,3,penalties for litigation: penalty
1518,P522573.28.4,āšib[residing]AJ,a-šib,āšib,āšibu,residing,AJ,"['𒀀', '𒈨']",𒀀𒈨,a-šib,"['complete', 'complete']",0.0,,,P522573,28,4,penalties for litigation: penalty
1519,P522573.29.1,Marqasu[1]GN,{uru}mar-qa-su,Marqasu,Marqasu,1,GN,"['𒌷', '𒈥', '𒋡', '𒋢']",𒌷𒈥𒋡𒋢,{URU}mar-qa-su,"['complete', 'complete', 'complete', 'complete']",0.0,,GN,P522573,29,1,penalties for litigation: penalty
1520,P522573.29.2,+šakānu[put//place]V'V$išaknu,i-šak-nu,išaknu,šakānu,place,V,"['𒄿', '𒊕', '𒉡']",𒄿𒊕𒉡,i-šak-nu,"['complete', 'complete', 'complete']",0.0,,,P522573,29,2,penalties for litigation: penalty
1521,P522573.30.1,kaspu[money]N,kas-pu,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,,P522573,30,1,penalties for litigation: penalty
1522,P522573.30.2,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,P522573,30,2,penalties for litigation: penalty
1523,P522573.30.3,+ešriātu[tenfold]AV$ešrāte,10.MEŠ,ešrāte,ešriātu,tenfold,AV,"['𒌋', '𒈨𒌍']",𒌋𒈨𒌍,10.MEŠ,"['complete', 'complete']",0.0,,,P522573,30,3,penalties for litigation: penalty
1524,P522573.30.4,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,P522573,30,4,penalties for litigation: penalty
1525,P522573.30.5,bēlēšu[owner]N,EN.MEŠ-šu₂,bēlēšu,bēlu,owner,N,"['𒂗', '𒈨𒌍', '𒋙']",𒂗𒈨𒌍𒋙,EN.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522573,30,5,penalties for litigation: penalty
1526,P522573.30.6,utâr[return]V,GUR,utâr,târu,return,V,['𒄥'],𒄥,GUR,['complete'],0.0,,,P522573,30,6,penalties for litigation: penalty
1527,P522573.31.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522573,31,1,penalties for litigation: penalty
1528,P522573.31.2,dēnīšu[lawsuit]N,de-ni-šu₂,dēnīšu,dīnu,lawsuit,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-ni-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522573,31,2,penalties for litigation: penalty
1529,P522573.31.3,idabbub[contest]V,DUG₄.DUG₄,idabbub,dabābu,contest,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,,P522573,31,3,penalties for litigation: penalty
1530,P522573.31.4,lā[not]MOD,la,lā,lā,not,MOD,['𒆷'],𒆷,la,['complete'],0.0,,,P522573,31,4,penalties for litigation: penalty
1531,P522573.31.5,ilaqqe[succeed]V,i-laq-qe,ilaqqe,leqû,succeed,V,"['𒄿', '𒋃', '𒆥']",𒄿𒋃𒆥,i-laq-qe,"['complete', 'complete', 'complete']",0.0,,,P522573,31,5,penalties for litigation: penalty
1532,P522573.33.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522573,33,1,witness
1533,P522573.33.2,Šurši[1]PN,{m}šur-ši-i,Šurši,Šurši,1,PN,"['𒁹', '𒋩', '𒅆', '𒄿']",𒁹𒋩𒅆𒄿,{m}šur-ši-i,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522573,33,2,witness
1534,P522573.33.3,hazannu[mayor]N,{lu₂}ha-za-nu,hazannu,hazannu,mayor,N,"['𒇽', '𒄩', '𒍝', '𒉡']",𒇽𒄩𒍝𒉡,{LU₂}ha-za-nu,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522573,33,3,witness
1535,P522573.34.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522573,34,1,witness
1536,P522573.34.2,Nabu-ahu-uṣur[1]PN,{m}{d}PA-PAB-PAB,Nabu-ahu-uṣur,Nabu-ahu-uṣur,1,PN,"['𒁹', '𒀭', '𒉺', '𒉽', '𒉽']",𒁹𒀭𒉺𒉽𒉽,{m}{d}PA-PAB-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522573,34,2,witness
1537,P522573.35.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522573,35,1,witness
1538,P522573.35.2,Nabu-šezib[1]PN,{m}{d}PA-še-zib,Nabu-šezib,Nabu-šezib,1,PN,"['𒁹', '𒀭', '𒉺', '𒊺', '𒍦']",𒁹𒀭𒉺𒊺𒍦,{m}{d}PA-še-zib,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522573,35,2,witness
1539,P522573.35.3,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,,P522573,35,3,witness
1540,P522573.35.4,hazannu[mayor]N,{lu₂}ha-za-nu,hazannu,hazannu,mayor,N,"['𒇽', '𒄩', '𒍝', '𒉡']",𒇽𒄩𒍝𒉡,{LU₂}ha-za-nu,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522573,35,4,witness
1541,P522573.36.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522573,36,1,witness
1542,P522573.36.2,Nabu-nadin-šumi[1]PN,{m}{d}PA-SUM-MU,Nabu-nadin-šumi,Nabu-nadin-šumi,1,PN,"['𒁹', '𒀭', '𒉺', '𒋧', '𒈬']",𒁹𒀭𒉺𒋧𒈬,{m}{d}PA-SUM-MU,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522573,36,2,witness
1543,P522573.37.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522573,37,1,witness
1544,P522573.37.2,Nabu-šumu-iddina[1]PN,{m}{d}PA-MU-AŠ,Nabu-šumu-iddina,Nabu-šumu-iddina,1,PN,"['𒁹', '𒀭', '𒉺', '𒈬', '𒀸']",𒁹𒀭𒉺𒈬𒀸,{m}{d}PA-MU-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522573,37,2,witness
1545,P522573.37.3,ṭupšarru[scribe]N,{lu₂}A.BA,ṭupšarru,ṭupšarru,scribe,N,"['𒇽', '𒀀', '𒁀']",𒇽𒀀𒁀,{LU₂}A.BA,"['complete', 'complete', 'complete']",0.0,,,P522573,37,3,witness
1546,P522573.38.1,Nisannu[1]MN,{iti}BARAG,Nisannu,Nisannu,1,MN,"['𒌗', '𒁈']",𒌗𒁈,{ITI}BARAG,"['complete', 'complete']",0.0,,MN,P522573,38,1,date
1547,P522573.38.2,u,UD-26-KAM₂,,,,u,"['𒌓', '𒌋𒌋𒐋', '𒆚']",𒌓𒌋𒌋𒐋𒆚,UD-26-KAM₂,"['complete', 'complete', 'complete']",0.0,,,P522573,38,2,date
1548,P522573.39.1,limmu[eponym (of year)]N,lim-mu,limmu,līmu,eponym (of year),N,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,,,P522573,39,1,date
1549,P522573.39.2,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,P522573,39,2,date
1550,P522573.39.3,arki[after]PRP,EGIR,arki,arki,after,PRP,['𒂕'],𒂕,EGIR,['complete'],0.0,,,P522573,39,3,date
1551,P522573.39.4,Nabu-belu-uṣur[1]PN,{m}{d}PA-EN-PAB,Nabu-belu-uṣur,Nabu-belu-uṣur,1,PN,"['𒁹', '𒀭', '𒉺', '𒂗', '𒉽']",𒁹𒀭𒉺𒂗𒉽,{m}{d}PA-EN-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522573,39,4,date
1552,P522573.40.1,šakin[appointee]N&māt[land]N,{lu₂}GAR.KUR,šakin,šaknu,appointee,N,"['𒇽', '𒃻', '𒆳']",𒇽𒃻𒆳,{LU₂}GAR.KUR,"['complete', 'complete', 'complete']",0.0,,,P522573,40,1,date
