Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
12778,P335343.2.1,{na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunukku,kunukku,seal,,,P335343,2,1,seal identification
12779,P335343.2.2,{1}{d}ASAR.LU₂.HI—rem₂-a-ni,Asalluhi-remanni[1]PN$,PN,"['𒁹', '𒀭', '𒍂', '𒇽', '𒄭', '𒀖', '𒀀', '𒉌']",𒁹𒀭𒍂𒇽𒄭𒀖𒀀𒉌,{1}{d}ASAR.LU₂.HI-rem₂-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Asalluhi-remanni,Asalluhi-remanni,1,PN,,P335343,2,2,seal identification
12780,P335343.3.1,{na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunukku,kunukku,seal,,,P335343,3,1,seal identification
12781,P335343.3.2,{1}hi-da-ta-ni,Hidatanu[1]PN$Hidatanu,PN,"['𒁹', '𒄭', '𒁕', '𒋫', '𒉌']",𒁹𒄭𒁕𒋫𒉌,{1}hi-da-ta-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Hidatanu,Hidatanu,1,PN,,P335343,3,2,seal identification
12782,P335343.4.1,⸢EN⸣,bēl[owner]N,N,['𒂗'],𒂗,⸢EN⸣,['damaged'],0.5,bēl,bēlu,owner,,,P335343,4,1,seal identification
12783,P335343.4.2,A.ŠA₃,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,,P335343,4,2,seal identification
12784,P335343.4.3,SUM-ni,tadāni[giving]'N,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,tadāni,tadānu,giving,,,P335343,4,3,seal identification
12785,P335343.9.1,E₂,bētu[plot of land]N,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,plot of land,,,P335343,9,1,object sold
12786,P335343.9.2,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335343,9,2,object sold
12787,P335343.9.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335343,9,3,object sold
12788,P335343.9.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335343,9,4,object sold
12789,P335343.9.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335343,9,5,object sold
12790,P335343.9.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335343,9,6,object sold
12791,P335343.9.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335343,9,7,object sold
12792,P335343.9.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335343,9,8,object sold
12793,P335343.9.9,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335343,9,9,object sold
