Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
3487,P225210.1.1,ṣupur[fingernail]N,ṣu-pur,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P225210,1,1,seal identification
3488,P225210.1.2,Abdi[1]PN,{1}ab-di-i,PN,"['𒁹', '𒀊', '𒁲', '𒄿']",𒁹𒀊𒁲𒄿,{1}ab-di-i,"['complete', 'complete', 'complete', 'complete']",0.0,Abdi,Abdi,1,PN,P225210,1,2,seal identification
3489,P225210.2.1,ṣupur[fingernail]N,ṣu-pur,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P225210,2,1,seal identification
3490,P225210.2.2,+Aššur-...[]PN$,{1}⸢aš-šur-x,PN,"['𒁹', '𒀸', '𒋩', 'X']",𒁹𒀸𒋩X,{1}⸢aš-šur-x⸣,"['complete', 'damaged', 'damaged', 'damaged']",0.38,Aššur-...,Aššur-...,1,PN,P225210,2,2,seal identification
3491,P225210.2.3,u,x,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,,P225210,2,3,seal identification
3492,P225210.2.4,u,x⸣,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,,P225210,2,4,seal identification
3493,P225210.3.1,ṣupur[fingernail]N,ṣu-pur,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P225210,3,1,seal identification
3494,P225210.3.2,+Ma...-Attar[]PN$Ma...-Attara,{1}⸢ma⸣-x+[x]-⸢x⸣-a-⸢ta⸣-ra,PN,"['𒁹', '𒈠', 'X', 'X', 'X', '𒀀', '𒋫', '𒊏']",𒁹𒈠XXX𒀀𒋫𒊏,{1}⸢ma⸣-x+[x]-⸢x⸣-a-⸢ta⸣-ra,"['complete', 'damaged', 'complete', 'missing', 'damaged', 'complete', 'damaged', 'complete']",0.31,Ma...-Attara,Ma...-Attar,1,PN,P225210,3,2,seal identification
3495,P225210.4.1,gimru[total]N,PAB,N,['𒉽'],𒉽,PAB,['complete'],0.0,gimru,gimru,total,,P225210,4,1,seal identification
3496,P225210.4.2,n,03,n,['0₃'],0₃,⸢03⸣,['damaged'],0.5,,,,NUMBER,P225210,4,2,seal identification
3497,P225210.4.3,amēlē[man]N,LU₂-MEŠ,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,LU₂-MEŠ,"['complete', 'complete']",0.0,amēlē,awīlu,man,,P225210,4,3,seal identification
3498,P225210.4.4,bēl[owner]N,EN,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,P225210,4,4,seal identification
3499,P225210.4.5,eqli[field]N,A.ŠA₃.⸢GA⸣,N,"['𒀀', '𒊮', '𒂵']",𒀀𒊮𒂵,A.ŠA₃.⸢GA⸣,"['complete', 'complete', 'damaged']",0.17,eqli,eqlu,field,,P225210,4,5,seal identification
3500,P225210.8.1,+bītu[house//plot of land]N'N$bēt,E₂,N,['𒂍'],𒂍,E₂,['complete'],0.0,bēt,bītu,plot of land,,P225210,8,1,seal identification
3501,P225210.8.2,u,⸢x⸣,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,,P225210,8,2,seal identification
3502,P225210.8.3,imār[a unit of capacity]N,ANŠE,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imār,imēru,a unit of capacity,,P225210,8,3,seal identification
3503,P225210.8.4,eqli[field]N,A.ŠA₃.GA,N,"['𒀀', '𒊮', '𒂵']",𒀀𒊮𒂵,A.ŠA₃.GA,"['complete', 'complete', 'complete']",0.0,eqli,eqlu,field,,P225210,8,4,seal identification
3504,P225210.9.1,ina[in]PRP,ina,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P225210,9,1,seal identification
3505,P225210.9.2,mazarūti[(area or state of) cultivation]N,ma-za-ru-ti,N,"['𒈠', '𒍝', '𒊒', '𒋾']",𒈠𒍝𒊒𒋾,ma-za-ru-ti,"['complete', 'complete', 'complete', 'complete']",0.0,mazarūti,mazrūtu,(area or state of) cultivation,,P225210,9,2,seal identification
3506,P225210.10.1,ina[in]PRP,[ina],PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P225210,10,1,seal identification
3507,P225210.10.2,libbi[interior]N,ŠA₃,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,,P225210,10,2,seal identification
3508,P225210.10.3,sūti[a unit of capacity]N,{⸢giš⸣}BAN₂,N,"['𒄑', '𒑏']",𒄑𒑏,{⸢GIŠ⸣}BAN₂,"['damaged', 'complete']",0.25,sūti,sūtu,a unit of capacity,,P225210,10,3,seal identification
3509,P225210.10.4,ša[of]DET,ša₂,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,of,,P225210,10,4,seal identification
3510,P225210.10.5,n,10,n,['𒌋'],𒌋,10,['complete'],0.0,,,,NUMBER,P225210,10,5,seal identification
3511,P225210.11.1,ina[in]PRP,[ina],PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P225210,11,1,seal identification
3512,P225210.11.2,n,01,n,['01'],01,01,['complete'],0.0,,,,NUMBER,P225210,11,2,seal identification
3513,P225210.11.3,qa[a unit of capacity]N,qa,N,['𒋡'],𒋡,qa,['complete'],0.0,qa,qû,a unit of capacity,,P225210,11,3,seal identification
3514,P225210.11.4,erî[copper]N,⸢URUDU-MEŠ⸣,N,"['𒍏', '𒈨𒌍']",𒍏𒈨𒌍,⸢URUDU-MEŠ⸣,"['damaged', 'damaged']",0.5,erî,erû,copper,,P225210,11,4,seal identification
3515,P225210.12.1,ina[in]PRP,[ina],PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P225210,12,1,price
3516,P225210.12.2,libbi[interior]N,⸢ŠA₃⸣,N,['𒊮'],𒊮,⸢ŠA₃⸣,['damaged'],0.5,libbi,libbu,interior,,P225210,12,2,price
3517,P225210.12.3,n,12,n,['𒌋𒈫'],𒌋𒈫,12,['complete'],0.0,,,,NUMBER,P225210,12,3,price
3518,P225210.12.4,manā[a unit of weight]N,MA.NA,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manā,manû,a unit of weight,,P225210,12,4,price
3519,P225210.12.5,erî[copper]N,[URUDU],N,['𒍏'],𒍏,[URUDU],['missing'],1.0,erî,erû,copper,,P225210,12,5,price
3520,P225210.13.1,+Mannu-ki-Bel[]PN$,{1}man-nu-ki-d.EN,PN,"['𒁹', '𒌋𒌋', '𒉡', '𒆠', '𒀭', '𒂗']",𒁹𒌋𒌋𒉡𒆠𒀭𒂗,{[1]}man-nu-ki-d.EN,"['missing', 'complete', 'complete', 'complete', 'complete', 'complete']",0.17,Mannu-ki-Bel,Mannu-ki-Bel,1,PN,P225210,13,1,initiation of transaction
3521,P225210.13.2,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P225210,13,2,initiation of transaction
3522,P225210.13.3,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P225210,13,3,initiation of transaction
3523,P225210.14.1,ūtappiš[contract]V,⸢u₂⸣-tap-piš,V,"['𒌑', '𒋰', '𒄫']",𒌑𒋰𒄫,⸢u₂⸣-tap-piš,"['damaged', 'complete', 'complete']",0.17,ūtappiš,epēšu,contract,,P225210,14,1,initiation of transaction
