Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
30046,P335022.2.1,{[na₄}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunuk,kunukku,seal,,P335022,2,1,seal identification
30047,P335022.2.2,{1}x,u,,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,P335022,2,2,seal identification
30048,P335022.2.3,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335022,2,3,seal identification
30049,P335022.2.4,ina,ina[in]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335022,2,4,seal identification
30050,P335022.2.5,{kur}ha-zi-te,Hazzat[Gaza]GN$Hazzite,GN,GN,"['𒆳', '𒄩', '𒍣', '𒋼']",𒆳𒄩𒍣𒋼,{KUR}ha-zi-te,"['complete', 'complete', 'complete', 'complete']",0.0,Hazzite,Hazzat,Gaza,,P335022,2,5,seal identification
30051,P335022.3.1,[DUMU,mār[son]N,,N,['𒌉'],𒌉,[DUMU],['missing'],1.0,mār,māru,son,,P335022,3,1,seal identification
30052,P335022.3.2,{1}a]-⸢mur—DINGIR⸣,Amur-ilu[1]PN$,PN,PN,"['𒁹', '𒀀', '𒄯', '𒀭']",𒁹𒀀𒄯𒀭,{[1]}[a]-⸢mur-DINGIR⸣,"['missing', 'missing', 'damaged', 'damaged']",0.75,Amur-ilu,Amur-ilu,1,,P335022,3,2,seal identification
30053,P335022.4.1,[EN],bēl[owner]N,,N,['𒂗'],𒂗,[EN],['missing'],1.0,bēl,bēlu,owner,,P335022,4,1,seal identification
30054,P335022.4.2,⸢A.ŠA₃⸣,eqli[land]N,,N,"['𒀀', '𒊮']",𒀀𒊮,⸢A⸣.⸢ŠA₃⸣,"['damaged', 'damaged']",0.5,eqli,eqlu,land,,P335022,4,2,seal identification
30055,P335022.4.3,SUM-ni,tadāni[giving]'N,,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,tadāni,tadānu,giving,,P335022,4,3,seal identification
30056,P335022.8.1,E₂,bētu[plot of land]N,,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,plot of land,,P335022,8,1,object sold
30057,P335022.8.2,03,n,NUMBER,n,['𒐈'],𒐈,03,['complete'],0.0,,,,,P335022,8,2,object sold
30058,P335022.8.3,ANŠE,imārī[a unit of capacity]N,,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imārī,imēru,a unit of capacity,,P335022,8,3,object sold
30059,P335022.8.4,4(ban₂),n,NUMBER,n,['𒑒'],𒑒,4(ban₂),['complete'],0.0,,,,,P335022,8,4,object sold
30060,P335022.8.5,⸢A⸣.[ŠA₃,eqlu[land]N,,N,"['𒀀', '𒊮']",𒀀𒊮,⸢A⸣.[ŠA₃],"['damaged', 'missing']",0.75,eqlu,eqlu,land,,P335022,8,5,object sold
