Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
3423,P522883.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,P522883,2,1,seal identification
3424,P522883.2.2,+Dadi-nuri[]PN$,{m]}⸢da⸣-di-ZALAG₂,Dadi-nuri,Dadi-nuri,1,PN,"['𒁹', '𒁕', '𒁲', '𒂟']",𒁹𒁕𒁲𒂟,{[m]}⸢da⸣-di-ZALAG₂,"['missing', 'damaged', 'complete', 'complete']",0.38,PN,,P522883,2,2,seal identification
3425,P522883.3.1,bēl[owner]N,[EN,bēl,bēlu,owner,N,['𒂗'],𒂗,[EN],['missing'],1.0,,,P522883,3,1,seal identification
3426,P522883.3.2,kaqqaru[ground]N,kaq]-⸢qa⸣-ru,kaqqaru,qaqqaru,ground,N,"['𒆕', '𒋡', '𒊒']",𒆕𒋡𒊒,[kaq]-⸢qa⸣-ru,"['missing', 'damaged', 'complete']",0.5,,,P522883,3,2,seal identification
3427,P522883.3.3,puṣê[clear(ed ground)]N,pu-ṣe-e,puṣê,puṣû,clear(ed ground),N,"['𒁍', '𒍢', '𒂊']",𒁍𒍢𒂊,pu-ṣe-e,"['complete', 'complete', 'complete']",0.0,,,P522883,3,3,seal identification
3428,P522883.3.4,iddan[pay]V,SUM-an,iddan,tadānu,pay,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,,,P522883,3,4,seal identification
3429,P522883.7.1,kaqqaru[ground]N,⸢kaq⸣-qa-ru,kaqqaru,qaqqaru,ground,N,"['𒆕', '𒋡', '𒊒']",𒆕𒋡𒊒,⸢kaq⸣-qa-ru,"['damaged', 'complete', 'complete']",0.17,,,P522883,7,1,object sold
3430,P522883.7.2,puṣê[clear(ed ground)]N,pu-ṣe-e,puṣê,puṣû,clear(ed ground),N,"['𒁍', '𒍢', '𒂊']",𒁍𒍢𒂊,pu-ṣe-e,"['complete', 'complete', 'complete']",0.0,,,P522883,7,2,object sold
3431,P522883.7.3,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,P522883,7,3,object sold
3432,P522883.7.4,šamme[herb]N,U₂,šamme,šammu,herb,N,['𒌑'],𒌑,U₂,['complete'],0.0,,,P522883,7,4,object sold
3433,P522883.8.1,ṭēhi[adjacent to]PRP,⸢SUHUR⸣,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,,,P522883,8,1,object sold
3434,P522883.8.2,bētu[house]N,E₂,bētu,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,,P522883,8,2,object sold
