Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
21293,P335462.3.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,3,1,object sold
21294,P335462.3.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,3,2,object sold
21295,P335462.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,3,3,object sold
21296,P335462.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,3,4,object sold
21297,P335462.3.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,3,5,object sold
21298,P335462.3.6,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,3,6,object sold
21299,P335462.3.7,ina,ina[in]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335462,3,7,object sold
21300,P335462.3.8,URU,āli[town]N,N,['𒌷'],𒌷,URU,['complete'],0.0,āli,ālu,town,,,P335462,3,8,object sold
21301,P335462.4.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,4,1,object sold
21302,P335462.4.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,4,2,object sold
21303,P335462.4.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,4,3,object sold
21304,P335462.4.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,4,4,object sold
21305,P335462.4.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,4,5,object sold
21306,P335462.4.6,x]+⸢x,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P335462,4,6,object sold
21307,P335462.4.7,x⸣,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335462,4,7,object sold
21308,P335462.5.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335462,5,1,object sold
