Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
14423,P335313.4.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335313,4,1,object sold
14424,P335313.4.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335313,4,2,object sold
14425,P335313.4.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335313,4,3,object sold
14426,P335313.4.4,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335313,4,4,object sold
14427,P335313.4.5,⸢ša⸣,ša[of]DET,DET,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,ša,ša,of,,,P335313,4,5,object sold
14428,P335313.4.6,{uru}pa-da-ni,Paddanu[1]GN$,GN,"['𒌷', '𒉺', '𒁕', '𒉌']",𒌷𒉺𒁕𒉌,{URU}pa-da-ni,"['complete', 'complete', 'complete', 'complete']",0.0,Paddanu,Paddanu,1,GN,,P335313,4,6,object sold
14429,P335313.5.1,{1}x,u,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,,P335313,5,1,object sold
14430,P335313.5.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335313,5,2,object sold
14431,P335313.5.3,x]+⸢x⸣-a-ni,u,u,"['x', 'x', '𒀀', '𒉌']",xx𒀀𒉌,[x]+⸢x⸣-a-ni,"['missing', 'damaged', 'complete', 'complete']",0.38,,,,,,P335313,5,3,object sold
14432,P335313.5.4,{lu₂}ENGAR,ikkāru[farmer]N,N,"['𒇽', '𒀳']",𒇽𒀳,{LU₂}ENGAR,"['complete', 'complete']",0.0,ikkāru,ikkaru,farmer,,,P335313,5,4,object sold
14433,P335313.5.5,MI₂-[šu₂],issušu[woman]N,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-[šu₂],"['complete', 'missing']",0.5,issušu,sinništu,woman,,,P335313,5,5,object sold
14434,P335313.6.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335313,6,1,object sold
14435,P335313.6.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335313,6,2,object sold
14436,P335313.6.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335313,6,3,object sold
14437,P335313.6.4,{giš}SAR],kirie[garden]N,N,"['𒄑', '𒊬']",𒄑𒊬,{[GIŠ]}[SAR],"['missing', 'missing']",1.0,kirie,kirû,garden,,,P335313,6,4,object sold
14438,P335313.6.5,ša,ša[of]DET,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,,P335313,6,5,object sold
14439,P335313.6.6,{giš}til-lit,tillit[vine]N,N,"['𒄑', '𒌀', '𒀖']",𒄑𒌀𒀖,{GIŠ}til-lit,"['complete', 'complete', 'complete']",0.0,tillit,tillatu,vine,,,P335313,6,6,object sold
