Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
4634,P522514.3.1,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P522514,3,1,object sold
4635,P522514.3.2,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522514,3,2,object sold
4636,P522514.3.3,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522514,3,3,object sold
4637,P522514.3.4,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P522514,3,4,object sold
4638,P522514.3.5,eqli[field]N,A.ŠA₃,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,P522514,3,5,object sold
4639,P522514.3.6,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P522514,3,6,object sold
4640,P522514.3.7,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522514,3,7,object sold
4641,P522514.3.8,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522514,3,8,object sold
4642,P522514.3.9,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522514,3,9,object sold
4643,P522514.3.10,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P522514,3,10,object sold
4644,P522514.4.1,ša[of]DET,ša,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,P522514,4,1,object sold
4645,P522514.4.2,+arqu[green//vegetable]AJ'N$urqi,{u₂}ur-qi,AJ,"['𒌑', '𒌨', '𒆥']",𒌑𒌨𒆥,{U₂}ur-qi,"['complete', 'complete', 'complete']",0.0,urqi,arqu,vegetable,,P522514,4,2,object sold
4646,P522514.4.3,u,⸢x,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,,P522514,4,3,object sold
4647,P522514.4.4,u,x,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,,P522514,4,4,object sold
4648,P522514.4.5,u,x,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,,P522514,4,5,object sold
4649,P522514.4.6,u,x,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,,P522514,4,6,object sold
4650,P522514.4.7,u,x⸣,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,,P522514,4,7,object sold
4651,P522514.5.1,ina[in]PRP,ina,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P522514,5,1,price
4652,P522514.5.2,libbi[interior]N,ŠA₃,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,,P522514,5,2,price
4653,P522514.5.3,n,70,n,['𒐕𒌋'],𒐕𒌋,70,['complete'],0.0,,,,NUMBER,P522514,5,3,price
