Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
3540,P335301.3.1,[u₂-piš]-ma,uppišma[contract]V,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš]-ma,"['missing', 'missing', 'complete']",0.67,uppišma,epēšu,contract,,,P335301,3,1,initiation of transaction
3541,P335301.3.2,{1}bar-[di]-⸢i⸣,Bardi[1]PN$,PN,"['𒁹', '𒁇', '𒁲', '𒄿']",𒁹𒁇𒁲𒄿,{1}bar-[di]-⸢i⸣,"['complete', 'complete', 'missing', 'damaged']",0.38,Bardi,Bardi,1,PN,,P335301,3,2,initiation of transaction
3542,P335301.4.1,[TA@v],issu[from+=from]PRP,PRP,['𒋬'],𒋬,[TA@v],['missing'],1.0,issu,ištu,from,,,P335301,4,1,completion of transaction
3543,P335301.4.2,IGI,pān[front]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,,,P335301,4,2,completion of transaction
3544,P335301.4.3,{1}⸢EN—MAN⸣—PAB,Bel-šarru-uṣur[1]PN,PN,"['𒁹', '𒂗', '𒌋𒌋', '𒉽']",𒁹𒂗𒌋𒌋𒉽,{1}⸢EN-MAN⸣-PAB,"['complete', 'damaged', 'damaged', 'complete']",0.25,Bel-šarru-uṣur,Bel-šarru-uṣur,1,PN,,P335301,4,3,completion of transaction
3545,P335301.4.4,⸢ina⸣,ina[in+=for]PRP,PRP,['𒀸'],𒀸,⸢ina⸣,['damaged'],0.5,ina,ina,in,,,P335301,4,4,price
3546,P335301.4.5,[ŠA₃]-bi,libbi[interior]N,N,"['𒊮', '𒁉']",𒊮𒁉,[ŠA₃]-bi,"['missing', 'complete']",0.5,libbi,libbu,interior,,,P335301,4,5,price
3547,P335301.5.1,05,n,n,['𒐊'],𒐊,05,['complete'],0.0,,,,NUMBER,,P335301,5,1,price
3548,P335301.5.2,1/2,n,n,['𒈦'],𒈦,1/2,['complete'],0.0,,,,NUMBER,,P335301,5,2,price
3549,P335301.5.3,⸢MA.NA,manê[a unit of weight]N,N,"['𒈠', '𒈾']",𒈠𒈾,⸢MA⸣.⸢NA⸣,"['damaged', 'damaged']",0.5,manê,manû,a unit of weight,,,P335301,5,3,price
3550,P335301.5.4,KUG⸣.UD,ṣarpu[silver]N,N,"['𒆬', '𒌓']",𒆬𒌓,⸢KUG⸣.UD,"['damaged', 'complete']",0.25,ṣarpu,ṣarpu,silver,,,P335301,5,4,price
3551,P335301.5.5,ina,ina[by]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,by,,,P335301,5,5,price
3552,P335301.5.6,01,n,n,['𒁹'],𒁹,01,['complete'],0.0,,,,NUMBER,,P335301,5,6,price
3553,P335301.5.7,MA.NA,manê[a unit of weight]N,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manê,manû,a unit of weight,,,P335301,5,7,price
3554,P335301.5.8,ša,ša[of]DET,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,,P335301,5,8,price
3555,P335301.5.9,MAN,šarri[king]N,N,['𒌋𒌋'],𒌋𒌋,MAN,['complete'],0.0,šarri,šarru,king,,,P335301,5,9,price
3556,P335301.6.1,il-qi₂,ilqi[purchase]V,V,"['𒅋', '𒆠']",𒅋𒆠,il-qi₂,"['complete', 'complete']",0.0,ilqi,leqû,purchase,,,P335301,6,1,completion of transaction
3557,P335301.6.2,kas-pu,kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,,P335301,6,2,confirmation of transfer 1
3558,P335301.6.3,gam-[mur],gammur[completed]AJ,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-[mur],"['complete', 'missing']",0.5,gammur,gammuru,completed,,,P335301,6,3,confirmation of transfer 1
3559,P335301.6.4,ta-din,tadin[paid]AJ,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,tadin,tadnu,paid,,,P335301,6,4,confirmation of transfer 1
3560,P335301.7.1,E₂,bētu[plot of land]N,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,plot of land,,,P335301,7,1,confirmation of transfer 2
3561,P335301.7.2,kaq-qi-ri,kaqqiri[ground]N,N,"['𒆕', '𒆥', '𒊑']",𒆕𒆥𒊑,kaq-qi-ri,"['complete', 'complete', 'complete']",0.0,kaqqiri,qaqqaru,ground,,,P335301,7,2,confirmation of transfer 2
3562,P335301.7.3,pu-ṣe-e,puṣê[bare]AJ,AJ,"['𒁍', '𒍢', '𒂊']",𒁍𒍢𒂊,pu-ṣe-e,"['complete', 'complete', 'complete']",0.0,puṣê,peṣû,bare,,,P335301,7,3,confirmation of transfer 2
3563,P335301.7.4,šu-a-tu₂,šuātu[that]'DP,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,šuātu,šuāti,that,,,P335301,7,4,confirmation of transfer 2
3564,P335301.8.1,zar-pu,zarpu[purchased]AJ,AJ,"['𒇡', '𒁍']",𒇡𒁍,zar-pu,"['complete', 'complete']",0.0,zarpu,zarpu,purchased,,,P335301,8,1,confirmation of transfer 2
3565,P335301.8.2,la-qi-u,laqiu[acquired]AJ,AJ,"['𒆷', '𒆥', '𒌋']",𒆷𒆥𒌋,la-qi-u,"['complete', 'complete', 'complete']",0.0,laqiu,leqû,acquired,,,P335301,8,2,confirmation of transfer 2
3566,P335301.8.3,tu-a-ru,tuāru[revocation]'N,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,tuāru,târu,revocation,,,P335301,8,3,exclusion of litigation
3567,P335301.9.1,de-e-nu,dēnu[lawsuit]N,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,dēnu,dīnu,lawsuit,,,P335301,9,1,exclusion of litigation
3568,P335301.9.2,DUG₄.DUG₄,dabābu[litigation]'N,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,,,P335301,9,2,exclusion of litigation
3569,P335301.9.3,la-aš₂-šu₂,laššu[(there) is not]V,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,laššu,laššu,(there) is not,,,P335301,9,3,exclusion of litigation
3570,P335301.10.1,man-nu,mannu[whoever]'XP,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,mannu,mannu,whoever,,,P335301,10,1,penalties for litigation: contravention
3571,P335301.10.2,ša,ša[that]REL,REL,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,that,,,P335301,10,2,penalties for litigation: contravention
3572,P335301.10.3,ina,ina[in+=in the future]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335301,10,3,penalties for litigation: contravention
3573,P335301.10.4,ur-kiš,urkiš[later]AV,AV,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,urkiš,urkiš,later,,,P335301,10,4,penalties for litigation: contravention
3574,P335301.10.5,ina,ina[in+=whenever]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335301,10,5,penalties for litigation: contravention
3575,P335301.10.6,ma-te-ma,matēma[ever]AV,AV,"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,ma-te-ma,"['complete', 'complete', 'complete']",0.0,matēma,matīma,ever,,,P335301,10,6,penalties for litigation: contravention
3576,P335301.11.1,lu,lū[may]MOD,MOD,['𒇻'],𒇻,lu,['complete'],0.0,lū,lū,may,,,P335301,11,1,penalties for litigation: contravention
3577,P335301.11.2,{1}EN—MAN—PAB,Bel-šarru-uṣur[1]PN,PN,"['𒁹', '𒂗', '𒌋𒌋', '𒉽']",𒁹𒂗𒌋𒌋𒉽,{1}EN-MAN-PAB,"['complete', 'complete', 'complete', 'complete']",0.0,Bel-šarru-uṣur,Bel-šarru-uṣur,1,PN,,P335301,11,2,penalties for litigation: contravention
