Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
8292,P428793.2.1,ṣupur[fingernail]N,⸢ṣu⸣-pur,,N,"['𒍮', '𒁓']",𒍮𒁓,⸢ṣu⸣-pur,"['damaged', 'complete']",0.25,ṣupur,ṣupru,fingernail,P428793,2,1,seal identification
8293,P428793.2.2,+Halmusu[]PN$Halmusi,{1}hal-mu-si,PN,PN,"['𒁹', '𒄬', '𒈬', '𒋛']",𒁹𒄬𒈬𒋛,{1}hal-mu-si,"['complete', 'complete', 'complete', 'complete']",0.0,Halmusi,Halmusu,1,P428793,2,2,seal identification
8294,P428793.3.1,bēl[owner]N,EN,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,P428793,3,1,seal identification
8295,P428793.3.2,eqli[land]N,A.ŠA₃,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,land,P428793,3,2,seal identification
8296,P428793.7.1,bētu[estate]N,E₂,,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,estate,P428793,7,1,object sold
8297,P428793.7.2,n,02,NUMBER,n,['0₂'],0₂,02,['complete'],0.0,,,,P428793,7,2,object sold
8298,P428793.7.3,imār[a unit of capacity]N,ANŠE,,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imār,imēru,a unit of capacity,P428793,7,3,object sold
8299,P428793.7.4,n,4,NUMBER,n,['𒐉'],𒐉,4,['complete'],0.0,,,,P428793,7,4,object sold
8300,P428793.7.5,sūt[a unit of capacity]N,BAN₂,,N,['𒑏'],𒑏,BAN₂,['complete'],0.0,sūt,sūtu,a unit of capacity,P428793,7,5,object sold
8301,P428793.7.6,eqli[land]N,⸢A.ŠA₃⸣,,N,"['𒀀', '𒊮']",𒀀𒊮,⸢A⸣.⸢ŠA₃⸣,"['damaged', 'damaged']",0.5,eqli,eqlu,land,P428793,7,6,object sold
8302,P428793.8.1,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P428793,8,1,object sold
8303,P428793.8.2,+Alu-ša-Dagan-belu-uṣur[]GN$,URU-ša₂-{1}{d}⸢da-gan-EN⸣-PAB,GN,GN,"['𒌷', '𒃻', '𒁹', '𒀭', '𒁕', '𒃶', '𒂗', '𒉽']",𒌷𒃻𒁹𒀭𒁕𒃶𒂗𒉽,URU-ša₂-{1}{d}⸢da-gan-EN⸣-PAB,"['complete', 'complete', 'complete', 'complete', 'damaged', 'damaged', 'damaged', 'complete']",0.19,Alu-ša-Dagan-belu-uṣur,Alu-ša-Dagan-belu-uṣur,1,P428793,8,2,object sold
8304,P428793.9.1,uppišma[contract]V,u₂-piš-ma,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,P428793,9,1,initiation of transaction
