Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
1692,P522827.2.1,kunuk[seal]N,{na₄}⸢KIŠIB⸣,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}⸢KIŠIB⸣,"['complete', 'damaged']",0.25,kunuk,kunukku,seal,P522827,2,1,seal identification
1693,P522827.2.2,+x-Bel[]PN$,{[m}x-x]-⸢x-EN⸣,PN,PN,"['𒁹', 'X', 'X', 'X', '𒂗']",𒁹XXX𒂗,{[m]}[x-x]-⸢x-EN⸣,"['missing', 'missing', 'missing', 'damaged', 'damaged']",0.8,x-Bel,x-Bel,1,P522827,2,2,seal identification
1694,P522827.3.1,+rab-ālāni[village manager]N$,{lu₂}GAL-URU.⸢MEŠ,,N,"['𒇽', '𒃲', '𒌷', '𒈨𒌍']",𒇽𒃲𒌷𒈨𒌍,{LU₂}GAL-URU.⸢MEŠ⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,rab-ālāni,rab-ālāni,village manager,P522827,3,1,seal identification
1695,P522827.3.2,ša[of]DET,ša⸣,,DET,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,ša,ša,of,P522827,3,2,seal identification
1696,P522827.3.3,Imgur-Illil[Balawat]GN,{uru}im-gur₂-{d}BE,GN,GN,"['𒌷', '𒅎', '𒃵', '𒀭', '𒁁']",𒌷𒅎𒃵𒀭𒁁,{URU}im-gur₂-{d}BE,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Imgur-Illil,Imgur-Illil,Balawat,P522827,3,3,seal identification
1697,P522827.5.1,bēl[owner]N,EN,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,P522827,5,1,seal identification
1698,P522827.5.2,eqli[field]N,A.ŠA₃,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,P522827,5,2,seal identification
1699,P522827.5.3,tadāni[giving]'N,SUM-ni,,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,tadāni,tadānu,giving,P522827,5,3,seal identification
1700,P522827.6.1,bētu[house]N,E₂,,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,house,P522827,6,1,object sold
1701,P522827.6.2,n,01,NUMBER,n,['01'],01,01,['complete'],0.0,,,,P522827,6,2,object sold
1702,P522827.6.3,imār[a unit of capacity]N,⸢ANŠE⸣,,N,['𒀲'],𒀲,⸢ANŠE⸣,['damaged'],0.5,imār,imēru,a unit of capacity,P522827,6,3,object sold
1703,P522827.6.4,eqli[field]N,A.ŠA₃,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,P522827,6,4,object sold
1704,P522827.6.5,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P522827,6,5,object sold
1705,P522827.6.6,Adian[1]GN,{uru}EN-⸢an⸣,GN,GN,"['𒌷', '𒂗', '𒀭']",𒌷𒂗𒀭,{URU}EN-⸢an⸣,"['complete', 'complete', 'damaged']",0.17,Adian,Adian,1,P522827,6,6,object sold
1706,P522827.7.1,ṭēhi[adjacent to]PRP,SUHUR,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,P522827,7,1,object sold
1707,P522827.7.2,+Nur-deʾiq[]PN$,{m}ZALAG₂-SIG₅,PN,PN,"['𒁹', '𒂟', '𒅆𒂟']",𒁹𒂟𒅆𒂟,{m}ZALAG₂-SIG₅,"['complete', 'complete', 'complete']",0.0,Nur-deʾiq,Nur-deʾiq,1,P522827,7,2,object sold
1708,P522827.7.3,ṭēhi[adjacent to]PRP,SUHUR,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,P522827,7,3,object sold
1709,P522827.7.4,hūli[road]N,KASKAL,,N,['𒆜'],𒆜,KASKAL,['complete'],0.0,hūli,hūlu,road,P522827,7,4,object sold
1710,P522827.8.1,ṭēhi[adjacent to]PRP,SUHUR,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,P522827,8,1,object sold
1711,P522827.8.2,+maʾʾuttu[sustenance (field)//sustenance field]N'N$maʾʾutti,ma-ʾu-ti,,N,"['𒈠', '𒀪', '𒋾']",𒈠𒀪𒋾,ma-ʾu-ti,"['complete', 'complete', 'complete']",0.0,maʾʾutti,maʾʾuttu,sustenance field,P522827,8,2,object sold
1712,P522827.8.3,uppišma[contract]V,u₂-⸢piš-ma⸣,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-⸢piš-ma⸣,"['complete', 'damaged', 'damaged']",0.33,uppišma,epēšu,contract,P522827,8,3,initiation of transaction
1713,P522827.9.1,+Šumma-ilu[]PN$,{m}šum₂-ma-DINGIR,PN,PN,"['𒁹', '𒋧', '𒈠', '𒀭']",𒁹𒋧𒈠𒀭,{m}šum₂-ma-DINGIR,"['complete', 'complete', 'complete', 'complete']",0.0,Šumma-ilu,Šumma-ilu,1,P522827,9,1,initiation of transaction
1714,P522827.9.2,u,{lu₂}[x-x,,u,"['𒇽', 'X', 'X']",𒇽XX,{LU₂}[x-x],"['complete', 'missing', 'missing']",0.67,,,,P522827,9,2,initiation of transaction
1715,P522827.9.3,issu[from]PRP,TA,,PRP,['𒋫'],𒋫,[TA],['missing'],1.0,issu,ištu,from,P522827,9,3,completion of transaction
1716,P522827.9.4,pān[presence]N,IGI],,N,['𒅆'],𒅆,[IGI],['missing'],1.0,pān,pānu,presence,P522827,9,4,completion of transaction
1717,P522827.10.1,+x[1]PN$,{m}⸢x-x⸣-[x-x,PN,PN,"['𒁹', 'X', 'X', 'X', 'X']",𒁹XXXX,{m}⸢x-x⸣-[x-x],"['complete', 'damaged', 'damaged', 'missing', 'missing']",0.6,x,x,1,P522827,10,1,completion of transaction
1718,P522827.10.2,+rab-ālāni[village manager]N$,{lu₂]}⸢GAL⸣-URU.MEŠ,,N,"['𒇽', '𒃲', '𒌷', '𒈨𒌍']",𒇽𒃲𒌷𒈨𒌍,{[LU₂]}⸢GAL⸣-URU.MEŠ,"['missing', 'damaged', 'complete', 'complete']",0.38,rab-ālāni,rab-ālāni,village manager,P522827,10,2,completion of transaction
1719,P522827.11.1,bētu[house]N,⸢E₂,,N,['𒂍'],𒂍,⸢E₂⸣,['damaged'],0.5,bētu,bītu,house,P522827,11,1,completion of transaction
1720,P522827.11.2,u,x⸣,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,P522827,11,2,completion of transaction
1721,P522827.11.3,eqli[field]N,A.ŠA₃,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,P522827,11,3,completion of transaction
1722,P522827.11.4,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P522827,11,4,price
