Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
6538,P335532.5.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,5,1,none
6539,P335532.5.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,5,2,none
6540,P335532.5.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,5,3,none
6541,P335532.5.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,5,4,none
6542,P335532.5.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,5,5,none
6543,P335532.5.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,5,6,none
6544,P335532.5.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,5,7,none
6545,P335532.5.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,5,8,none
6546,P335532.5.9,x]-⸢ni⸣-si,u,u,"['x', '𒉌', '𒋛']",x𒉌𒋛,[x]-⸢ni⸣-si,"['missing', 'damaged', 'complete']",0.5,,,,,,P335532,5,9,none
6547,P335532.6.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,6,1,none
6548,P335532.6.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,6,2,none
6549,P335532.6.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,6,3,none
6550,P335532.6.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,6,4,none
6551,P335532.6.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,6,5,none
6552,P335532.6.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,6,6,none
6553,P335532.6.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,6,7,none
6554,P335532.6.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,6,8,none
6555,P335532.6.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,6,9,none
6556,P335532.6.10,x]-a,u,u,"['x', '𒀀']",x𒀀,[x]-a,"['missing', 'complete']",0.5,,,,,,P335532,6,10,none
6557,P335532.7.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,7,1,none
6558,P335532.7.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,7,2,none
6559,P335532.7.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,7,3,none
6560,P335532.7.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,7,4,none
6561,P335532.7.5,A.ŠA₃,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,[A].[ŠA₃],"['missing', 'missing']",1.0,eqli,eqlu,field,,,P335532,7,5,object sold
6562,P335532.7.6,ina,ina[in]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P335532,7,6,object sold
6563,P335532.7.7,ma-za]-ru-te,mazarūte[(area or state of) cultivation]N,N,"['𒈠', '𒍝', '𒊒', '𒋼']",𒈠𒍝𒊒𒋼,[ma-za]-ru-te,"['missing', 'missing', 'complete', 'complete']",0.5,mazarūte,mazrūtu,(area or state of) cultivation,,,P335532,7,7,object sold
6564,P335532.11.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,11,1,penalties for litigation: penalty
6565,P335532.11.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,11,2,penalties for litigation: penalty
6566,P335532.11.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,11,3,penalties for litigation: penalty
6567,P335532.11.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,11,4,penalties for litigation: penalty
6568,P335532.11.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,11,5,penalties for litigation: penalty
6569,P335532.11.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,11,6,penalties for litigation: penalty
6570,P335532.11.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,11,7,penalties for litigation: penalty
6571,P335532.11.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335532,11,8,penalties for litigation: penalty
6572,P335532.11.9,u₂]-ta-ra,utâra[return]V,V,"['𒌑', '𒋫', '𒊏']",𒌑𒋫𒊏,[u₂]-ta-ra,"['missing', 'complete', 'complete']",0.33,utâra,târu,return,,,P335532,11,9,penalties for litigation: penalty
6573,P335532.12.1,[ina,ina[in]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P335532,12,1,penalties for litigation: penalty
