Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
13390,P336191.3.1,⸢SUHUR⸣,ṭēhi[adjacent to]PRP,PRP,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,ṭēhi,ṭāhu,adjacent to,,,P336191,3,1,object sold
13391,P336191.3.2,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,3,2,object sold
13392,P336191.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,3,3,object sold
13393,P336191.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,3,4,object sold
13394,P336191.3.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,3,5,object sold
13395,P336191.3.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,3,6,object sold
13396,P336191.3.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,3,7,object sold
13397,P336191.3.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,3,8,object sold
13398,P336191.3.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,3,9,object sold
13399,P336191.3.10,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,3,10,object sold
13400,P336191.3.11,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,3,11,object sold
13401,P336191.4.1,[SUHUR,ṭēhi[adjacent to]PRP,PRP,['𒋦'],𒋦,[SUHUR],['missing'],1.0,ṭēhi,ṭāhu,adjacent to,,,P336191,4,1,object sold
13402,P336191.4.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,4,2,object sold
13403,P336191.4.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,4,3,object sold
13404,P336191.4.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,4,4,object sold
13405,P336191.4.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,4,5,object sold
13406,P336191.4.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,4,6,object sold
13407,P336191.4.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,4,7,object sold
13408,P336191.4.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336191,4,8,object sold
