Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
24637,P335976.2.1,{⸢na₄}KIŠIB⸣,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,kunuk,kunukku,seal,,P335976,2,1,seal identification
24638,P335976.2.2,{1}{⸢kur}ha-sa⸣-a.⸢a⸣,Hasayu[1]PN$Hasaya,PN,PN,"['𒁹', '𒆳', '𒄩', '𒊓', '𒀀', '𒀀']",𒁹𒆳𒄩𒊓𒀀𒀀,{1}{⸢KUR⸣}⸢ha-sa⸣-a.⸢a⸣,"['complete', 'damaged', 'damaged', 'damaged', 'complete', 'damaged']",0.33,Hasaya,Hasayu,1,,P335976,2,2,seal identification
24639,P335976.3.1,{⸢na₄}KIŠIB⸣,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,kunuk,kunukku,seal,,P335976,3,1,seal identification
24640,P335976.3.2,{1}PAB-[u]-⸢a—x,u,,u,"['𒁹', '𒉽', '𒌋', '𒀀', 'x']",𒁹𒉽𒌋𒀀x,{1}PAB-[u]-⸢a-x⸣,"['complete', 'complete', 'missing', 'damaged', 'damaged']",0.4,,,,,P335976,3,2,seal identification
24641,P335976.3.3,x⸣,u,,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,P335976,3,3,seal identification
24642,P335976.7.1,EN,bēl[owner]N,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,P335976,7,1,seal identification
24643,P335976.7.2,tab-ri-[u],tabriu[(a type of real estate)]N,,N,"['𒋰', '𒊑', '𒌋']",𒋰𒊑𒌋,tab-ri-[u],"['complete', 'complete', 'missing']",0.33,tabriu,tabriu,(a type of real estate),,P335976,7,2,seal identification
24644,P335976.7.3,⸢ta-da⸣-a-[ni],tadāni[giving]'N,,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,⸢ta-da⸣-a-[ni],"['damaged', 'damaged', 'complete', 'missing']",0.5,tadāni,tadānu,giving,,P335976,7,3,seal identification
24645,P335976.8.1,ina,ina[in]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335976,8,1,object sold
24646,P335976.8.2,{uru}mu-lu-⸢x⸣+[x],u,,u,"['𒌷', '𒈬', '𒇻', 'x', 'x']",𒌷𒈬𒇻xx,{URU}mu-lu-⸢x⸣+[x],"['complete', 'complete', 'complete', 'damaged', 'missing']",0.3,,,,,P335976,8,2,object sold
24647,P335976.8.3,⸢ina⸣,ina[in]PRP,,PRP,['𒀸'],𒀸,⸢ina⸣,['damaged'],0.5,ina,ina,in,,P335976,8,3,object sold
24648,P335976.8.4,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335976,8,4,object sold
24649,P335976.8.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335976,8,5,object sold
24650,P335976.8.6,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335976,8,6,object sold
24651,P335976.9.1,⸢E₂,bētu[plot of land]N,,N,['𒂍'],𒂍,⸢E₂⸣,['damaged'],0.5,bētu,bītu,plot of land,,P335976,9,1,object sold
24652,P335976.9.2,12,n,NUMBER,n,['𒌋𒈫'],𒌋𒈫,⸢12⸣,['damaged'],0.5,,,,,P335976,9,2,object sold
24653,P335976.9.3,ANŠE,imārī[a unit of capacity]N,,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imārī,imēru,a unit of capacity,,P335976,9,3,object sold
24654,P335976.9.4,⸢A⸣.[ŠA₃],eqlu[land]N,,N,"['𒀀', '𒊮']",𒀀𒊮,⸢A⸣.[ŠA₃],"['damaged', 'missing']",0.75,eqlu,eqlu,land,,P335976,9,4,object sold
24655,P335976.9.5,[o],u,,u,['o'],o,[o],['missing'],1.0,,,,,P335976,9,5,object sold
24656,P335976.10.1,[E₂],bētu[plot of land]N,,N,['𒂍'],𒂍,[E₂],['missing'],1.0,bētu,bītu,plot of land,,P335976,10,1,object sold
24657,P335976.10.2,02,n,NUMBER,n,['𒈫'],𒈫,⸢02⸣,['damaged'],0.5,,,,,P335976,10,2,object sold
24658,P335976.10.3,ANŠE,imārī[a unit of capacity]N,,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imārī,imēru,a unit of capacity,,P335976,10,3,object sold
24659,P335976.10.4,A.ŠA₃,eqlu[land]N,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqlu,eqlu,land,,P335976,10,4,object sold
24660,P335976.10.5,SUHUR,ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,P335976,10,5,object sold
24661,P335976.10.6,⸢na⸣-hal-⸢li⸣,nahalli[wadi]N,,N,"['𒈾', '𒄬', '𒇷']",𒈾𒄬𒇷,⸢na⸣-hal-⸢li⸣,"['damaged', 'complete', 'damaged']",0.33,nahalli,nahallu,wadi,,P335976,10,6,object sold
