Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
24411,P335443.3.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,3,1,none
24412,P335443.3.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,3,2,none
24413,P335443.3.3,x]+⸢x,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P335443,3,3,none
24414,P335443.3.4,x⸣+[x,u,u,"['x', 'x']",xx,⸢x⸣+[x],"['damaged', 'missing']",0.75,,,,,,P335443,3,4,none
24415,P335443.3.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,3,5,none
24416,P335443.3.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,3,6,none
24417,P335443.3.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,3,7,none
24418,P335443.3.8,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,3,8,none
24419,P335443.4.1,[TA@v],issu[from+=from]PRP,PRP,['𒋬'],𒋬,[TA@v],['missing'],1.0,issu,ištu,from,,,P335443,4,1,completion of transaction
24420,P335443.4.2,IGI,pān[front]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,,,P335443,4,2,completion of transaction
24421,P335443.4.3,{1}{d}PA-[x,u,u,"['𒁹', '𒀭', '𒉺', 'x']",𒁹𒀭𒉺x,{1}{d}PA-[x],"['complete', 'complete', 'complete', 'missing']",0.25,,,,,,P335443,4,3,completion of transaction
24422,P335443.4.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,4,4,completion of transaction
24423,P335443.4.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,4,5,completion of transaction
24424,P335443.5.1,⸢il⸣-qi,ilqi[purchase]V,V,"['𒅋', '𒆥']",𒅋𒆥,⸢il⸣-qi,"['damaged', 'complete']",0.25,ilqi,leqû,purchase,,,P335443,5,1,completion of transaction
24425,P335443.5.2,kas-[pu,kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,kas-[pu],"['complete', 'missing']",0.5,kaspu,kaspu,money,,,P335443,5,2,confirmation of transfer 1
24426,P335443.5.3,gam-mur,gammur[completed]AJ,AJ,"['𒃵', '𒄯']",𒃵𒄯,[gam-mur],"['missing', 'missing']",1.0,gammur,gammuru,completed,,,P335443,5,3,confirmation of transfer 1
24427,P335443.5.4,ta-din],tadin[paid]AJ,AJ,"['𒋫', '𒁷']",𒋫𒁷,[ta-din],"['missing', 'missing']",1.0,tadin,tadnu,paid,,,P335443,5,4,confirmation of transfer 1
24428,P335443.6.1,[A.ŠA₃],eqlu[land]N,N,"['𒀀', '𒊮']",𒀀𒊮,[A].[ŠA₃],"['missing', 'missing']",1.0,eqlu,eqlu,land,,,P335443,6,1,confirmation of transfer 2
24429,P335443.6.2,⸢UN⸣-MEŠ,nišē[people]N,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,⸢UN⸣-MEŠ,"['damaged', 'complete']",0.25,nišē,nišu,people,,,P335443,6,2,confirmation of transfer 2
24430,P335443.6.3,[šu-a-te,šuāte[that]'DP,IP,"['𒋗', '𒀀', '𒋼']",𒋗𒀀𒋼,[šu-a-te],"['missing', 'missing', 'missing']",1.0,šuāte,šuāti,that,,,P335443,6,3,confirmation of transfer 2
24431,P335443.6.4,zar-pu],zarpu[purchased]AJ,AJ,"['𒇡', '𒁍']",𒇡𒁍,[zar-pu],"['missing', 'missing']",1.0,zarpu,zarpu,purchased,,,P335443,6,4,confirmation of transfer 2
24432,P335443.7.1,[laq-qi]-u₂,laqqiu[acquired]AJ,AJ,"['𒋃', '𒆥', '𒌑']",𒋃𒆥𒌑,[laq-qi]-u₂,"['missing', 'missing', 'complete']",0.67,laqqiu,leqû,acquired,,,P335443,7,1,confirmation of transfer 2
24433,P335443.7.2,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,7,2,none
24434,P335443.7.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,7,3,none
24435,P335443.7.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,7,4,none
24436,P335443.7.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335443,7,5,none
