Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
18333,P527154.2.1,ṣupur[fingernail]N,ṣu-pur,ṣupur,ṣupru,fingernail,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,,,P527154,2,1,seal identification
18334,P527154.2.2,Qurdi-Issar[1]PN,{m}qur-di-15,Qurdi-Issar,Qurdi-Issar,1,PN,"['𒁹', '𒄥', '𒁲', '𒌋𒐊']",𒁹𒄥𒁲𒌋𒐊,{m}qur-di-15,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P527154,2,2,seal identification
18335,P527154.4.1,ṣupur[fingernail]N,ṣu-pur,ṣupur,ṣupru,fingernail,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,,,P527154,4,1,seal identification
18336,P527154.4.2,+Šep-Bessi[]PN$,{m}GIR₃.2-{d}NIN,Šep-Bessi,Šep-Bessi,1,PN,"['𒁹', '𒄊', '𒈫', '𒀭', '𒊩𒌆']",𒁹𒄊𒈫𒀭𒊩𒌆,{m}GIR₃.2-{d}NIN,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527154,4,2,seal identification
18337,P527154.6.1,ṣupur[fingernail]N,ṣu-pur,ṣupur,ṣupru,fingernail,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,,,P527154,6,1,seal identification
18338,P527154.6.2,+Adna[]PN$,{m}ad-na-a,Adna,Adna,1,PN,"['𒁹', '𒀜', '𒈾', '𒀀']",𒁹𒀜𒈾𒀀,{m}ad-na-a,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P527154,6,2,seal identification
18339,P527154.7.1,gimru[total]N,PAB,gimru,gimru,total,N,['𒉽'],𒉽,PAB,['complete'],0.0,,,P527154,7,1,seal identification
18340,P527154.7.2,n,03,,,,n,['0₃'],0₃,03,['complete'],0.0,NUMBER,,P527154,7,2,seal identification
18341,P527154.7.3,+māru[son]N$marʾē,A.MEŠ,marʾē,māru,son,N,"['𒀀', '𒈨𒌍']",𒀀𒈨𒌍,A.MEŠ,"['complete', 'complete']",0.0,,,P527154,7,3,seal identification
18342,P527154.7.4,+Aradu[]PN$Aradi,{m}a-ra-di,Aradi,Aradu,1,PN,"['𒁹', '𒀀', '𒊏', '𒁲']",𒁹𒀀𒊏𒁲,{m}a-ra-di,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P527154,7,4,seal identification
18343,P527154.8.1,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,,P527154,8,1,object sold
18344,P527154.8.2,n,06,,,,n,['0₆'],0₆,06,['complete'],0.0,NUMBER,,P527154,8,2,object sold
18345,P527154.8.3,imār[a unit of capacity]N,ANŠE,imār,imēru,a unit of capacity,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,,,P527154,8,3,object sold
18346,P527154.8.4,+eqlu[field]N$eqlāti,A.ŠA₃.GA.MEŠ,eqlāti,eqlu,field,N,"['𒀀', '𒊮', '𒂵', '𒈨𒌍']",𒀀𒊮𒂵𒈨𒌍,A.ŠA₃.GA.MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,,,P527154,8,4,object sold
18347,P527154.9.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P527154,9,1,object sold
18348,P527154.9.2,+Šušari[]SN$,{uru}šu-ša₂-a-ri,Šušari,Šušari,1,SN,"['𒌷', '𒋗', '𒃻', '𒀀', '𒊑']",𒌷𒋗𒃻𒀀𒊑,{URU}šu-ša₂-a-ri,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,SN,,P527154,9,2,object sold
18349,P527154.10.1,ṭēhi[adjacent to]PRP,SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,,,P527154,10,1,object sold
18350,P527154.10.2,+Marduk-ahu-uṣur[]PN$,{m}{d}KU-PAB-PAB,Marduk-ahu-uṣur,Marduk-ahu-uṣur,1,PN,"['𒁹', '𒀭', '𒆪', '𒉽', '𒉽']",𒁹𒀭𒆪𒉽𒉽,{m}{d}KU-PAB-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527154,10,2,object sold
18351,P527154.11.1,ṭēhi[adjacent to]PRP,SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,,,P527154,11,1,object sold
18352,P527154.11.2,+Saki-x[]PN$,{m}sa-ki-[x-x],Saki-x,Saki-x,1,PN,"['𒁹', '𒊓', '𒆠', 'X', 'X']",𒁹𒊓𒆠XX,{m}sa-ki-[x-x],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,PN,,P527154,11,2,object sold
18353,P527154.12.1,ṭēhi[adjacent to]PRP,SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,,,P527154,12,1,object sold
18354,P527154.12.2,+Nabu-belu-x[]PN$,{m}{d}PA-EN-[x],Nabu-belu-x,Nabu-belu-x,1,PN,"['𒁹', '𒀭', '𒉺', '𒂗', 'X']",𒁹𒀭𒉺𒂗X,{m}{d}PA-EN-[x],"['complete', 'complete', 'complete', 'complete', 'missing']",0.2,PN,,P527154,12,2,object sold
18355,P527154.13.1,ina[at]PRP,ina,ina,ina,at,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P527154,13,1,price
18356,P527154.13.2,libbi[interior]N,ŠA₃,libbi,libbu,interior,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,,,P527154,13,2,price
18357,P527154.13.3,n,01,,,,n,['01'],01,01,['complete'],0.0,NUMBER,,P527154,13,3,price
18358,P527154.13.4,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,,P527154,13,4,price
18359,P527154.13.5,ṣarpi[silver]N,[KU₃.BABBAR],ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,[KU₃].[BABBAR],"['missing', 'missing']",1.0,,,P527154,13,5,price
18360,P527154.14.1,uppišma[contract]V,up-piš-ma,uppišma,epēšu,contract,V,"['𒌒', '𒄫', '𒈠']",𒌒𒄫𒈠,up-piš-ma,"['complete', 'complete', 'complete']",0.0,,,P527154,14,1,initiation of transaction
18361,P527154.14.2,+Nabu-emuranni[]PN$,{m}{d}[PA-IGI.LAL-a-ni],Nabu-emuranni,Nabu-emuranni,1,PN,"['𒁹', '𒀭', '𒉺', '𒅆', '𒇲', '𒀀', '𒉌']",𒁹𒀭𒉺𒅆𒇲𒀀𒉌,{m}{d}[PA-IGI].[LAL-a-ni],"['complete', 'complete', 'missing', 'missing', 'missing', 'missing', 'missing']",0.71,PN,,P527154,14,2,initiation of transaction
18362,P527154.15.1,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P527154,15,1,completion of transaction
18363,P527154.15.2,+pānu[front//presence]N'N$pān,IGI,pān,pānu,presence,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P527154,15,2,completion of transaction
