Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
2010,P527240.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,P527240,2,1,seal identification
2011,P527240.2.2,+Metuga[]PN$,{m}mu-te]-⸢ga⸣,Metuga,Metuga,1,PN,"['𒁹', '𒈬', '𒋼', '𒂵']",𒁹𒈬𒋼𒂵,{[m]}[mu-te]-⸢ga⸣,"['missing', 'missing', 'missing', 'damaged']",0.88,PN,,P527240,2,2,seal identification
2012,P527240.4.1,bēl[owner]N,[EN,bēl,bēlu,owner,N,['𒂗'],𒂗,[EN],['missing'],1.0,,,P527240,4,1,seal identification
2013,P527240.4.2,X,E₂.MEŠ,,,,X,"['𒂍', '𒈨𒌍']",𒂍𒈨𒌍,[E₂].[MEŠ],"['missing', 'missing']",1.0,,,P527240,4,2,seal identification
2014,P527240.4.3,X,SUM]-⸢ni⸣,,,,X,"['𒋧', '𒉌']",𒋧𒉌,[SUM]-⸢ni⸣,"['missing', 'damaged']",0.75,,,P527240,4,3,seal identification
2015,P527240.5.1,mār[son]N,⸢A,mār,māru,son,N,['𒀀'],𒀀,⸢A⸣,['damaged'],0.5,,,P527240,5,1,seal identification
2016,P527240.5.2,Nabu-nadin-ahhe[1]PN,{m}{d}PA⸣-[SUM]-⸢PAB⸣.MEŠ,Nabu-nadin-ahhe,Nabu-nadin-ahhe,1,PN,"['𒁹', '𒀭', '𒉺', '𒋧', '𒉽', '𒈨𒌍']",𒁹𒀭𒉺𒋧𒉽𒈨𒌍,{⸢m⸣}{⸢d⸣}⸢PA⸣-[SUM]-⸢PAB⸣.MEŠ,"['damaged', 'damaged', 'damaged', 'missing', 'damaged', 'complete']",0.5,PN,,P527240,5,2,seal identification
2017,P527240.6.1,n,02-ti,,,,n,"['0₂', '𒋾']",0₂𒋾,02-ti,"['complete', 'complete']",0.0,NUMBER,,P527240,6,1,object sold
2018,P527240.6.2,X,E₂-⸢ŠU⸣.2.MEŠ-te,,,,X,"['𒂍', '𒋗', '𒈫', '𒈨𒌍', '𒋼']",𒂍𒋗𒈫𒈨𒌍𒋼,E₂-⸢ŠU⸣.[2].MEŠ-te,"['complete', 'damaged', 'missing', 'complete', 'complete']",0.3,,,P527240,6,2,object sold
2019,P527240.7.1,X,a-di,,,,X,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,,,P527240,7,1,object sold
2020,P527240.7.2,X,GIŠ.⸢UR₃⸣.MEŠ-šu₂-nu,,,,X,"['𒄑', '𒃡', '𒈨𒌍', '𒋙', '𒉡']",𒄑𒃡𒈨𒌍𒋙𒉡,GIŠ.⸢UR₃⸣.MEŠ-šu₂-nu,"['complete', 'damaged', 'complete', 'complete', 'complete']",0.1,,,P527240,7,2,object sold
2021,P527240.8.1,X,a-di,,,,X,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,,,P527240,8,1,object sold
2022,P527240.8.2,X,{giš}⸢IG⸣.MEŠ-šu₂-(nu),,,,X,"['𒄑', '𒅅', '𒈨𒌍', '𒋙', '𒉡']",𒄑𒅅𒈨𒌍𒋙𒉡,{GIŠ}⸢IG⸣.MEŠ-šu₂-nu,"['complete', 'damaged', 'complete', 'complete', 'complete']",0.1,,,P527240,8,2,object sold
