Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
14508,P335342.2.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,2,1,seal identification
14509,P335342.2.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,2,2,seal identification
14510,P335342.2.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,2,3,seal identification
14511,P335342.2.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,2,4,seal identification
14512,P335342.2.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,2,5,seal identification
14513,P335342.2.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,2,6,seal identification
14514,P335342.2.7,(x)],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,2,7,seal identification
14515,P335342.2.8,EN,bēl[owner]N,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,,P335342,2,8,seal identification
14516,P335342.2.9,A.ŠA₃,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,,P335342,2,9,seal identification
14517,P335342.2.10,SUM-ni,tadāni[giving]'N,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,tadāni,tadānu,giving,,,P335342,2,10,seal identification
14518,P335342.6.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,6,1,object sold
14519,P335342.6.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,6,2,object sold
14520,P335342.6.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,6,3,object sold
14521,P335342.6.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,6,4,object sold
14522,P335342.6.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,6,5,object sold
14523,P335342.6.6,x]+⸢x,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P335342,6,6,object sold
14524,P335342.6.7,x,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335342,6,7,object sold
14525,P335342.6.8,x⸣-ba-al,u,u,"['x', '𒁀', '𒀠']",x𒁀𒀠,⸢x⸣-ba-al,"['damaged', 'complete', 'complete']",0.17,,,,,,P335342,6,8,object sold
14526,P335342.6.9,ina,ina[in]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335342,6,9,object sold
14527,P335342.6.10,{uru}⸢mir⸣-[x,u,u,"['𒌷', '𒂇', 'x']",𒌷𒂇x,{URU}⸢mir⸣-[x],"['complete', 'damaged', 'missing']",0.5,,,,,,P335342,6,10,object sold
14528,P335342.6.11,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,6,11,object sold
14529,P335342.6.12,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,6,12,object sold
14530,P335342.7.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,7,1,object sold
14531,P335342.7.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,7,2,object sold
14532,P335342.7.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,7,3,object sold
14533,P335342.7.4,x]—MAN—PAB,u,u,"['x', '𒌋𒌋', '𒉽']",x𒌋𒌋𒉽,[x]-MAN-PAB,"['missing', 'complete', 'complete']",0.33,,,,,,P335342,7,4,object sold
14534,P335342.7.5,SUHUR,ṭēhi[adjacent to]PRP,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,,P335342,7,5,object sold
14535,P335342.7.6,{uru}la-hi-⸢x⸣+[x,u,u,"['𒌷', '𒆷', '𒄭', 'x', 'x']",𒌷𒆷𒄭xx,{URU}la-hi-⸢x⸣+[x],"['complete', 'complete', 'complete', 'damaged', 'missing']",0.3,,,,,,P335342,7,6,object sold
14536,P335342.7.7,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335342,7,7,object sold
