Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
27923,P335268.2.1,ṣu-pur,ṣupur[fingernail]N,,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P335268,2,1,seal identification
27924,P335268.2.2,{1}LUGAL—lu—da₃-ri,Šarru-lu-dari[1]PN$,PN,PN,"['𒁹', '𒈗', '𒇻', '𒆕', '𒊑']",𒁹𒈗𒇻𒆕𒊑,{1}LUGAL-lu-da₃-ri,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Šarru-lu-dari,Šarru-lu-dari,1,,P335268,2,2,seal identification
27925,P335268.3.1,ṣu-pur,ṣupur[fingernail]N,,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P335268,3,1,seal identification
27926,P335268.3.2,{1}a-tar—su-ru,Attar-suri[1]PN$Attar-suru,PN,PN,"['𒁹', '𒀀', '𒋻', '𒋢', '𒊒']",𒁹𒀀𒋻𒋢𒊒,{1}a-tar-su-ru,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Attar-suru,Attar-suri,1,,P335268,3,2,seal identification
27927,P335268.4.1,ṣu-pur,ṣupur[fingernail]N,,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P335268,4,1,seal identification
27928,P335268.4.2,{mi₂}a-mat—{d}su-uʾ-la,Amat-Sula[1]PN$,PN,PN,"['𒊩', '𒀀', '𒆳', '𒀭', '𒋢', '𒀪', '𒆷']",𒊩𒀀𒆳𒀭𒋢𒀪𒆷,{MI₂}a-mat-{d}su-uʾ-la,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Amat-Sula,Amat-Sula,1,,P335268,4,2,seal identification
27929,P335268.5.1,MI₂-šu₂,issušu[woman]N,,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,issušu,sinništu,woman,,P335268,5,1,seal identification
27930,P335268.5.2,ša,ša[of]DET,,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,P335268,5,2,seal identification
27931,P335268.5.3,{1}EN—BAD₃,Bel-duri[1]PN,PN,PN,"['𒁹', '𒂗', '𒂦']",𒁹𒂗𒂦,{1}EN-BAD₃,"['complete', 'complete', 'complete']",0.0,Bel-duri,Bel-duri,1,,P335268,5,3,seal identification
27932,P335268.5.4,{lu₂v}03-šu₂,tašlīšu[third man on chariot]N,,N,"['𒇽', '𒐈', '𒋙']",𒇽𒐈𒋙,{LU₂~v}03-šu₂,"['complete', 'complete', 'complete']",0.0,tašlīšu,tašlīšu,third man on chariot,,P335268,5,4,seal identification
27933,P335268.5.5,ša,ša[of]DET,,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,P335268,5,5,seal identification
27934,P335268.5.6,a-rit,arītu[shield]N$arīt,,N,"['𒀀', '𒈩']",𒀀𒈩,a-rit,"['complete', 'complete']",0.0,arīt,arītu,shield,,P335268,5,6,seal identification
27935,P335268.6.1,EN,bēl[owner]N,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,P335268,6,1,seal identification
27936,P335268.6.2,E₂,!bēti[house]N,,N,['𒂍'],𒂍,E₂,['complete'],0.0,bēti,bītu,house,,P335268,6,2,seal identification
27937,P335268.6.3,SUM-an,iddan[pay]V,,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,iddan,tadānu,pay,,P335268,6,3,seal identification
27938,P335268.10.1,E₂,bētu[house]N,,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,house,,P335268,10,1,object sold
27939,P335268.10.2,ep-šu₂,epšu[built]AJ,,AJ,"['𒅁', '𒋙']",𒅁𒋙,ep-šu₂,"['complete', 'complete']",0.0,epšu,epšu,built,,P335268,10,2,object sold
27940,P335268.10.3,a-di,adi[with]PRP,,PRP,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,adi,adi,with,,P335268,10,3,object sold
27941,P335268.10.4,{giš}UR₃-MEŠ-šu₂,gušūrīšu[log]N,,N,"['𒄑', '𒃡', '𒈨𒌍', '𒋙']",𒄑𒃡𒈨𒌍𒋙,{GIŠ}UR₃-MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,gušūrīšu,gušūru,log,,P335268,10,4,object sold
27942,P335268.11.1,a-di,adi[with]PRP,,PRP,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,adi,adi,with,,P335268,11,1,object sold
27943,P335268.11.2,{giš}IG-MEŠ-⸢šu₂⸣,dalātīšu[door]N,,N,"['𒄑', '𒅅', '𒈨𒌍', '𒋙']",𒄑𒅅𒈨𒌍𒋙,{GIŠ}IG-MEŠ-⸢šu₂⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,dalātīšu,daltu,door,,P335268,11,2,object sold
27944,P335268.11.3,TUR₃,+tarbaṣu[courtyard//courtyard]N'N$tarbāṣi,,N,['𒉣𒇬'],𒉣𒇬,TUR₃,['complete'],0.0,tarbāṣi,tarbaṣu,courtyard,,P335268,11,3,object sold
27945,P335268.12.1,ina,ina[in]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335268,12,1,object sold
27946,P335268.12.2,{uru}ni-nu-u-a,Ninua[Nineveh]GN$,GN,GN,"['𒌷', '𒉌', '𒉡', '𒌋', '𒀀']",𒌷𒉌𒉡𒌋𒀀,{URU}ni-nu-u-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Ninua,Ninua,Nineveh,,P335268,12,2,object sold
27947,P335268.12.3,SUHUR,ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,P335268,12,3,object sold
27948,P335268.12.4,E₂,bēt[house]N,,N,['𒂍'],𒂍,E₂,['complete'],0.0,bēt,bītu,house,,P335268,12,4,object sold
27949,P335268.12.5,{1}man-nu—ki—PAB-MEŠ,Mannu-ki-ahhe[1]PN$,PN,PN,"['𒁹', '𒌋𒌋', '𒉡', '𒆠', '𒉽', '𒈨𒌍']",𒁹𒌋𒌋𒉡𒆠𒉽𒈨𒌍,{1}man-nu-ki-PAB-MEŠ,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Mannu-ki-ahhe,Mannu-ki-ahhe,1,,P335268,12,5,object sold
27950,P335268.13.1,SUHUR,ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,P335268,13,1,object sold
27951,P335268.13.2,E₂,bēt[house]N,,N,['𒂍'],𒂍,E₂,['complete'],0.0,bēt,bītu,house,,P335268,13,2,object sold
27952,P335268.13.3,{1}DINGIR—KI-ia,Ilu-ittiya[1]PN,PN,PN,"['𒁹', '𒀭', '𒆠', '𒅀']",𒁹𒀭𒆠𒅀,{1}DINGIR-KI-ia,"['complete', 'complete', 'complete', 'complete']",0.0,Ilu-ittiya,Ilu-ittiya,1,,P335268,13,3,object sold
27953,P335268.14.1,SUHUR,ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,P335268,14,1,object sold
