Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
4789,P528251.2.1,X,{na₄}KIŠIB,X,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,,,P528251,2,1,seal identification
4790,P528251.2.2,Ahu-lamur[1]PN,{m}PAB-IGI.LAL,PN,"['𒁹', '𒉽', '𒅆', '𒇲']",𒁹𒉽𒅆𒇲,{m}PAB-IGI.LAL,"['complete', 'complete', 'complete', 'complete']",0.0,Ahu-lamur,Ahu-lamur,1,PN,P528251,2,2,seal identification
4791,P528251.3.1,X,{na₄}KIŠIB,X,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,,,P528251,3,1,seal identification
4792,P528251.3.2,X,{m}aš-šur-DU-pa-ni,X,"['𒁹', '𒀸', '𒋩', '𒁺', '𒉺', '𒉌']",𒁹𒀸𒋩𒁺𒉺𒉌,{m}aš-šur-DU-pa-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528251,3,2,seal identification
4793,P528251.4.1,X,DUMU,X,['𒌉'],𒌉,DUMU,['complete'],0.0,,,,,P528251,4,1,seal identification
4794,P528251.4.2,Šumma-Aššur[1]PN,{m}MU-aš-šur,PN,"['𒁹', '𒈬', '𒀸', '𒋩']",𒁹𒈬𒀸𒋩,{m}MU-aš-šur,"['complete', 'complete', 'complete', 'complete']",0.0,Šumma-Aššur,Šumma-Aššur,1,PN,P528251,4,2,seal identification
4795,P528251.4.3,X,{lu₂}har-har-a.a,X,"['𒇽', '𒄯', '𒄯', '𒀀', '𒀀']",𒇽𒄯𒄯𒀀𒀀,{LU₂}har-har-a.a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528251,4,3,seal identification
4796,P528251.6.1,Bel[1]DN,EN,DN,['𒂗'],𒂗,EN,['complete'],0.0,Bel,Bel,1,DN,P528251,6,1,seal identification
4797,P528251.6.2,X,HA.LA,X,"['𒄩', '𒆷']",𒄩𒆷,HA.LA,"['complete', 'complete']",0.0,,,,,P528251,6,2,seal identification
4798,P528251.6.3,X,zu-a-zi,X,"['𒍪', '𒀀', '𒍣']",𒍪𒀀𒍣,zu-a-zi,"['complete', 'complete', 'complete']",0.0,,,,,P528251,6,3,seal identification
4799,P528251.7.1,n,12,n,['𒌋𒈫'],𒌋𒈫,12,['complete'],0.0,,,,NUMBER,P528251,7,1,object sold
4800,P528251.7.2,X,i-mu-tu,X,"['𒄿', '𒈬', '𒌅']",𒄿𒈬𒌅,i-mu-tu,"['complete', 'complete', 'complete']",0.0,,,,,P528251,7,2,object sold
4801,P528251.7.3,X,ru-up-šu₂,X,"['𒊒', '𒌒', '𒋙']",𒊒𒌒𒋙,ru-up-šu₂,"['complete', 'complete', 'complete']",0.0,,,,,P528251,7,3,object sold
4802,P528251.8.1,X,meš-lu,X,"['𒈨𒌍', '𒇻']",𒈨𒌍𒇻,meš-lu,"['complete', 'complete']",0.0,,,,,P528251,8,1,object sold
4803,P528251.8.2,X,ina,X,['𒀸'],𒀸,ina,['complete'],0.0,,,,,P528251,8,2,object sold
4804,P528251.8.3,X,LU₂,X,['𒇽'],𒇽,LU₂,['complete'],0.0,,,,,P528251,8,3,object sold
4805,P528251.8.4,X,AD-šu₂,X,"['𒀜', '𒋙']",𒀜𒋙,AD-šu₂,"['complete', 'complete']",0.0,,,,,P528251,8,4,object sold
4806,P528251.8.5,X,KU₂,X,['𒅥'],𒅥,KU₂,['complete'],0.0,,,,,P528251,8,5,object sold
4807,P528251.9.1,X,{⸢dug⸣}kal-lu,X,"['𒂁', '𒆗', '𒇻']",𒂁𒆗𒇻,{⸢DUG⸣}kal-lu,"['damaged', 'complete', 'complete']",0.17,,,,,P528251,9,1,object sold
