Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
9147,P335310.2.1,{na₄}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,,P335310,2,1,object sold
9148,P335310.2.2,{1}ze-e-[x,u,,u,"['𒁹', '𒍣', '𒂊', 'x']",𒁹𒍣𒂊x,{1}ze-e-[x],"['complete', 'complete', 'complete', 'missing']",0.25,,,,,P335310,2,2,object sold
9149,P335310.2.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335310,2,3,object sold
9150,P335310.2.4,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335310,2,4,object sold
9151,P335310.3.1,{lu₂}NU.{giš}SAR,nukaribbu[gardener]N$,,N,"['𒇽', '𒉡', '𒄑', '𒊬']",𒇽𒉡𒄑𒊬,{LU₂}NU.{GIŠ}SAR,"['complete', 'complete', 'complete', 'complete']",0.0,nukaribbu,nukaribbu,gardener,,P335310,3,1,object sold
9152,P335310.3.2,ARAD,urdu[servant]N,,N,['𒀴'],𒀴,ARAD,['complete'],0.0,urdu,ardu,servant,,P335310,3,2,object sold
9153,P335310.3.3,{⸢lu₂⸣}[x,u,,u,"['𒇽', 'x']",𒇽x,{⸢LU₂⸣}[x],"['damaged', 'missing']",0.75,,,,,P335310,3,3,object sold
9154,P335310.3.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335310,3,4,object sold
9155,P335310.3.5,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335310,3,5,object sold
9156,P335310.4.1,EN,bēl[owner]N,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,P335310,4,1,object sold
9157,P335310.4.2,{giš}SAR-MEŠ,kirâti[garden]N,,N,"['𒄑', '𒊬', '𒈨𒌍']",𒄑𒊬𒈨𒌍,{GIŠ}SAR-MEŠ,"['complete', 'complete', 'complete']",0.0,kirâti,kirû,garden,,P335310,4,2,object sold
9158,P335310.4.3,[SUM-ni],tadāni[giving]'N,,V,"['𒋧', '𒉌']",𒋧𒉌,[SUM-ni],"['missing', 'missing']",1.0,tadāni,tadānu,giving,,P335310,4,3,object sold
9159,P335310.10.1,IGI,šību[witness]N,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,,P335310,10,1,witness
9160,P335310.10.2,{1}[x,u,,u,"['𒁹', 'x']",𒁹x,{1}[x],"['complete', 'missing']",0.5,,,,,P335310,10,2,witness
9161,P335310.10.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335310,10,3,witness
9162,P335310.10.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335310,10,4,witness
9163,P335310.10.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335310,10,5,witness
9164,P335310.10.6,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335310,10,6,witness
9165,P335310.11.1,IGI,šību[witness]N,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,,P335310,11,1,witness
9166,P335310.11.2,{1}mu-šal-[lim—x,u,,u,"['𒁹', '𒈬', '𒊩', '𒅆', 'x']",𒁹𒈬𒊩𒅆x,{1}mu-šal-[lim-x],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,,,,,P335310,11,2,witness
9167,P335310.11.3,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335310,11,3,witness
9168,P335310.12.1,IGI,šību[witness]N,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,,P335310,12,1,witness
