Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
21022,P527218.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,P527218,2,1,seal identification
21023,P527218.2.2,Ahu-ittabši[1]PN,{m}PAB-it-tab-ši],Ahu-ittabši,Ahu-ittabši,1,PN,"['𒁹', '𒉽', '𒀉', '𒋰', '𒅆']",𒁹𒉽𒀉𒋰𒅆,{[m]}[PAB-it-tab-ši],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,PN,,P527218,2,2,seal identification
21024,P527218.4.1,kunuk[seal]N,{[na₄]}⸢KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}⸢KIŠIB⸣,"['missing', 'damaged']",0.75,,,P527218,4,1,seal identification
21025,P527218.4.2,Nergal-šumu-iddina[1]PN,{m}{d}MAŠ.MAŠ-MU-[AŠ],Nergal-šumu-iddina,Nergal-šumu-iddina,1,PN,"['𒁹', '𒀭', '𒈦', '𒈦', '𒈬', '𒀸']",𒁹𒀭𒈦𒈦𒈬𒀸,{m}{d}MAŠ.MAŠ-MU-[AŠ],"['complete', 'complete', 'complete', 'complete', 'complete', 'missing']",0.17,PN,,P527218,4,2,seal identification
21026,P527218.5.1,n,02,,,,n,['0₂'],0₂,[02],['missing'],1.0,NUMBER,,P527218,5,1,seal identification
21027,P527218.5.2,marʾē[son]N,DUMU.MEŠ,marʾē,māru,son,N,"['𒌉', '𒈨𒌍']",𒌉𒈨𒌍,DUMU.MEŠ,"['complete', 'complete']",0.0,,,P527218,5,2,seal identification
21028,P527218.5.3,Ubru-Nabu[1]PN,{m}SUHUŠ-{d}[PA],Ubru-Nabu,Ubru-Nabu,1,PN,"['𒁹', '𒁼', '𒀭', '𒉺']",𒁹𒁼𒀭𒉺,{m}SUHUŠ-{d}[PA],"['complete', 'complete', 'complete', 'missing']",0.25,PN,,P527218,5,3,seal identification
21029,P527218.6.1,bēl[owner]N,[EN],bēl,bēlu,owner,N,['𒂗'],𒂗,[EN],['missing'],1.0,,,P527218,6,1,seal identification
21030,P527218.6.2,eqli[field]N,A.ŠA₃.GA,eqli,eqlu,field,N,"['𒀀', '𒊮', '𒂵']",𒀀𒊮𒂵,A.ŠA₃.GA,"['complete', 'complete', 'complete']",0.0,,,P527218,6,2,seal identification
21031,P527218.6.3,tadān[giving]'N,SUM-an,tadān,tadānu,giving,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,,,P527218,6,3,seal identification
21032,P527218.8.1,bētu[house]N,[E₂,bētu,bītu,house,N,['𒂍'],𒂍,[E₂],['missing'],1.0,,,P527218,8,1,object sold
21033,P527218.8.2,n,x],,,,n,['X'],X,[x],['missing'],1.0,NUMBER,,P527218,8,2,object sold
21034,P527218.8.3,imār[a unit of capacity]N,ANŠE,imār,imēru,a unit of capacity,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,,,P527218,8,3,object sold
