Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
1478,P522846.2.1,kunuk[seal]N,{[na₄]}⸢KIŠIB⸣,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}⸢KIŠIB⸣,"['missing', 'damaged']",0.75,kunuk,kunukku,seal,P522846,2,1,seal identification
1479,P522846.2.2,Nabu-šezibanni[1]PN,{m}{d}PA-še-zib-a-ni,PN,PN,"['𒁹', '𒀭', '𒉺', '𒊺', '𒍦', '𒀀', '𒉌']",𒁹𒀭𒉺𒊺𒍦𒀀𒉌,{m}{d}PA-še-zib-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-šezibanni,Nabu-šezibanni,1,P522846,2,2,seal identification
1480,P522846.3.1,+rab-ālāni[village manager]N$,{⸢lu₂⸣}GAL-URU.MEŠ-ni,,N,"['𒇽', '𒃲', '𒌷', '𒈨𒌍', '𒉌']",𒇽𒃲𒌷𒈨𒌍𒉌,{⸢LU₂⸣}GAL-URU.MEŠ-ni,"['damaged', 'complete', 'complete', 'complete', 'complete']",0.1,rab-ālāni,rab-ālāni,village manager,P522846,3,1,seal identification
1481,P522846.4.1,bēl[owner]N,EN,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,P522846,4,1,seal identification
1482,P522846.4.2,hirīṣi[moat]N,hi-ri-ṣi,,N,"['𒄭', '𒊑', '𒍢']",𒄭𒊑𒍢,hi-ri-ṣi,"['complete', 'complete', 'complete']",0.0,hirīṣi,harīṣu,moat,P522846,4,2,seal identification
1483,P522846.4.3,adi[with]PRP,a-di,,PRP,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,adi,adi,with,P522846,4,3,seal identification
1484,P522846.4.4,šiddu[long end]N,UŠ,,N,['𒍑'],𒍑,UŠ,['complete'],0.0,šiddu,šiddu,long end,P522846,4,4,seal identification
1485,P522846.4.5,dūrīšu[fortification wall]N,BAD₃-šu₂,,N,"['𒂦', '𒋙']",𒂦𒋙,BAD₃-šu₂,"['complete', 'complete']",0.0,dūrīšu,dūru,fortification wall,P522846,4,5,seal identification
1486,P522846.5.1,adi[with]PRP,⸢a⸣-di,,PRP,"['𒀀', '𒁲']",𒀀𒁲,⸢a⸣-di,"['damaged', 'complete']",0.25,adi,adi,with,P522846,5,1,seal identification
1487,P522846.5.2,+šaptu[lip//bank]N'N$šapti,šap-ti,,N,"['𒉺𒅁', '𒋾']",𒉺𒅁𒋾,šap-ti,"['complete', 'complete']",0.0,šapti,šaptu,bank,P522846,5,2,seal identification
