Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
33,P514225.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P514225,2,1,none
34,P514225.2.2,u,...],,,,u,['x'],x,[x],['missing'],1.0,,P514225,2,2,none
35,P514225.6.1,kaqqari[ground]N,⸢kaq⸣-qa-ri,kaqqari,qaqqaru,ground,N,"['𒆕', '𒋡', '𒊑']",𒆕𒋡𒊑,⸢kaq⸣-qa-ri,"['damaged', 'complete', 'complete']",0.17,,P514225,6,1,object sold
36,P514225.6.2,puṣê[bare]AJ,pu-ṣe-e,puṣê,peṣû,bare,AJ,"['𒁍', '𒍢', '𒂊']",𒁍𒍢𒂊,pu-ṣe-e,"['complete', 'complete', 'complete']",0.0,,P514225,6,2,object sold
37,P514225.6.3,n,16,,,,n,['𒌋𒐋'],𒌋𒐋,16,['complete'],0.0,NUMBER,P514225,6,3,object sold
38,P514225.6.4,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514225,6,4,object sold
39,P514225.6.5,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,NUMBER,P514225,6,5,object sold
40,P514225.6.6,ammiti[a unit of length]N,⸢KUŠ₃⸣,ammiti,ammatu,a unit of length,N,['𒌑'],𒌑,⸢KUŠ₃⸣,['damaged'],0.5,,P514225,6,6,object sold
41,P514225.6.7,arku[long]AJ$,GID₂.⸢DA⸣,arku,arku,long,AJ,"['𒁍', '𒁕']",𒁍𒁕,GID₂.⸢DA⸣,"['complete', 'damaged']",0.25,,P514225,6,7,object sold
42,P514225.7.1,n,n,,,,n,['X'],X,[n],['missing'],1.0,NUMBER,P514225,7,1,object sold
43,P514225.7.2,ina[in]PRP,ina],ina,ina,in,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,P514225,7,2,object sold
44,P514225.7.3,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,NUMBER,P514225,7,3,object sold
45,P514225.7.4,ammiti[a unit of length]N,KUŠ₃,ammiti,ammatu,a unit of length,N,['𒌑'],𒌑,KUŠ₃,['complete'],0.0,,P514225,7,4,object sold
46,P514225.7.5,rapšu[wide]AJ$,DAGAL,rapšu,rapšu,wide,AJ,['𒂼'],𒂼,DAGAL,['complete'],0.0,,P514225,7,5,object sold
47,P514225.7.6,zittu[share]N,HA.LA,zittu,zittu,share,N,"['𒄩', '𒆷']",𒄩𒆷,HA.LA,"['complete', 'complete']",0.0,,P514225,7,6,object sold
48,P514225.7.7,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,P514225,7,7,object sold
49,P514225.7.8,Qat-ili-gabbu[]PN$,{m}⸢ŠU⸣.2-DINGIR]-⸢gab-bu⸣,Qat-ili-gabbu,Qat-ili-gabbu,1,PN,"['𒁹', '𒋗', '𒈫', '𒀭', '𒃮', '𒁍']",𒁹𒋗𒈫𒀭𒃮𒁍,{m}⸢ŠU⸣.[2-DINGIR]-⸢gab-bu⸣,"['complete', 'damaged', 'missing', 'missing', 'damaged', 'damaged']",0.58,PN,P514225,7,8,object sold
50,P514225.7.9,ša-bābi[janitor]N$,{lu₂}KA₂,ša-bābi,ša-bābi,janitor,N,"['𒇽', '𒆍']",𒇽𒆍,{LU₂}KA₂,"['complete', 'complete']",0.0,,P514225,7,9,object sold
51,P514225.8.1,ina[in]PRP,[i]-⸢na⸣,ina,ina,in,PRP,"['𒄿', '𒈾']",𒄿𒈾,[i]-⸢na⸣,"['missing', 'damaged']",0.75,,P514225,8,1,object sold
52,P514225.8.2,šattu[year]N$šatti,MU.AN.NA,šatti,šattu,year,N,"['𒈬', '𒀭', '𒈾']",𒈬𒀭𒈾,MU.AN.NA,"['complete', 'complete', 'complete']",0.0,,P514225,8,2,object sold
53,P514225.8.3,kī[like//when]PRP'SBJ$kî,⸢ki⸣-i,kî,kī,when,PRP,"['𒆠', '𒄿']",𒆠𒄿,⸢ki⸣-i,"['damaged', 'complete']",0.25,,P514225,8,3,object sold
54,P514225.8.4,ša[that]REL,ša,ša,ša,that,REL,['𒊭'],𒊭,ša,['complete'],0.0,,P514225,8,4,object sold
55,P514225.8.5,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,NUMBER,P514225,8,5,object sold
56,P514225.8.6,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P514225,8,6,object sold
57,P514225.8.7,erû[copper]N$erî,⸢URUDU⸣.MEŠ,erî,erû,copper,N,"['𒍏', '𒈨𒌍']",𒍏𒈨𒌍,⸢URUDU⸣.MEŠ,"['damaged', 'complete']",0.25,,P514225,8,7,object sold
58,P514225.9.1,n,n,,,,n,['X'],X,[n],['missing'],1.0,NUMBER,P514225,9,1,object sold
59,P514225.9.2,sūtu[unit//a unit of capacity]N'N$sūt,BAN₂],sūt,sūtu,a unit of capacity,N,['𒑏'],𒑏,[BAN₂],['missing'],1.0,,P514225,9,2,object sold
60,P514225.9.3,n,5,,,,n,['𒐊'],𒐊,5,['complete'],0.0,NUMBER,P514225,9,3,object sold
61,P514225.9.4,qû[unit//a unit of capacity]N'N$qa,SILA₃,qa,qû,a unit of capacity,N,['𒋡'],𒋡,SILA₃,['complete'],0.0,,P514225,9,4,object sold
