Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
19761,P335539.2.1,{na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunukku,kunukku,seal,,,P335539,2,1,seal identification
19762,P335539.2.2,{1}{d}UTU—bal-liṭ-an-ni,Šamaš-balliṭanni[1]PN$,PN,"['𒁹', '𒀭', '𒌓', '𒁄', '𒀖', '𒀭', '𒉌']",𒁹𒀭𒌓𒁄𒀖𒀭𒉌,{1}{d}UTU-bal-liṭ-an-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Šamaš-balliṭanni,Šamaš-balliṭanni,1,PN,,P335539,2,2,seal identification
19763,P335539.3.1,{na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunukku,kunukku,seal,,,P335539,3,1,seal identification
19764,P335539.3.2,{1}ARAD—{d}15,Urdu-Issar[1]PN,PN,"['𒁹', '𒀴', '𒀭', '15']",𒁹𒀴𒀭15,{1}ARAD-{d}15,"['complete', 'complete', 'complete', 'complete']",0.0,Urdu-Issar,Urdu-Issar,1,PN,,P335539,3,2,seal identification
19765,P335539.4.1,PAB,gimru[total]N,N,['𒉽'],𒉽,PAB,['complete'],0.0,gimru,gimru,total,,,P335539,4,1,seal identification
19766,P335539.4.2,02,n,n,['𒈫'],𒈫,02,['complete'],0.0,,,,NUMBER,,P335539,4,2,seal identification
19767,P335539.4.3,DUMU-MEŠ,marʾē[son]N,N,"['𒌉', '𒈨𒌍']",𒌉𒈨𒌍,DUMU-MEŠ,"['complete', 'complete']",0.0,marʾē,māru,son,,,P335539,4,3,seal identification
19768,P335539.4.4,{1}AD—SU,Abu-eriba[1]PN,PN,"['𒁹', '𒀜', '𒋢']",𒁹𒀜𒋢,{1}AD-SU,"['complete', 'complete', 'complete']",0.0,Abu-eriba,Abu-eriba,1,PN,,P335539,4,4,seal identification
19769,P335539.5.1,TA@v,issu[from+=from]PRP,PRP,['𒋬'],𒋬,TA@v,['complete'],0.0,issu,ištu,from,,,P335539,5,1,seal identification
19770,P335539.5.2,ŠA₃,libbi[interior]N,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,,,P335539,5,2,seal identification
19771,P335539.5.3,{uru}qu-ur-u₂-bi,Qurubi[1]GN$,GN,"['𒌷', '𒄣', '𒌨', '𒌑', '𒁉']",𒌷𒄣𒌨𒌑𒁉,{URU}qu-ur-u₂-bi,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Qurubi,Qurubi,1,GN,,P335539,5,3,seal identification
19772,P335539.6.1,EN,bēl[owner]N,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,,P335539,6,1,seal identification
19773,P335539.6.2,A.ŠA₃,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,,P335539,6,2,seal identification
19774,P335539.6.3,E₂,bēti[house]N,N,['𒂍'],𒂍,E₂,['complete'],0.0,bēti,bītu,house,,,P335539,6,3,seal identification
19775,P335539.6.4,ad-ru,adru[threshing floor]N$,N,"['𒀜', '𒊒']",𒀜𒊒,ad-ru,"['complete', 'complete']",0.0,adru,adru,threshing floor,,,P335539,6,4,seal identification
19776,P335539.6.5,{giš}SAR,kirie[garden]N,N,"['𒄑', '𒊬']",𒄑𒊬,{GIŠ}SAR,"['complete', 'complete']",0.0,kirie,kirû,garden,,,P335539,6,5,seal identification
19777,P335539.7.1,tab-ri-u₂,tabriu[fodder crop//(a type of real estate)]N$,N,"['𒋰', '𒊑', '𒌑']",𒋰𒊑𒌑,tab-ri-u₂,"['complete', 'complete', 'complete']",0.0,tabriu,tabriu,(a type of real estate),,,P335539,7,1,seal identification
19778,P335539.7.2,PU₂,būrti[well]N,N,['𒇥'],𒇥,PU₂,['complete'],0.0,būrti,būrtu,well,,,P335539,7,2,seal identification
19779,P335539.7.3,a-na,ana[for]PRP,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,for,,,P335539,7,3,seal identification
19780,P335539.7.4,MU.AN.NA-MEŠ,šanāti[year]N,N,"['𒈬', '𒀭', '𒈾', '𒈨𒌍']",𒈬𒀭𒈾𒈨𒌍,MU.AN.NA-MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,šanāti,šattu,year,,,P335539,7,4,seal identification
19781,P335539.7.5,SUM-a-ni,tadāni[giving]'N,V,"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,SUM-a-ni,"['complete', 'complete', 'complete']",0.0,tadāni,tadānu,giving,,,P335539,7,5,seal identification
19782,P335539.11.1,E₂,bētu[house]N,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,house,,,P335539,11,1,object sold
19783,P335539.11.2,02,n,n,['𒈫'],𒈫,02,['complete'],0.0,,,,NUMBER,,P335539,11,2,object sold
19784,P335539.11.3,ANŠE,imārī[a unit of capacity]N,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imārī,imēru,a unit of capacity,,,P335539,11,3,object sold
19785,P335539.11.4,A.ŠA₃,eqlu[land]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqlu,eqlu,land,,,P335539,11,4,object sold
19786,P335539.11.5,gab-di,gabdi[adjoining to]PRP,PRP,"['𒃮', '𒁲']",𒃮𒁲,gab-di,"['complete', 'complete']",0.0,gabdi,gabdi,adjoining to,,,P335539,11,5,object sold
19787,P335539.11.6,{1}ur-di,Urdi[1]PN$,PN,"['𒁹', '𒌨', '𒁲']",𒁹𒌨𒁲,{1}ur-di,"['complete', 'complete', 'complete']",0.0,Urdi,Urdi,1,PN,,P335539,11,6,object sold
19788,P335539.12.1,gab-di,gabdi[adjoining to]PRP,PRP,"['𒃮', '𒁲']",𒃮𒁲,gab-di,"['complete', 'complete']",0.0,gabdi,gabdi,adjoining to,,,P335539,12,1,object sold
