Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
13210,P527305.2.1,kunuk[seal]N,{[na₄}KIŠIB],kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,P527305,2,1,seal identification
13211,P527305.2.2,+Kenu-lešir[]PN$,{m}GIN-⸢GIŠ⸣,Kenu-lešir,Kenu-lešir,1,PN,"['𒁹', '𒁺', '𒄑']",𒁹𒁺𒄑,{m}GIN-⸢GIŠ⸣,"['complete', 'complete', 'damaged']",0.17,PN,,P527305,2,2,seal identification
13212,P527305.3.1,kunuk[seal]N,{[na₄}KIŠIB],kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,P527305,3,1,seal identification
13213,P527305.3.2,+Hamada[]PN$,{m}ha-ma-da-a,Hamada,Hamada,1,PN,"['𒁹', '𒄩', '𒈠', '𒁕', '𒀀']",𒁹𒄩𒈠𒁕𒀀,{m}ha-ma-da-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527305,3,2,seal identification
13214,P527305.4.1,marʾē[son]N,[DUMU.MEŠ],marʾē,māru,son,N,"['𒌉', '𒈨𒌍']",𒌉𒈨𒌍,[DUMU].[MEŠ],"['missing', 'missing']",1.0,,,P527305,4,1,seal identification
13215,P527305.4.2,Šamaš-šumu-iidina[1]PN,{m}{d}UTU-MU-AŠ,Šamaš-šumu-iidina,Šamaš-šumu-iidina,1,PN,"['𒁹', '𒀭', '𒌓', '𒈬', '𒀸']",𒁹𒀭𒌓𒈬𒀸,{m}{d}UTU-MU-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527305,4,2,seal identification
13216,P527305.6.1,+x-ayu[from ...]EN$x-aya,{[lu₂}x-x-x]-a-a,x-aya,x-ayu,from ...,EN,"['𒇽', 'X', 'X', 'X', '𒀀', '𒀀']",𒇽XXX𒀀𒀀,{[LU₂]}[x-x-x]-a-a,"['missing', 'missing', 'missing', 'missing', 'complete', 'complete']",0.67,,,P527305,6,1,seal identification
13217,P527305.6.2,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P527305,6,2,seal identification
13218,P527305.6.3,X,UN.MEŠ,,,,X,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN.MEŠ,"['complete', 'complete']",0.0,,,P527305,6,3,seal identification
13219,P527305.7.1,bēl[owner]N,⸢EN⸣,bēl,bēlu,owner,N,['𒂗'],𒂗,⸢EN⸣,['damaged'],0.5,,,P527305,7,1,seal identification
13220,P527305.7.2,X,A.ŠA₃.⸢GA⸣,,,,X,"['𒀀', '𒊮', '𒂵']",𒀀𒊮𒂵,A.ŠA₃.⸢GA⸣,"['complete', 'complete', 'damaged']",0.17,,,P527305,7,2,seal identification
13221,P527305.7.3,X,SUM-a-ni,,,,X,"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,SUM-a-ni,"['complete', 'complete', 'complete']",0.0,,,P527305,7,3,seal identification
13222,P527305.10.1,X,E₂,,,,X,['𒂍'],𒂍,E₂,['complete'],0.0,,,P527305,10,1,object sold
13223,P527305.10.2,X,[ep-šu],,,,X,"['𒅁', '𒋗']",𒅁𒋗,[ep-šu],"['missing', 'missing']",1.0,,,P527305,10,2,object sold
13224,P527305.10.3,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,P527305,10,3,object sold
13225,P527305.10.4,X,⸢gi-mir⸣-ti-šu₂,,,,X,"['𒄀', '𒂇', '𒋾', '𒋙']",𒄀𒂇𒋾𒋙,⸢gi-mir⸣-ti-šu₂,"['damaged', 'damaged', 'complete', 'complete']",0.25,,,P527305,10,4,object sold
13226,P527305.11.1,u,[x,,,,u,['X'],X,[x],['missing'],1.0,,,P527305,11,1,object sold
13227,P527305.11.2,u,x,,,,u,['X'],X,[x],['missing'],1.0,,,P527305,11,2,object sold
13228,P527305.11.3,u,x,,,,u,['X'],X,[x],['missing'],1.0,,,P527305,11,3,object sold
13229,P527305.11.4,u,x],,,,u,['X'],X,[x],['missing'],1.0,,,P527305,11,4,object sold
13230,P527305.11.5,u,x,,,,u,['X'],X,x,['complete'],0.0,,,P527305,11,5,object sold
13231,P527305.11.6,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,P527305,11,6,object sold
13232,P527305.11.7,X,gi-mir-ti-šu₂,,,,X,"['𒄀', '𒂇', '𒋾', '𒋙']",𒄀𒂇𒋾𒋙,gi-mir-ti-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,P527305,11,7,object sold
13233,P527305.12.1,X,[SUHUR,,,,X,['𒋦'],𒋦,[SUHUR],['missing'],1.0,,,P527305,12,1,object sold
