Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
11825,P335434.3.1,[u₂-piš-ma,uppišma[contract]V,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš-ma],"['missing', 'missing', 'missing']",1.0,uppišma,epēšu,contract,,,P335434,3,1,initiation of transaction
11826,P335434.3.2,{1}aš-šur]—⸢BAD₃—PAB⸣,Aššur-duru-uṣur[1]PN,PN,"['𒁹', '𒀸', '𒋩', '𒂦', '𒉽']",𒁹𒀸𒋩𒂦𒉽,{[1]}[aš-šur]-⸢BAD₃-PAB⸣,"['missing', 'missing', 'missing', 'damaged', 'damaged']",0.8,Aššur-duru-uṣur,Aššur-duru-uṣur,1,PN,,P335434,3,2,initiation of transaction
11827,P335434.4.1,⸢TA@v⸣,issu[from+=from]PRP,PRP,['𒋬'],𒋬,⸢TA@v⸣,['damaged'],0.5,issu,ištu,from,,,P335434,4,1,completion of transaction
11828,P335434.4.2,IGI,pān[front]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,,,P335434,4,2,completion of transaction
11829,P335434.4.3,{1}rem₂-ni—DINGIR,Remanni-ilu[1]PN,PN,"['𒁹', '𒀖', '𒉌', '𒀭']",𒁹𒀖𒉌𒀭,{1}rem₂-ni-DINGIR,"['complete', 'complete', 'complete', 'complete']",0.0,Remanni-ilu,Remanni-ilu,1,PN,,P335434,4,3,completion of transaction
11830,P335434.4.4,[ina,ina[in+=for]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P335434,4,4,price
11831,P335434.4.5,ŠA₃,libbi[interior]N,N,['𒊮'],𒊮,[ŠA₃],['missing'],1.0,libbi,libbu,interior,,,P335434,4,5,price
11832,P335434.4.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335434,4,6,price
11833,P335434.4.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335434,4,7,price
11834,P335434.4.8,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335434,4,8,price
11835,P335434.5.1,[il]-⸢qi⸣,ilqi[purchase]V,V,"['𒅋', '𒆥']",𒅋𒆥,[il]-⸢qi⸣,"['missing', 'damaged']",0.75,ilqi,leqû,purchase,,,P335434,5,1,completion of transaction
11836,P335434.5.2,kas-pu,kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,,P335434,5,2,confirmation of transfer 1
11837,P335434.5.3,ga-[mur],gammur[completed]AJ,AJ,"['𒂵', '𒄯']",𒂵𒄯,ga-[mur],"['complete', 'missing']",0.5,gammur,gammuru,completed,,,P335434,5,3,confirmation of transfer 1
11838,P335434.6.1,[ta-din]-ni,tadinni[paid]AJ,AJ,"['𒋫', '𒁷', '𒉌']",𒋫𒁷𒉌,[ta-din]-ni,"['missing', 'missing', 'complete']",0.67,tadinni,tadnu,paid,,,P335434,6,1,confirmation of transfer 1
11839,P335434.6.2,kaq-qa-[ru,kaqqaru[ground]N,N,"['𒆕', '𒋡', '𒊒']",𒆕𒋡𒊒,kaq-qa-[ru],"['complete', 'complete', 'missing']",0.33,kaqqaru,qaqqaru,ground,,,P335434,6,2,confirmation of transfer 2
11840,P335434.6.3,pu-ṣe-e],puṣê[bare]AJ,AJ,"['𒁍', '𒍢', '𒂊']",𒁍𒍢𒂊,[pu-ṣe-e],"['missing', 'missing', 'missing']",1.0,puṣê,peṣû,bare,,,P335434,6,3,confirmation of transfer 2
11841,P335434.8.1,[šu-a-te,šuāte[that]'DP,IP,"['𒋗', '𒀀', '𒋼']",𒋗𒀀𒋼,[šu-a-te],"['missing', 'missing', 'missing']",1.0,šuāte,šuāti,that,,,P335434,8,1,confirmation of transfer 2
