Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
20579,P335556.5.1,[E₂,bētu[plot of land]N,,N,['𒂍'],𒂍,[E₂],['missing'],1.0,bētu,bītu,plot of land,,P335556,5,1,object sold
20580,P335556.5.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335556,5,2,object sold
20581,P335556.5.3,ANŠE,imārī[a unit of capacity]N,,N,['𒀲'],𒀲,[ANŠE],['missing'],1.0,imārī,imēru,a unit of capacity,,P335556,5,3,object sold
20582,P335556.5.4,A.ŠA₃,eqlu[land]N,,N,"['𒀀', '𒊮']",𒀀𒊮,[A].[ŠA₃],"['missing', 'missing']",1.0,eqlu,eqlu,land,,P335556,5,4,object sold
20583,P335556.5.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335556,5,5,object sold
20584,P335556.5.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335556,5,6,object sold
20585,P335556.5.7,x]+⸢x⸣-ri,u,,u,"['x', 'x', '𒊑']",xx𒊑,[x]+⸢x⸣-ri,"['missing', 'damaged', 'complete']",0.5,,,,,P335556,5,7,object sold
20586,P335556.5.8,[o],u,,u,['o'],o,[o],['missing'],1.0,,,,,P335556,5,8,object sold
20587,P335556.6.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335556,6,1,object sold
20588,P335556.6.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335556,6,2,object sold
20589,P335556.6.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335556,6,3,object sold
20590,P335556.6.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335556,6,4,object sold
20591,P335556.6.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335556,6,5,object sold
20592,P335556.6.6,SUHUR,ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,[SUHUR],['missing'],1.0,ṭēhi,ṭāhu,adjacent to,,P335556,6,6,object sold
20593,P335556.6.7,KASKAL,hūli[road]N,,N,['𒆜'],𒆜,[KASKAL],['missing'],1.0,hūli,hūlu,road,,P335556,6,7,object sold
20594,P335556.6.8,ša],ša[which]REL,,REL,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,which,,P335556,6,8,object sold
20595,P335556.6.9,a-na,ana[to]PRP,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,,P335556,6,9,object sold
