Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
22088,P527301.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,P527301,2,1,seal identification
22089,P527301.2.2,x[1]PN,{m}x-x-x-(x)],x,x,1,PN,"['𒁹', 'X', 'X', 'X', 'X']",𒁹XXXX,{[m]}[x-x-x-x],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,PN,,P527301,2,2,seal identification
22090,P527301.4.1,mār[son]N,[DUMU,mār,māru,son,N,['𒌉'],𒌉,[DUMU],['missing'],1.0,,,P527301,4,1,seal identification
22091,P527301.4.2,x[1]PN,{m}x-x-(x)-x]-x,x,x,1,PN,"['𒁹', 'X', 'X', 'X', 'X', 'X']",𒁹XXXXX,{[m]}[x-x-x-x]-x,"['missing', 'missing', 'missing', 'missing', 'missing', 'complete']",0.83,PN,,P527301,4,2,seal identification
22092,P527301.5.1,bēl[owner]N,[EN,bēl,bēlu,owner,N,['𒂗'],𒂗,[EN],['missing'],1.0,,,P527301,5,1,seal identification
22093,P527301.5.2,X,A.ŠA₃].GA,,,,X,"['𒀀', '𒊮', '𒂵']",𒀀𒊮𒂵,[A].[ŠA₃].GA,"['missing', 'missing', 'complete']",0.67,,,P527301,5,2,seal identification
22094,P527301.5.3,X,SUM-ni,,,,X,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,,P527301,5,3,seal identification
22095,P527301.6.1,X,[E₂,,,,X,['𒂍'],𒂍,[E₂],['missing'],1.0,,,P527301,6,1,object sold
22096,P527301.6.2,n,x],,,,n,['X'],X,[x],['missing'],1.0,NUMBER,,P527301,6,2,object sold
22097,P527301.6.3,X,⸢ANŠE⸣,,,,X,['𒀲'],𒀲,⸢ANŠE⸣,['damaged'],0.5,,,P527301,6,3,object sold
22098,P527301.6.4,X,A.ŠA₃.GA,,,,X,"['𒀀', '𒊮', '𒂵']",𒀀𒊮𒂵,A.ŠA₃.GA,"['complete', 'complete', 'complete']",0.0,,,P527301,6,4,object sold
22099,P527301.7.1,X,[SUHUR,,,,X,['𒋦'],𒋦,[SUHUR],['missing'],1.0,,,P527301,7,1,object sold
22100,P527301.7.2,+x-te[]PN$,{m}x-x]-x-te,x-te,x-te,1,PN,"['𒁹', 'X', 'X', 'X', '𒋼']",𒁹XXX𒋼,{[m]}[x-x]-x-te,"['missing', 'missing', 'missing', 'complete', 'complete']",0.6,PN,,P527301,7,2,object sold
