Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
17834,P527252.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P527252,2,1,seal identification
17835,P527252.2.2,+Ana-qate-x[]PN$,{m}a-na-⸢ŠU⸣-[x],Ana-qate-x,Ana-qate-x,1,PN,"['𒁹', '𒀀', '𒈾', '𒋗', 'X']",𒁹𒀀𒈾𒋗X,{m}a-na-⸢ŠU⸣-[x],"['complete', 'complete', 'complete', 'damaged', 'missing']",0.3,PN,,P527252,2,2,seal identification
17836,P527252.2.3,X,{⸢lu₂⸣}GAR-nu,,,,X,"['𒇽', '𒃻', '𒉡']",𒇽𒃻𒉡,{⸢LU₂⸣}GAR-nu,"['damaged', 'complete', 'complete']",0.17,,,P527252,2,3,seal identification
17837,P527252.3.1,Laqe[1]'SN,{uru}la-qe-⸢e⸣,Laqe,Laqe,1,GN,"['𒌷', '𒆷', '𒆥', '𒂊']",𒌷𒆷𒆥𒂊,{URU}la-qe-⸢e⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,SN,,P527252,3,1,seal identification
17838,P527252.6.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P527252,6,1,seal identification
17839,P527252.6.2,+Sin-gamil[]PN$,{m}30-ga-⸢mil⸣,Sin-gamil,Sin-gamil,1,PN,"['𒁹', '𒌍', '𒂵', '𒅖']",𒁹𒌍𒂵𒅖,{m}30-ga-⸢mil⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,PN,,P527252,6,2,seal identification
17840,P527252.6.3,ṭupšarru[scribe]N,{lu₂}A.BA,ṭupšarru,ṭupšarru,scribe,N,"['𒇽', '𒀀', '𒁀']",𒇽𒀀𒁀,{LU₂}A.BA,"['complete', 'complete', 'complete']",0.0,,,P527252,6,3,seal identification
17841,P527252.7.1,X,E₂,,,,X,['𒂍'],𒂍,E₂,['complete'],0.0,,,P527252,7,1,object sold
17842,P527252.7.2,n,30,,,,n,['𒌍'],𒌍,30,['complete'],0.0,NUMBER,,P527252,7,2,object sold
17843,P527252.7.3,X,ANŠE,,,,X,['𒀲'],𒀲,ANŠE,['complete'],0.0,,,P527252,7,3,object sold
