Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
1312,P514291.2.1,kunuk[seal]N,{[na₄]}⸢KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}⸢KIŠIB⸣,"['missing', 'damaged']",0.75,,P514291,2,1,seal identification
1313,P514291.2.2,Marduk-iqbi[]PN$,{m}{d}MES-⸢iq⸣-bi,Marduk-iqbi,Marduk-iqbi,1,PN,"['𒁹', '𒀭', '𒈩', '𒅅', '𒁉']",𒁹𒀭𒈩𒅅𒁉,{m}{d}MES-⸢iq⸣-bi,"['complete', 'complete', 'complete', 'damaged', 'complete']",0.1,PN,P514291,2,2,seal identification
1314,P514291.2.3,ša-muhhi-āli[town overseer]N,{lu₂}⸢ša₂-UGU⸣-URU,ša-muhhi-āli,ša-muhhi-āli,town overseer,N,"['𒇽', '𒃻', '𒌋𒅗', '𒌷']",𒇽𒃻𒌋𒅗𒌷,{LU₂}⸢ša₂-UGU⸣-URU,"['complete', 'damaged', 'damaged', 'complete']",0.25,,P514291,2,3,seal identification
1315,P514291.2.4,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,P514291,2,4,seal identification
1316,P514291.2.5,Libbi-ali[Inner City (Assur)]QN$,⸢ŠA₃.URU⸣,Libbi-ali,Libbi-ali,Inner City (Assur),QN,"['𒊮', '𒌷']",𒊮𒌷,⸢ŠA₃⸣.⸢URU⸣,"['damaged', 'damaged']",0.5,,P514291,2,5,seal identification
1317,P514291.6.1,bētu[house]N,E₂,bētu,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514291,6,1,object sold
1318,P514291.6.2,epšu[act]N,ep-šu₂,epšu,ipšu,act,N,"['𒅁', '𒋙']",𒅁𒋙,ep-šu₂,"['complete', 'complete']",0.0,,P514291,6,2,object sold
1319,P514291.6.3,adi[with]PRP,a-di,adi,adi,with,PRP,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,,P514291,6,3,object sold
1320,P514291.6.4,gušūrīšu[(roof-)beam]N,⸢GIŠ⸣.UR₃.MEŠ-šu₂,gušūrīšu,gušūru,(roof-)beam,N,"['𒄑', '𒃡', '𒈨𒌍', '𒋙']",𒄑𒃡𒈨𒌍𒋙,⸢GIŠ⸣.UR₃.MEŠ-šu₂,"['damaged', 'complete', 'complete', 'complete']",0.12,,P514291,6,4,object sold
1321,P514291.6.5,dalātīšu[door]N,{giš}IG.MEŠ-[šu₂],dalātīšu,daltu,door,N,"['𒄑', '𒅅', '𒈨𒌍', '𒋙']",𒄑𒅅𒈨𒌍𒋙,{GIŠ}IG.MEŠ-[šu₂],"['complete', 'complete', 'complete', 'missing']",0.25,,P514291,6,5,object sold
1322,P514291.7.1,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514291,7,1,object sold
1323,P514291.7.2,dannu[strong//main]AJ'AJ$danni,dan-ni,danni,dannu,main,AJ,"['𒆗', '𒉌']",𒆗𒉌,dan-ni,"['complete', 'complete']",0.0,,P514291,7,2,object sold
1324,P514291.7.3,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514291,7,3,object sold
1325,P514291.7.4,mayāli[bed]N,ma-a-a-li,mayāli,mayyālu,bed,N,"['𒈠', '𒀀', '𒀀', '𒇷']",𒈠𒀀𒀀𒇷,ma-a-a-li,"['complete', 'complete', 'complete', 'complete']",0.0,,P514291,7,4,object sold
1326,P514291.7.5,tarbāṣi[courtyard]N,TUR₃,tarbāṣi,tarbāṣu,courtyard,N,['𒉣𒇬'],𒉣𒇬,TUR₃,['complete'],0.0,,P514291,7,5,object sold
1327,P514291.7.6,bētāni[interior]N,E₂-a-[ni],bētāni,bītānu,interior,N,"['𒂍', '𒀀', '𒉌']",𒂍𒀀𒉌,E₂-a-[ni],"['complete', 'complete', 'missing']",0.33,,P514291,7,6,object sold
1328,P514291.8.1,tarbāṣi[courtyard]N,TUR₃,tarbāṣi,tarbāṣu,courtyard,N,['𒉣𒇬'],𒉣𒇬,TUR₃,['complete'],0.0,,P514291,8,1,object sold
1329,P514291.8.2,mūṣû[exit]N$,E₃-u₂,mūṣû,mūṣû,exit,N,"['𒌓𒁺', '𒌑']",𒌓𒁺𒌑,E₃-u₂,"['complete', 'complete']",0.0,,P514291,8,2,object sold
1330,P514291.8.3,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514291,8,3,object sold
1331,P514291.8.4,ramāku[bathe//bathing]V'N$ramāki,ra-ma-ki,ramāki,ramāku,bathing,V,"['𒊏', '𒈠', '𒆠']",𒊏𒈠𒆠,ra-ma-ki,"['complete', 'complete', 'complete']",0.0,,P514291,8,4,object sold
1332,P514291.8.5,n,2,,,,n,['𒈫'],𒈫,2,['complete'],0.0,NUMBER,P514291,8,5,object sold
1333,P514291.8.6,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514291,8,6,object sold
1334,P514291.8.7,qātāte[hand]N,⸢ŠU⸣.2.MEŠ],qātāte,qātu,hand,N,"['𒋗', '𒈫', '𒈨𒌍']",𒋗𒈫𒈨𒌍,⸢ŠU⸣.[2].[MEŠ],"['damaged', 'missing', 'missing']",0.83,,P514291,8,7,object sold
1335,P514291.9.1,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514291,9,1,object sold
1336,P514291.9.2,abusāti[storehouse]N,a-bu-sa-ti,abusāti,abūsu,storehouse,N,"['𒀀', '𒁍', '𒊓', '𒋾']",𒀀𒁍𒊓𒋾,a-bu-sa-ti,"['complete', 'complete', 'complete', 'complete']",0.0,,P514291,9,2,object sold
1337,P514291.9.3,ṭēhi[adjacent to]PRP,SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,,P514291,9,3,object sold
1338,P514291.9.4,dūri[fortification wall]N,BAD₃,dūri,dūru,fortification wall,N,['𒂦'],𒂦,BAD₃,['complete'],0.0,,P514291,9,4,object sold
1339,P514291.9.5,abni[stone]N,NA₄,abni,abnu,stone,N,['𒉌𒌓'],𒉌𒌓,NA₄,['complete'],0.0,,P514291,9,5,object sold
1340,P514291.10.1,ṭēhi[adjacent to]PRP,SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,,P514291,10,1,object sold
1341,P514291.10.2,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514291,10,2,object sold
1342,P514291.10.3,Eriba-Aššur[1]PN,{m}SU-aš+šur,Eriba-Aššur,Eriba-Aššur,1,PN,"['𒁹', '𒋢', '𒀸', '𒋩']",𒁹𒋢𒀸𒋩,{m}SU-aš+šur,"['complete', 'complete', 'complete', 'complete']",0.0,PN,P514291,10,3,object sold
1343,P514291.10.4,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,P514291,10,4,object sold
1344,P514291.10.5,Iqbi-Aššur[]PN$,{m}iq-bi-aš+šur,Iqbi-Aššur,Iqbi-Aššur,1,PN,"['𒁹', '𒅅', '𒁉', '𒀸', '𒋩']",𒁹𒅅𒁉𒀸𒋩,{m}iq-bi-aš+šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514291,10,5,object sold
1345,P514291.10.6,u,{⸢lu₂⸣}[x],,,,u,"['𒇽', 'X']",𒇽X,{⸢LU₂⸣}[x],"['damaged', 'missing']",0.75,,P514291,10,6,object sold
1346,P514291.11.1,ṭēhi[adjacent to]PRP,SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,,P514291,11,1,object sold
1347,P514291.11.2,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514291,11,2,object sold
1348,P514291.11.3,Huthuti[]PN$,{m}hu-ut-hu-ti-i,Huthuti,Huthuti,1,PN,"['𒁹', '𒄷', '𒌓', '𒄷', '𒋾', '𒄿']",𒁹𒄷𒌓𒄷𒋾𒄿,{m}hu-ut-hu-ti-i,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514291,11,3,object sold
1349,P514291.11.4,Harharaya[from Harhar]EN$,{kur}har-ha-⸢ra⸣-[a-a],Harharaya,Harharaya,from Harhar,EN,"['𒆳', '𒄯', '𒄩', '𒊏', '𒀀', '𒀀']",𒆳𒄯𒄩𒊏𒀀𒀀,{KUR}har-ha-⸢ra⸣-[a-a],"['complete', 'complete', 'complete', 'damaged', 'missing', 'missing']",0.42,,P514291,11,4,object sold
1350,P514291.12.1,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514291,12,1,object sold
1351,P514291.12.2,šuātu[this]'DP,šu₂-a-tu,šuātu,šuāti,this,IP,"['𒋙', '𒀀', '𒌅']",𒋙𒀀𒌅,šu₂-a-tu,"['complete', 'complete', 'complete']",0.0,,P514291,12,2,object sold
1352,P514291.12.3,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,P514291,12,3,object sold
1353,P514291.12.4,Nabu-mudammiq[1]PN,{m}{d}PA-mu-SIG,Nabu-mudammiq,Nabu-mudammiq,1,PN,"['𒁹', '𒀭', '𒉺', '𒈬', '𒋝']",𒁹𒀭𒉺𒈬𒋝,{m}{d}PA-mu-SIG,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514291,12,4,object sold
1354,P514291.12.5,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,P514291,12,5,object sold
1355,P514291.12.6,u,{[m}x-x,,,,u,"['𒁹', 'X', 'X']",𒁹XX,{[m]}[x-x],"['missing', 'missing', 'missing']",1.0,,P514291,12,6,object sold
1356,P514291.12.7,u[and]CNJ,u,u,u,and,CNJ,['𒌋'],𒌋,[u],['missing'],1.0,,P514291,12,7,object sold
1357,P514291.12.8,ahūšu[brother]N,PAB-šu₂],ahūšu,ahu,brother,N,"['𒉽', '𒋙']",𒉽𒋙,[PAB-šu₂],"['missing', 'missing']",1.0,,P514291,12,8,object sold
1358,P514291.13.1,Hundiraya[from Hundur/Hindir]EN$,{uru}hu-un-dir₂-a-a,Hundiraya,Hundiraya,from Hundur/Hindir,EN,"['𒌷', '𒄷', '𒌦', '𒁯', '𒀀', '𒀀']",𒌷𒄷𒌦𒁯𒀀𒀀,{URU}hu-un-dir₂-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P514291,13,1,object sold
1359,P514291.13.2,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514291,13,2,other clauses
