Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
6829,P514322.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P514322,2,1,seal identification
6830,P514322.2.2,Mannu-ki-Nabu[1]PN,{m}man-nu-⸢ki⸣-{d}AG,Mannu-ki-Nabu,Mannu-ki-Nabu,1,PN,"['𒁹', '𒌋𒌋', '𒉡', '𒆠', '𒀭', '𒀝']",𒁹𒌋𒌋𒉡𒆠𒀭𒀝,{m}man-nu-⸢ki⸣-{d}AG,"['complete', 'complete', 'complete', 'damaged', 'complete', 'complete']",0.08,PN,P514322,2,2,seal identification
6831,P514322.2.3,ša-muhhi-bēti[overseer of the household//household overseer]N'N$,{lu₂}ša₂.UGU.E₂,ša-muhhi-bēti,ša-muhhi-bēti,household overseer,N,"['𒇽', '𒃻', '𒌋𒅗', '𒂍']",𒇽𒃻𒌋𒅗𒂍,{LU₂}ša₂.UGU.E₂,"['complete', 'complete', 'complete', 'complete']",0.0,,P514322,2,3,seal identification
6832,P514322.6.1,qaqqaru[ground]N$kaqqiri,KI.MEŠ,kaqqiri,qaqqaru,ground,N,"['𒆠', '𒈨𒌍']",𒆠𒈨𒌍,KI.MEŠ,"['complete', 'complete']",0.0,,P514322,6,1,object sold
6833,P514322.6.2,peṣû[white//bare]AJ'AJ$puṣê,BABBAR.MEŠ,puṣê,peṣû,bare,AJ,"['𒌓', '𒈨𒌍']",𒌓𒈨𒌍,BABBAR.MEŠ,"['complete', 'complete']",0.0,,P514322,6,2,object sold
6834,P514322.6.3,n,12,,,,n,['𒌋𒈫'],𒌋𒈫,12,['complete'],0.0,NUMBER,P514322,6,3,object sold
6835,P514322.6.4,arku[long]AJ$,GID₂.DA,arku,arku,long,AJ,"['𒁍', '𒁕']",𒁍𒁕,GID₂.DA,"['complete', 'complete']",0.0,,P514322,6,4,object sold
6836,P514322.6.5,n,8,,,,n,['𒐍'],𒐍,8,['complete'],0.0,NUMBER,P514322,6,5,object sold
6837,P514322.6.6,rapšu[wide]AJ$,⸢DAGAL⸣,rapšu,rapšu,wide,AJ,['𒂼'],𒂼,⸢DAGAL⸣,['damaged'],0.5,,P514322,6,6,object sold
6838,P514322.7.1,ṭēhi[adjacent to]PRP,SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,,P514322,7,1,object sold
6839,P514322.7.2,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514322,7,2,object sold
6840,P514322.7.3,Dadi[1]PN,{m}da-di-i,Dadi,Dadi,1,PN,"['𒁹', '𒁕', '𒁲', '𒄿']",𒁹𒁕𒁲𒄿,{m}da-di-i,"['complete', 'complete', 'complete', 'complete']",0.0,PN,P514322,7,3,object sold
6841,P514322.7.4,ṭupšarru[scribe]N$ṭupšarri,A.⸢BA⸣,ṭupšarri,ṭupšarru,scribe,N,"['𒀀', '𒁀']",𒀀𒁀,A.⸢BA⸣,"['complete', 'damaged']",0.25,,P514322,7,4,object sold
6842,P514322.8.1,ṭēhi[adjacent to]PRP,SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,,P514322,8,1,object sold
6843,P514322.8.2,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514322,8,2,object sold
6844,P514322.8.3,Dadi[1]PN,{m}da-di-i,Dadi,Dadi,1,PN,"['𒁹', '𒁕', '𒁲', '𒄿']",𒁹𒁕𒁲𒄿,{m}da-di-i,"['complete', 'complete', 'complete', 'complete']",0.0,PN,P514322,8,3,object sold
6845,P514322.8.4,mār[son]N,A,mār,māru,son,N,['𒀀'],𒀀,A,['complete'],0.0,,P514322,8,4,object sold
