Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
10296,P335333.3.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,1,none
10297,P335333.3.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,2,none
10298,P335333.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,3,none
10299,P335333.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,4,none
10300,P335333.3.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,5,none
10301,P335333.3.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,6,none
10302,P335333.3.7,(x)],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,7,none
10303,P335333.3.8,⸢da,u,u,['𒁕'],𒁕,⸢da⸣,['damaged'],0.5,,,,,,P335333,3,8,none
10304,P335333.3.9,an⸣,u,u,['𒀭'],𒀭,⸢an⸣,['damaged'],0.5,,,,,,P335333,3,9,none
10305,P335333.3.10,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,10,none
10306,P335333.3.11,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,11,none
10307,P335333.3.12,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,12,none
10308,P335333.3.13,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,3,13,none
10309,P335333.4.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,4,1,none
10310,P335333.4.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,4,2,none
10311,P335333.4.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,4,3,none
10312,P335333.4.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335333,4,4,none
10313,P335333.4.5,ina,ina[in+=for]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P335333,4,5,object sold
