Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
20099,P335448.1.1,⸢ku⸣-um,kūm[instead of]PRP,PRP,"['𒆪', '𒌝']",𒆪𒌝,⸢ku⸣-um,"['damaged', 'complete']",0.25,kūm,kūm,instead of,,,P335448,1,1,seal identification
20100,P335448.1.2,{na₄}KIŠIB-šu₂,kunukkīšu[seal]N,N,"['𒉌𒌓', '𒈩', '𒋙']",𒉌𒌓𒈩𒋙,{NA₄}KIŠIB-šu₂,"['complete', 'complete', 'complete']",0.0,kunukkīšu,kunukku,seal,,,P335448,1,2,seal identification
20101,P335448.1.3,⸢UMBIN⸣-[šu₂,ṣupuršu[fingernail]N,N,"['𒌢', '𒋙']",𒌢𒋙,⸢UMBIN⸣-[šu₂],"['damaged', 'missing']",0.75,ṣupuršu,ṣupru,fingernail,,,P335448,1,3,seal identification
20102,P335448.1.4,iš-kun],iškun[place]V,V,"['𒅖', '𒆲']",𒅖𒆲,[iš-kun],"['missing', 'missing']",1.0,iškun,šakānu,place,,,P335448,1,4,seal identification
20103,P335448.2.1,ṣu-pur,ṣupur[fingernail]N,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,,P335448,2,1,seal identification
20104,P335448.2.2,{1}ab-di—U.U,Abdi-Dada[1]PN$,PN,"['𒁹', '𒀊', '𒁲', '𒌋', '𒌋']",𒁹𒀊𒁲𒌋𒌋,{1}ab-di-U.U,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Abdi-Dada,Abdi-Dada,1,PN,,P335448,2,2,seal identification
20105,P335448.2.3,EN,bēl[owner]N,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,,P335448,2,3,seal identification
20106,P335448.2.4,[E₂],!bēti[house]N,N,['𒂍'],𒂍,[E₂],['missing'],1.0,bēti,bītu,house,,,P335448,2,4,seal identification
20107,P335448.3.1,ta-SUM-[ni],tadāni[giving]'N,V,"['𒋫', '𒋧', '𒉌']",𒋫𒋧𒉌,ta-SUM-[ni],"['complete', 'complete', 'missing']",0.33,tadāni,tadānu,giving,,,P335448,3,1,seal identification
20108,P335448.7.1,E₂,bētu[plot of land]N,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,plot of land,,,P335448,7,1,object sold
20109,P335448.7.2,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,7,2,object sold
20110,P335448.7.3,ANŠE,imārī[a unit of capacity]N,N,['𒀲'],𒀲,[ANŠE],['missing'],1.0,imārī,imēru,a unit of capacity,,,P335448,7,3,object sold
20111,P335448.7.4,A].ŠA₃.GA-MEŠ,eqlāti[field]N,N,"['𒀀', '𒊮', '𒂵', '𒈨𒌍']",𒀀𒊮𒂵𒈨𒌍,[A].ŠA₃.GA-MEŠ,"['missing', 'complete', 'complete', 'complete']",0.25,eqlāti,eqlu,field,,,P335448,7,4,object sold
20112,P335448.7.5,ša,ša[of]DET,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,,P335448,7,5,object sold
20113,P335448.7.6,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,7,6,object sold
20114,P335448.7.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,7,7,object sold
20115,P335448.7.8,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,7,8,object sold
20116,P335448.8.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,8,1,object sold
20117,P335448.8.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,8,2,object sold
20118,P335448.8.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,8,3,object sold
20119,P335448.8.4,x]+⸢x⸣,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P335448,8,4,object sold
20120,P335448.8.5,SUHUR,ṭēhi[adjacent to]PRP,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,,P335448,8,5,object sold
20121,P335448.8.6,SAG,rēš[beginning]N,N,['𒊕'],𒊕,SAG,['complete'],0.0,rēš,rēšu,beginning,,,P335448,8,6,object sold
20122,P335448.8.7,A.⸢ŠA₃⸣,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.⸢ŠA₃⸣,"['complete', 'damaged']",0.25,eqli,eqlu,field,,,P335448,8,7,object sold
20123,P335448.8.8,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,8,8,object sold
20124,P335448.8.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,8,9,object sold
20125,P335448.8.10,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,8,10,object sold
20126,P335448.9.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,9,1,object sold
20127,P335448.9.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,9,2,object sold
20128,P335448.9.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,9,3,object sold
20129,P335448.9.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335448,9,4,object sold
