Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
1434,P514159.3.1,mār[son]N,DUMU,,N,['𒌉'],𒌉,DUMU,['complete'],0.0,mār,māru,son,P514159,3,1,none
1435,P514159.3.2,Rabati[1]PN,{m}ri-ba-[te,PN,PN,"['𒁹', '𒊑', '𒁀', '𒋼']",𒁹𒊑𒁀𒋼,{m}ri-ba-[te],"['complete', 'complete', 'complete', 'missing']",0.25,Rabati,Rabati,1,P514159,3,2,none
1436,P514159.3.3,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,P514159,3,3,other clauses
1437,P514159.3.4,šatti[year]N,MU.AN.NA],,N,"['𒈬', '𒀭', '𒈾']",𒈬𒀭𒈾,[MU].[AN].[NA],"['missing', 'missing', 'missing']",1.0,šatti,šattu,year,P514159,3,4,other clauses
1438,P514159.4.1,kî[like]PRP,ki-i,,PRP,"['𒆠', '𒄿']",𒆠𒄿,ki-i,"['complete', 'complete']",0.0,kî,kī,like,P514159,4,1,other clauses
1439,P514159.4.2,ša[that]REL,ša,,REL,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,that,P514159,4,2,other clauses
1440,P514159.4.3,n,01,NUMBER,n,['01'],01,01,['complete'],0.0,,,,P514159,4,3,other clauses
1441,P514159.4.4,manā[a unit of weight]N,MA.NA,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manā,manû,a unit of weight,P514159,4,4,other clauses
1442,P514159.4.5,erû[copper]N,⸢URUDU⸣,,N,['𒍏'],𒍏,⸢URUDU⸣,['damaged'],0.5,erî,erû,copper,P514159,4,5,other clauses
1443,P514159.4.6,u,[x-BAN₂,,u,"['X', '𒑏']",X𒑏,[x-BAN₂],"['missing', 'missing']",1.0,,,,P514159,4,6,other clauses
1444,P514159.4.7,uṭṭutu[barley]N,ŠE.BAR],,N,"['𒊺', '𒁇']",𒊺𒁇,[ŠE].[BAR],"['missing', 'missing']",1.0,uṭṭutu,uṭṭatu,barley,P514159,4,7,other clauses
1445,P514159.5.1,tallikūni[be worth]V,DU-u-ni,,V,"['𒁺', '𒌋', '𒉌']",𒁺𒌋𒉌,DU-u-ni,"['complete', 'complete', 'complete']",0.0,tallikūni,alāku,be worth,P514159,5,1,other clauses
1446,P514159.5.2,ina[in]PRP,i-na,,PRP,"['𒄿', '𒈾']",𒄿𒈾,i-na,"['complete', 'complete']",0.0,ina,ina,in,P514159,5,2,price
1447,P514159.5.3,libbi[interior]N,⸢ŠA₃⸣-[bi,,N,"['𒊮', '𒁉']",𒊮𒁉,⸢ŠA₃⸣-[bi],"['damaged', 'missing']",0.75,libbi,libbu,interior,P514159,5,3,price
1448,P514159.5.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P514159,5,4,price
1449,P514159.5.5,manā[a unit of weight]N,MA.NA,,N,"['𒈠', '𒈾']",𒈠𒈾,[MA].[NA],"['missing', 'missing']",1.0,manā,manû,a unit of weight,P514159,5,5,price
1450,P514159.5.6,ṣarpu[silver]N,KUG.UD],,N,"['𒆬', '𒌓']",𒆬𒌓,[KUG].[UD],"['missing', 'missing']",1.0,ṣarpu,ṣarpu,silver,P514159,5,6,price
1451,P514159.6.1,ilqe[purchase]V,il-qe,,V,"['𒅋', '𒆥']",𒅋𒆥,il-qe,"['complete', 'complete']",0.0,ilqe,leqû,purchase,P514159,6,1,completion of transaction
1452,P514159.6.2,kaspu[money]N,kas-pu,,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,P514159,6,2,confirmation of transfer 1
1453,P514159.6.3,gammur[completed]AJ,[gam-mur,,AJ,"['𒃵', '𒄯']",𒃵𒄯,[gam-mur],"['missing', 'missing']",1.0,gammur,gammuru,completed,P514159,6,3,confirmation of transfer 1
1454,P514159.6.4,tadin[paid]AJ,ta-din],,AJ,"['𒋫', '𒁷']",𒋫𒁷,[ta-din],"['missing', 'missing']",1.0,tadin,tadnu,paid,P514159,6,4,confirmation of transfer 1
1455,P514159.7.1,bētu[house]N,E₂,,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,house,P514159,7,1,confirmation of transfer 2
1456,P514159.7.2,zarip[purchased]AJ,za-rip,,AJ,"['𒍝', '𒆗']",𒍝𒆗,za-rip,"['complete', 'complete']",0.0,zarip,zarpu,purchased,P514159,7,2,confirmation of transfer 2
1457,P514159.7.3,+leqû[taken//acquired]AJ'AJ$laqe,la-⸢qe⸣,,AJ,"['𒆷', '𒆥']",𒆷𒆥,la-⸢qe⸣,"['complete', 'damaged']",0.25,laqe,leqû,acquired,P514159,7,3,confirmation of transfer 2
1458,P514159.7.4,tuāru[revocation]'N,[tu₂-a-ru],,V,"['𒌓', '𒀀', '𒊒']",𒌓𒀀𒊒,[tu₂-a-ru],"['missing', 'missing', 'missing']",1.0,tuāru,târu,revocation,P514159,7,4,exclusion of litigation
