Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
8483,P514252.4.1,mā[saying]PRP,ma-a,mā,mā,saying,PRP,"['𒈠', '𒀀']",𒈠𒀀,ma-a,"['complete', 'complete']",0.0,,P514252,4,1,penalties for litigation: contravention
8484,P514252.4.2,eqlu[field]N,A.ŠA₃,eqlu,eqlu,field,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,,P514252,4,2,penalties for litigation: contravention
8485,P514252.4.3,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,P514252,4,3,penalties for litigation: contravention
8486,P514252.4.4,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514252,4,4,penalties for litigation: contravention
8487,P514252.4.5,abīni[father]N,AD-ni,abīni,abu,father,N,"['𒀜', '𒉌']",𒀜𒉌,AD-ni,"['complete', 'complete']",0.0,,P514252,4,5,penalties for litigation: contravention
8488,P514252.4.6,šû[it]IP,šu-u,šû,šū,it,IP,"['𒋗', '𒌋']",𒋗𒌋,šu-u,"['complete', 'complete']",0.0,,P514252,4,6,penalties for litigation: contravention
8489,P514252.4.7,kaspu[money]N,⸢kas⸣-pu,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,⸢kas⸣-pu,"['damaged', 'complete']",0.25,,P514252,4,7,penalties for litigation: penalty
8490,P514252.4.8,ana[to]PRP,a-⸢na⸣,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-⸢na⸣,"['complete', 'damaged']",0.25,,P514252,4,8,penalties for litigation: penalty
8491,P514252.4.9,ešriātu[tenfold]AV$ešrāte,10.MEŠ-te,ešrāte,ešriātu,tenfold,AV,"['𒌋', '𒈨𒌍', '𒋼']",𒌋𒈨𒌍𒋼,10.MEŠ-te,"['complete', 'complete', 'complete']",0.0,,P514252,4,9,penalties for litigation: penalty
8492,P514252.5.1,ana[to]PRP,ana,ana,ana,to,PRP,['𒁹'],𒁹,ana,['complete'],0.0,,P514252,5,1,penalties for litigation: penalty
8493,P514252.5.2,bēlu[lord]N$bēlēšu,EN.MEŠ-šu₂,bēlēšu,bēlu,lord,N,"['𒂗', '𒈨𒌍', '𒋙']",𒂗𒈨𒌍𒋙,EN.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,P514252,5,2,penalties for litigation: penalty
8494,P514252.5.3,târu[turn//return]V'V$utâra,GUR-ra,utâra,târu,return,V,"['𒄥', '𒊏']",𒄥𒊏,GUR-ra,"['complete', 'complete']",0.0,,P514252,5,3,penalties for litigation: penalty
8495,P514252.5.4,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514252,5,4,penalties for litigation: penalty
8496,P514252.5.5,dēnīšu[lawsuit]N,de-ni-šu₂,dēnīšu,dīnu,lawsuit,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-ni-šu₂,"['complete', 'complete', 'complete']",0.0,,P514252,5,5,penalties for litigation: penalty
