Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
3442,P514222.2.1,kunukku[seal]N$kunuk,{⸢na₄}KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,,P514222,2,1,seal identification
3443,P514222.2.2,Lipušu[]PN$,{m}⸢li-pu⸣-[šu₂],Lipušu,Lipušu,1,PN,"['𒁹', '𒇷', '𒁍', '𒋙']",𒁹𒇷𒁍𒋙,{m}⸢li-pu⸣-[šu₂],"['complete', 'damaged', 'damaged', 'missing']",0.5,PN,P514222,2,2,seal identification
3444,P514222.3.1,bītu[house]N$bētu,E₂,bētu,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514222,3,1,object sold
3445,P514222.3.2,zittu[share]N,HA.⸢LA⸣,zittu,zittu,share,N,"['𒄩', '𒆷']",𒄩𒆷,HA.⸢LA⸣,"['complete', 'damaged']",0.25,,P514222,3,2,object sold
3446,P514222.3.3,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,P514222,3,3,object sold
3447,P514222.3.4,Lipušu[]PN$,{⸢m⸣}[li]-⸢pu-šu₂⸣,Lipušu,Lipušu,1,PN,"['𒁹', '𒇷', '𒁍', '𒋙']",𒁹𒇷𒁍𒋙,{⸢m⸣}[li]-⸢pu-šu₂⸣,"['damaged', 'missing', 'damaged', 'damaged']",0.62,PN,P514222,3,4,object sold
3448,P514222.3.5,ana[to]PRP,[a-na],ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,P514222,3,5,completion of transaction
3449,P514222.4.1,Nabu-abi-terra[]PN$,{m}{d}AG-bi-GUR,Nabu-abi-terra,Nabu-abi-terra,1,PN,"['𒁹', '𒀭', '𒀝', '𒁉', '𒄥']",𒁹𒀭𒀝𒁉𒄥,{m}{d}AG-bi-GUR,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514222,4,1,completion of transaction
3450,P514222.4.2,habullīšu[debt]N,ha-bu-[li-šu],habullīšu,hubullu,debt,N,"['𒄩', '𒁍', '𒇷', '𒋗']",𒄩𒁍𒇷𒋗,ha-bu-[li-šu],"['complete', 'complete', 'missing', 'missing']",0.5,,P514222,4,2,completion of transaction
3451,P514222.5.1,ussallim[compensate]V,u₂-sa-lim,ussallim,šalāmu,compensate,V,"['𒌑', '𒊓', '𒅆']",𒌑𒊓𒅆,u₂-sa-lim,"['complete', 'complete', 'complete']",0.0,,P514222,5,1,completion of transaction
