Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
29548,P335543.2.1,{na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunukku,kunukku,seal,,,P335543,2,1,seal identification
29549,P335543.2.2,{1}{d}30—ku-ṣur-a-ni,Sin-kuṣuranni[1]PN$,PN,"['𒁹', '𒀭', '𒌍', '𒆪', '𒀫', '𒀀', '𒉌']",𒁹𒀭𒌍𒆪𒀫𒀀𒉌,{1}{d}30-ku-ṣur-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Sin-kuṣuranni,Sin-kuṣuranni,1,PN,,P335543,2,2,seal identification
29550,P335543.3.1,{na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunukku,kunukku,seal,,,P335543,3,1,seal identification
29551,P335543.3.2,{1}U.U—DINGIR-a.a,Dadi-ilaʾi[1]PN$,PN,"['𒁹', '𒌋', '𒌋', '𒀭', '𒀀', '𒀀']",𒁹𒌋𒌋𒀭𒀀𒀀,{1}U.U-DINGIR-a.a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Dadi-ilaʾi,Dadi-ilaʾi,1,PN,,P335543,3,2,seal identification
29552,P335543.4.1,EN,bēl[owner]N,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,,P335543,4,1,seal identification
29553,P335543.4.2,A.ŠA₃,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,,P335543,4,2,seal identification
29554,P335543.4.3,SUM-ni,tadāni[giving]'N,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,tadāni,tadānu,giving,,,P335543,4,3,seal identification
29555,P335543.8.1,E₂,bētu[plot of land]N,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,plot of land,,,P335543,8,1,object sold
29556,P335543.8.2,02,n,n,['𒈫'],𒈫,02,['complete'],0.0,,,,NUMBER,,P335543,8,2,object sold
29557,P335543.8.3,ANŠE,imārī[a unit of capacity]N,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imārī,imēru,a unit of capacity,,,P335543,8,3,object sold
29558,P335543.8.4,2(ban₂),n,n,['𒑐'],𒑐,2(ban₂),['complete'],0.0,,,,NUMBER,,P335543,8,4,object sold
29559,P335543.8.5,A.ŠA₃,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,,P335543,8,5,object sold
29560,P335543.8.6,ina,ina[by]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,by,,,P335543,8,6,object sold
29561,P335543.8.7,{giš}BAN₂,sūti[a unit of capacity]N,N,"['𒄑', '𒑏']",𒄑𒑏,{GIŠ}BAN₂,"['complete', 'complete']",0.0,sūti,sūtu,a unit of capacity,,,P335543,8,7,object sold
29562,P335543.8.8,ša₂,ša[of]DET,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,of,,,P335543,8,8,object sold
29563,P335543.8.9,9,n,n,['𒑆'],𒑆,9,['complete'],0.0,,,,NUMBER,,P335543,8,9,object sold
29564,P335543.8.10,qa,qâ[a unit of capacity]N,N,['𒋡'],𒋡,qa,['complete'],0.0,qâ,qû,a unit of capacity,,,P335543,8,10,object sold
29565,P335543.9.1,ina,ina[in]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335543,9,1,object sold
29566,P335543.9.2,{uru}DI.KUD—{d}IM,Dayyanu-Adad[1]GN$,GN,"['𒌷', '𒁲', '𒋻', '𒀭', '𒅎']",𒌷𒁲𒋻𒀭𒅎,{URU}DI.KUD-{d}IM,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Dayyanu-Adad,Dayyanu-Adad,1,GN,,P335543,9,2,object sold
29567,P335543.10.1,gab-di,gabdi[adjoining to]PRP,PRP,"['𒃮', '𒁲']",𒃮𒁲,gab-di,"['complete', 'complete']",0.0,gabdi,gabdi,adjoining to,,,P335543,10,1,object sold
29568,P335543.10.2,ku-da-ri,kudāru[(a kind of terrain)]N$kudāri,N,"['𒆪', '𒁕', '𒊑']",𒆪𒁕𒊑,ku-da-ri,"['complete', 'complete', 'complete']",0.0,kudāri,kudāru,(a kind of terrain),,,P335543,10,2,object sold
29569,P335543.11.1,gab-di,gabdi[adjoining to]PRP,PRP,"['𒃮', '𒁲']",𒃮𒁲,gab-di,"['complete', 'complete']",0.0,gabdi,gabdi,adjoining to,,,P335543,11,1,object sold
29570,P335543.11.2,⸢x,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335543,11,2,object sold
29571,P335543.11.3,x,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335543,11,3,object sold
29572,P335543.11.4,x⸣,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335543,11,4,object sold
