Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
4733,P514287.2.1,kunuk[seal]N,{[na₄]}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}KIŠIB,"['missing', 'complete']",0.5,,P514287,2,1,seal identification
4734,P514287.2.2,u,{m}[x,,,,u,"['𒁹', 'X']",𒁹X,{m}[x],"['complete', 'missing']",0.5,,P514287,2,2,seal identification
4735,P514287.2.3,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514287,2,3,seal identification
4736,P514287.2.4,u,x],,,,u,['X'],X,[x],['missing'],1.0,,P514287,2,4,seal identification
4737,P514287.2.5,hazannu[mayor]N,{lu₂}⸢ha⸣-[za-nu],hazannu,hazannu,mayor,N,"['𒇽', '𒄩', '𒍝', '𒉡']",𒇽𒄩𒍝𒉡,{LU₂}⸢ha⸣-[za-nu],"['complete', 'damaged', 'missing', 'missing']",0.62,,P514287,2,5,seal identification
4738,P514287.3.1,kunuk[seal]N,{⸢na₄⸣}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}KIŠIB,"['damaged', 'complete']",0.25,,P514287,3,1,seal identification
4739,P514287.3.2,u,{⸢m⸣}[x,,,,u,"['𒁹', 'X']",𒁹X,{⸢m⸣}[x],"['damaged', 'missing']",0.75,,P514287,3,2,seal identification
4740,P514287.3.3,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514287,3,3,seal identification
4741,P514287.3.4,u,x],,,,u,['X'],X,[x],['missing'],1.0,,P514287,3,4,seal identification
4742,P514287.3.5,ša-muhhi-āli[town overseer]N$,{lu₂}ša₂-⸢UGU⸣-[URU],ša-muhhi-āli,ša-muhhi-āli,town overseer,N,"['𒇽', '𒃻', '𒌋𒅗', '𒌷']",𒇽𒃻𒌋𒅗𒌷,{LU₂}ša₂-⸢UGU⸣-[URU],"['complete', 'complete', 'damaged', 'missing']",0.38,,P514287,3,5,seal identification
4743,P514287.4.1,kunuk[seal]N,{⸢na₄⸣}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}KIŠIB,"['damaged', 'complete']",0.25,,P514287,4,1,seal identification
4744,P514287.4.2,u,{[m}x,,,,u,"['𒁹', 'X']",𒁹X,{[m]}[x],"['missing', 'missing']",1.0,,P514287,4,2,seal identification
4745,P514287.4.3,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514287,4,3,seal identification
4746,P514287.4.4,u,x],,,,u,['X'],X,[x],['missing'],1.0,,P514287,4,4,seal identification
4747,P514287.4.5,rabû[big one//commander]N'N$rab,{⸢lu₂}GAL⸣,rab,rabû,commander,N,"['𒇽', '𒃲']",𒇽𒃲,{⸢LU₂⸣}⸢GAL⸣,"['damaged', 'damaged']",0.5,,P514287,4,5,seal identification
4748,P514287.4.6,ešertu[group of ten]N$ešerti,10-ti,ešerti,ešertu,group of ten,N,"['𒌋', '𒋾']",𒌋𒋾,10-ti,"['complete', 'complete']",0.0,,P514287,4,6,seal identification
4749,P514287.4.7,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,P514287,4,7,seal identification
