Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
2799,P335949.2.1,[ku-um],kūm[instead of]PRP,,PRP,"['𒆪', '𒌝']",𒆪𒌝,[ku-um],"['missing', 'missing']",1.0,kūm,kūm,instead of,,P335949,2,1,seal identification
2800,P335949.2.2,{na₄}⸢KIŠIB⸣-[šu₂],kunukkīšu[seal]N,,N,"['𒉌𒌓', '𒈩', '𒋙']",𒉌𒌓𒈩𒋙,{NA₄}⸢KIŠIB⸣-[šu₂],"['complete', 'damaged', 'missing']",0.5,kunukkīšu,kunukku,seal,,P335949,2,2,seal identification
2801,P335949.2.3,ṣu-pur-šu₂,ṣupuršu[fingernail]N,,N,"['𒍮', '𒁓', '𒋙']",𒍮𒁓𒋙,ṣu-pur-šu₂,"['complete', 'complete', 'complete']",0.0,ṣupuršu,ṣupru,fingernail,,P335949,2,3,seal identification
2802,P335949.2.4,iš-kun,iškun[place]V,,V,"['𒅖', '𒆲']",𒅖𒆲,iš-kun,"['complete', 'complete']",0.0,iškun,šakānu,place,,P335949,2,4,seal identification
2803,P335949.3.1,ṣu-[pur],ṣupur[fingernail]N,,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-[pur],"['complete', 'missing']",0.5,ṣupur,ṣupru,fingernail,,P335949,3,1,seal identification
2804,P335949.3.2,{1}{d}⸢IM⸣-i,Addi[1]PN$,PN,PN,"['𒁹', '𒀭', '𒅎', '𒄿']",𒁹𒀭𒅎𒄿,{1}{d}⸢IM⸣-i,"['complete', 'complete', 'damaged', 'complete']",0.12,Addi,Addi,1,,P335949,3,2,seal identification
2805,P335949.3.3,EN,bēl[owner]N,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,P335949,3,3,seal identification
2806,P335949.3.4,A.ŠA₃,eqli[land]N,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,land,,P335949,3,4,seal identification
2807,P335949.3.5,⸢SUM⸣-ni,tadāni[giving]'N,,V,"['𒋧', '𒉌']",𒋧𒉌,⸢SUM⸣-ni,"['damaged', 'complete']",0.25,tadāni,tadānu,giving,,P335949,3,5,seal identification
2808,P335949.7.1,8(ban₂),n,NUMBER,n,['𒁹𒑐'],𒁹𒑐,8(ban₂),['complete'],0.0,,,,,P335949,7,1,object sold
2809,P335949.7.2,A.ŠA₃,eqlu[field]N,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqlu,eqlu,field,,P335949,7,2,object sold
2810,P335949.7.3,ina,ina[in]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335949,7,3,object sold
2811,P335949.7.4,{[uru}ŠE]—E₂—bala-⸢ṭi⸣,Bit-balaṭi[1]GN$,GN,GN,"['𒌷', '𒊺', '𒂍', '𒁄', '𒁲']",𒌷𒊺𒂍𒁄𒁲,{[URU]}[ŠE]-E₂-bala-⸢ṭi⸣,"['missing', 'missing', 'complete', 'complete', 'damaged']",0.5,Bit-balaṭi,Bit-balaṭi,1,,P335949,7,4,object sold
2812,P335949.8.1,SUHUR,ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,P335949,8,1,object sold
2813,P335949.8.2,A.ŠA₃,eqli[field]N,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,P335949,8,2,object sold
2814,P335949.8.3,⸢ša⸣,ša[of]DET,,DET,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,ša,ša,of,,P335949,8,3,object sold
2815,P335949.8.4,{1}ga-gi-i,Gagi[1]PN$,PN,PN,"['𒁹', '𒂵', '𒄀', '𒄿']",𒁹𒂵𒄀𒄿,{1}ga-gi-i,"['complete', 'complete', 'complete', 'complete']",0.0,Gagi,Gagi,1,,P335949,8,4,object sold
2816,P335949.9.1,SUHUR,ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,P335949,9,1,object sold
2817,P335949.9.2,A.ŠA₃,eqli[field]N,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,P335949,9,2,object sold
2818,P335949.9.3,[ša],ša[of]DET,,DET,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,of,,P335949,9,3,object sold
2819,P335949.9.4,{1}{d}UTU—BA-ša₂,Šamaš-iqiša[1]PN$,PN,PN,"['𒁹', '𒀭', '𒌓', '𒁀', '𒃻']",𒁹𒀭𒌓𒁀𒃻,{1}{d}UTU-BA-ša₂,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Šamaš-iqiša,Šamaš-iqiša,1,,P335949,9,4,object sold
2820,P335949.10.1,6(ban₂),n,NUMBER,n,['𒁹'],𒁹,6(ban₂),['complete'],0.0,,,,,P335949,10,1,object sold
2821,P335949.10.2,A.ŠA₃,eqlu[field]N,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqlu,eqlu,field,,P335949,10,2,object sold
2822,P335949.10.3,[SUHUR],ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,[SUHUR],['missing'],1.0,ṭēhi,ṭāhu,adjacent to,,P335949,10,3,object sold
