Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
4266,P336005.2.1,ku-um,kūm[instead of]PRP,PRP,"['𒆪', '𒌝']",𒆪𒌝,ku-um,"['complete', 'complete']",0.0,kūm,kūm,instead of,,,P336005,2,1,seal identification
4267,P336005.2.2,{na₄}KIŠIB-šu-nu,kunukkišunu[seal]N,N,"['𒉌𒌓', '𒈩', '𒋗', '𒉡']",𒉌𒌓𒈩𒋗𒉡,{NA₄}KIŠIB-šu-nu,"['complete', 'complete', 'complete', 'complete']",0.0,kunukkišunu,kunukku,seal,,,P336005,2,2,seal identification
4268,P336005.2.3,UMBIN-šu₂-nu,ṣupru[nail//fingernail]N$ṣupuršunu,N,"['𒌢', '𒋙', '𒉡']",𒌢𒋙𒉡,UMBIN-šu₂-nu,"['complete', 'complete', 'complete']",0.0,ṣupuršunu,ṣupru,fingernail,,,P336005,2,3,seal identification
4269,P336005.2.4,GAR-nu,iškunu[place]V,V,"['𒃻', '𒉡']",𒃻𒉡,GAR-nu,"['complete', 'complete']",0.0,iškunu,šakānu,place,,,P336005,2,4,seal identification
4270,P336005.4.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336005,4,1,object sold
4271,P336005.4.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336005,4,2,object sold
4272,P336005.4.3,x]+⸢x⸣,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P336005,4,3,object sold
4273,P336005.4.4,E₂,bētu[plot of land]N,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,plot of land,,,P336005,4,4,object sold
4274,P336005.4.5,04,n,n,['𒐉'],𒐉,04,['complete'],0.0,,,,NUMBER,,P336005,4,5,object sold
4275,P336005.4.6,⸢ANŠE,imārī[a unit of area]N,N,['𒀲'],𒀲,⸢ANŠE⸣,['damaged'],0.5,imārī,imēru,a unit of area,,,P336005,4,6,object sold
