Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
6675,P469183.2.1,kūm[instead of]PRP,ku-um,,PRP,"['𒆪', '𒌝']",𒆪𒌝,ku-um,"['complete', 'complete']",0.0,kūm,kūm,instead of,P469183,2,1,seal identification
6676,P469183.2.2,kunukkīšu[seal]N,{na₄}KIŠIB-šu₂,,N,"['𒉌𒌓', '𒈩', '𒋙']",𒉌𒌓𒈩𒋙,{NA₄}KIŠIB-šu₂,"['complete', 'complete', 'complete']",0.0,kunukkīšu,kunukku,seal,P469183,2,2,seal identification
6677,P469183.2.3,ṣupuršu[fingernail]N,ṣu-pur-šu₂,,N,"['𒍮', '𒁓', '𒋙']",𒍮𒁓𒋙,ṣu-pur-šu₂,"['complete', 'complete', 'complete']",0.0,ṣupuršu,ṣupru,fingernail,P469183,2,3,seal identification
6678,P469183.3.1,iškun[place]V,iš-kun,,V,"['𒅖', '𒆲']",𒅖𒆲,iš-kun,"['complete', 'complete']",0.0,iškun,šakānu,place,P469183,3,1,seal identification
6679,P469183.4.1,ṣupur[fingernail]N,ṣu-pur,,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,P469183,4,1,seal identification
6680,P469183.4.2,+Mardukati[]PN$Mardukate,{1}mar-duk-a-te,PN,PN,"['𒁹', '𒈥', '𒂁', '𒀀', '𒋼']",𒁹𒈥𒂁𒀀𒋼,{1}mar-duk-a-te,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Mardukate,Mardukati,1,P469183,4,2,seal identification
6681,P469183.8.1,bētu[estate]N,E₂,,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,estate,P469183,8,1,object sold
6682,P469183.8.2,n,2,NUMBER,n,['𒈫'],𒈫,2,['complete'],0.0,,,,P469183,8,2,object sold
6683,P469183.8.3,sūt[a unit of capacity]N,BAN₂,,N,['𒑏'],𒑏,BAN₂,['complete'],0.0,sūt,sūtu,a unit of capacity,P469183,8,3,object sold
6684,P469183.8.4,eqli[land]N,A.ŠA₃,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,land,P469183,8,4,object sold
6685,P469183.8.5,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P469183,8,5,object sold
6686,P469183.8.6,bāb[gate]N,KA₂,,N,['𒆍'],𒆍,KA₂,['complete'],0.0,bāb,bābu,gate,P469183,8,6,object sold
6687,P469183.8.7,āli[city]N,URU,,N,['𒌷'],𒌷,URU,['complete'],0.0,āli,ālu,city,P469183,8,7,object sold
6688,P469183.9.1,uppišma[contract]V,u₂-piš-ma,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,P469183,9,1,initiation of transaction
6689,P469183.9.2,+Kurbanu[]PN$,{1}kur-ba-nu,PN,PN,"['𒁹', '𒆳', '𒁀', '𒉡']",𒁹𒆳𒁀𒉡,{1}kur-ba-nu,"['complete', 'complete', 'complete', 'complete']",0.0,Kurbanu,Kurbanu,1,P469183,9,2,initiation of transaction
6690,P469183.10.1,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P469183,10,1,price
6691,P469183.10.2,libbi[interior]N,ŠA₃-bi,,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,P469183,10,2,price
6692,P469183.10.3,n,12,NUMBER,n,['𒌋𒈫'],𒌋𒈫,12,['complete'],0.0,,,,P469183,10,3,price
6693,P469183.10.4,manā[a unit of weight]N,MA.NA,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manā,manû,a unit of weight,P469183,10,4,price
