Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
31666,P336743.2.1,{[na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunukku,kunukku,seal,,,P336743,2,1,seal identification
31667,P336743.2.2,{1}x,u,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,,P336743,2,2,seal identification
31668,P336743.2.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,2,3,seal identification
31669,P336743.2.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,2,4,seal identification
31670,P336743.2.5,A],mār[son]N,N,['𒀀'],𒀀,[A],['missing'],1.0,mār,māru,son,,,P336743,2,5,seal identification
31671,P336743.2.6,{1}zab-⸢di⸣—[DINGIR],Zabdi-il[1]PN$,PN,"['𒁹', '𒂟', '𒁲', '𒀭']",𒁹𒂟𒁲𒀭,{1}zab-⸢di⸣-[DINGIR],"['complete', 'complete', 'damaged', 'missing']",0.38,Zabdi-il,Zabdi-il,1,PN,,P336743,2,6,seal identification
31672,P336743.3.1,{[na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunukku,kunukku,seal,,,P336743,3,1,seal identification
31673,P336743.3.2,{1}x,u,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,,P336743,3,2,seal identification
31674,P336743.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,3,3,seal identification
31675,P336743.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,3,4,seal identification
31676,P336743.3.5,x]+⸢x,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P336743,3,5,seal identification
31677,P336743.3.6,{lu₂v⸣}[x,u,u,"['𒇽', 'x']",𒇽x,{⸢LU₂~v⸣}[x],"['damaged', 'missing']",0.75,,,,,,P336743,3,6,seal identification
31678,P336743.3.7,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,3,7,seal identification
31679,P336743.4.1,{[na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunukku,kunukku,seal,,,P336743,4,1,seal identification
31680,P336743.4.2,{1}x,u,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,,P336743,4,2,seal identification
31681,P336743.4.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,4,3,seal identification
31682,P336743.4.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,4,4,seal identification
31683,P336743.4.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,4,5,seal identification
31684,P336743.4.6,⸢IM⸣,u,u,['𒅎'],𒅎,⸢IM⸣,['damaged'],0.5,,,,,,P336743,4,6,seal identification
31685,P336743.4.7,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,4,7,seal identification
31686,P336743.4.8,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,4,8,seal identification
31687,P336743.5.1,{[na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunukku,kunukku,seal,,,P336743,5,1,seal identification
31688,P336743.5.2,{1}A-a-⸢ia⸣,Aplaya[1]PN$,PN,"['𒁹', '𒀀', '𒀀', '𒅀']",𒁹𒀀𒀀𒅀,{[1]}A-a-⸢ia⸣,"['missing', 'complete', 'complete', 'damaged']",0.38,Aplaya,Aplaya,1,PN,,P336743,5,2,seal identification
31689,P336743.5.3,A,mār[son]N,N,['𒀀'],𒀀,A,['complete'],0.0,mār,māru,son,,,P336743,5,3,seal identification
31690,P336743.5.4,{1}{d}⸢PA⸣—[x,u,u,"['𒁹', '𒀭', '𒉺', 'x']",𒁹𒀭𒉺x,{1}{d}⸢PA⸣-[x],"['complete', 'complete', 'damaged', 'missing']",0.38,,,,,,P336743,5,4,seal identification
31691,P336743.5.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336743,5,5,seal identification
31692,P336743.6.1,{[na₄]}⸢KIŠIB⸣,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}⸢KIŠIB⸣,"['missing', 'damaged']",0.75,kunukku,kunukku,seal,,,P336743,6,1,seal identification
31693,P336743.6.2,{1}{⸢d⸣}30—PAB—PAB,Sin-ahu-uṣur[1]PN$,PN,"['𒁹', '𒀭', '𒌍', '𒉽', '𒉽']",𒁹𒀭𒌍𒉽𒉽,{1}{⸢d⸣}30-PAB-PAB,"['complete', 'damaged', 'complete', 'complete', 'complete']",0.1,Sin-ahu-uṣur,Sin-ahu-uṣur,1,PN,,P336743,6,2,seal identification
