Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
4191,P428817.2.1,kūm[instead of]PRP,ku-um,,PRP,"['𒆪', '𒌝']",𒆪𒌝,ku-um,"['complete', 'complete']",0.0,kūm,kūm,instead of,P428817,2,1,seal identification
4192,P428817.2.2,kunukkišunu[seal]N,{na₄}KIŠIB-⸢šu₂⸣-nu,,N,"['𒉌𒌓', '𒈩', '𒋙', '𒉡']",𒉌𒌓𒈩𒋙𒉡,{NA₄}KIŠIB-⸢šu₂⸣-nu,"['complete', 'complete', 'damaged', 'complete']",0.12,kunukkišunu,kunukku,seal,P428817,2,2,seal identification
4193,P428817.2.3,ṣubaršunu[fingernail]N,ṣu-bar-šu₂-nu,,N,"['𒍮', '𒁇', '𒋙', '𒉡']",𒍮𒁇𒋙𒉡,ṣu-bar-šu₂-nu,"['complete', 'complete', 'complete', 'complete']",0.0,ṣubaršunu,ṣupru,fingernail,P428817,2,3,seal identification
4194,P428817.2.4,+šakānu[put//place]V'V$iškunu,[GAR]-⸢nu⸣,,V,"['𒃻', '𒉡']",𒃻𒉡,[GAR]-⸢nu⸣,"['missing', 'damaged']",0.75,iškunu,šakānu,place,P428817,2,4,seal identification
4195,P428817.6.1,ṣupur[fingernail]N,⸢ṣu⸣-pur,,N,"['𒍮', '𒁓']",𒍮𒁓,⸢ṣu⸣-pur,"['damaged', 'complete']",0.25,ṣupur,ṣupru,fingernail,P428817,6,1,seal identification
4196,P428817.6.2,+Gula-balaṭi[]PN$,{1}{d}gu-la-ba-la-ṭi₂,PN,PN,"['𒁹', '𒀭', '𒄖', '𒆷', '𒁀', '𒆷', '𒄭']",𒁹𒀭𒄖𒆷𒁀𒆷𒄭,{1}{d}gu-la-ba-la-ṭi₂,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Gula-balaṭi,Gula-balaṭi,1,P428817,6,2,seal identification
4197,P428817.6.3,+nāru[musician//singer]N'N$nuāru,{⸢lu₂⸣}NAR,,N,"['𒇽', '𒈜']",𒇽𒈜,{⸢LU₂⸣}NAR,"['damaged', 'complete']",0.25,nuāru,nāru,singer,P428817,6,3,seal identification
4198,P428817.7.1,ṣupur[fingernail]N,⸢ṣu⸣-pur,,N,"['𒍮', '𒁓']",𒍮𒁓,⸢ṣu⸣-pur,"['damaged', 'complete']",0.25,ṣupur,ṣupru,fingernail,P428817,7,1,seal identification
4199,P428817.7.2,+Bet-šašširayu[]PN$Bet-šašširaya,{1}E₂-IM.DIR-a.a,PN,PN,"['𒁹', '𒂍', '𒅎', '𒋛𒀀', '𒀀', '𒀀']",𒁹𒂍𒅎𒋛𒀀𒀀𒀀,{1}E₂-IM.DIR-a.a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Bet-šašširaya,Bet-šašširayu,1,P428817,7,2,seal identification
4200,P428817.7.3,+nāru[musician//singer]N'N$nuāru,{⸢lu₂}NAR⸣,,N,"['𒇽', '𒈜']",𒇽𒈜,{⸢LU₂⸣}⸢NAR⸣,"['damaged', 'damaged']",0.5,nuāru,nāru,singer,P428817,7,3,seal identification
4201,P428817.8.1,ṣupur[fingernail]N,[ṣu]-pur,,N,"['𒍮', '𒁓']",𒍮𒁓,[ṣu]-pur,"['missing', 'complete']",0.5,ṣupur,ṣupru,fingernail,P428817,8,1,seal identification
4202,P428817.8.2,+Šarru-balaṭu-iqbi[]PN$,{1}LUGAL-TI-iq-bi,PN,PN,"['𒁹', '𒈗', '𒋾', '𒅅', '𒁉']",𒁹𒈗𒋾𒅅𒁉,{1}LUGAL-TI-iq-bi,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Šarru-balaṭu-iqbi,Šarru-balaṭu-iqbi,1,P428817,8,2,seal identification
4203,P428817.8.3,+nāru[musician//singer]N'N$nuāru,{lu₂}NAR,,N,"['𒇽', '𒈜']",𒇽𒈜,{LU₂}NAR,"['complete', 'complete']",0.0,nuāru,nāru,singer,P428817,8,3,seal identification
4204,P428817.9.1,ṣupur[fingernail]N,[ṣu]-⸢pur⸣,,N,"['𒍮', '𒁓']",𒍮𒁓,[ṣu]-⸢pur⸣,"['missing', 'damaged']",0.75,ṣupur,ṣupru,fingernail,P428817,9,1,seal identification
4205,P428817.9.2,+Inurta-ahhe-šallim[]PN$,{1}{d}MAŠ-PAB-MEŠ-šal-lim,PN,PN,"['𒁹', '𒀭', '𒈦', '𒉽', '𒈨𒌍', '𒊩', '𒅆']",𒁹𒀭𒈦𒉽𒈨𒌍𒊩𒅆,{1}{d}MAŠ-PAB-MEŠ-šal-lim,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Inurta-ahhe-šallim,Inurta-ahhe-šallim,1,P428817,9,2,seal identification
4206,P428817.9.3,+nāru[musician//singer]N'N$nuāru,{lu₂}NAR,,N,"['𒇽', '𒈜']",𒇽𒈜,{LU₂}NAR,"['complete', 'complete']",0.0,nuāru,nāru,singer,P428817,9,3,seal identification
4207,P428817.10.1,ṣupur[fingernail]N,[ṣu-pur],,N,"['𒍮', '𒁓']",𒍮𒁓,[ṣu-pur],"['missing', 'missing']",1.0,ṣupur,ṣupru,fingernail,P428817,10,1,seal identification
4208,P428817.10.2,+Kurbailayu[]PN$Kurbailaya,{1}kur-ba-il₃-a.a,PN,PN,"['𒁹', '𒆳', '𒁀', '𒀭', '𒀀', '𒀀']",𒁹𒆳𒁀𒀭𒀀𒀀,{1}kur-ba-il₃-a.a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kurbailaya,Kurbailayu,1,P428817,10,2,seal identification
4209,P428817.10.3,kalû[lamentation-priest]N,{lu₂}UŠ.[KU],,N,"['𒇽', '𒍑', '𒆪']",𒇽𒍑𒆪,{LU₂}UŠ.[KU],"['complete', 'complete', 'missing']",0.33,kalû,kalû,lamentation-priest,P428817,10,3,seal identification
4210,P428817.11.1,bētu[estate]N,[E₂,,N,['𒂍'],𒂍,[E₂],['missing'],1.0,bētu,bītu,estate,P428817,11,1,object sold
4211,P428817.11.2,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P428817,11,2,object sold
4212,P428817.11.3,n,15,NUMBER,n,['𒌋𒐊'],𒌋𒐊,15,['complete'],0.0,,,,P428817,11,3,object sold
4213,P428817.11.4,imār[a unit of capacity]N,ANŠE,,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imār,imēru,a unit of capacity,P428817,11,4,object sold
4214,P428817.11.5,eqli[land]N,A.ŠA₃,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,land,P428817,11,5,object sold
4215,P428817.11.6,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P428817,11,6,object sold
4216,P428817.11.7,+kudāru[(kind of terrain)//(kind of terrain)]N'N$kudāri,ku-da-a-ri,,N,"['𒆪', '𒁕', '𒀀', '𒊑']",𒆪𒁕𒀀𒊑,ku-da-a-ri,"['complete', 'complete', 'complete', 'complete']",0.0,kudāri,kudāru,(kind of terrain),P428817,11,7,object sold
4217,P428817.11.8,ša[of]DET,[ša,,DET,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,of,P428817,11,8,object sold
4218,P428817.11.9,+nāru[musician//singer]N'N$nuāri,{lu₂}NAR],,N,"['𒇽', '𒈜']",𒇽𒈜,{[LU₂]}[NAR],"['missing', 'missing']",1.0,nuāri,nāru,singer,P428817,11,9,object sold
4219,P428817.12.1,ina[in]PRP,[ina],,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,P428817,12,1,object sold
4220,P428817.12.2,Kurbail[1]GN,{uru}kur-ba-il₃,GN,GN,"['𒌷', '𒆳', '𒁀', '𒀭']",𒌷𒆳𒁀𒀭,{URU}kur-ba-il₃,"['complete', 'complete', 'complete', 'complete']",0.0,Kurbail,Kurbail,1,P428817,12,2,object sold
4221,P428817.12.3,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P428817,12,3,price
4222,P428817.12.4,bilat[a unit of weight]N,GU₂.UN,,N,"['𒄘', '𒌦']",𒄘𒌦,GU₂.UN,"['complete', 'complete']",0.0,bilat,biltu,a unit of weight,P428817,12,4,price
4223,P428817.12.5,erî[copper]N,URUDU-⸢MEŠ⸣,,N,"['𒍏', '𒈨𒌍']",𒍏𒈨𒌍,URUDU-⸢MEŠ⸣,"['complete', 'damaged']",0.25,erî,erû,copper,P428817,12,5,price
4224,P428817.13.1,Bel-isseʾa[1]PN,{1}EN-KI-ia,PN,PN,"['𒁹', '𒂗', '𒆠', '𒅀']",𒁹𒂗𒆠𒅀,{1}EN-KI-ia,"['complete', 'complete', 'complete', 'complete']",0.0,Bel-isseʾa,Bel-isseʾa,1,P428817,13,1,initiation of transaction
4225,P428817.13.2,rab[big one]N&ālāni[city]N,{lu₂}GAL-URU-MEŠ-ni,,N,"['𒇽', '𒃲', '𒌷', '𒈨𒌍', '𒉌']",𒇽𒃲𒌷𒈨𒌍𒉌,{LU₂}GAL-URU-MEŠ-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,rab,rabû,big one,P428817,13,2,initiation of transaction
4227,P428817.14.1,issu[from]PRP,TA,,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,P428817,14,1,initiation of transaction
4228,P428817.14.2,pān[front]N,⸢pa-an⸣,,N,"['𒉺', '𒀭']",𒉺𒀭,⸢pa-an⸣,"['damaged', 'damaged']",0.5,pān,pānu,front,P428817,14,2,initiation of transaction
4229,P428817.14.3,amēlē[man]N,LU₂-MEŠ,,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,LU₂-MEŠ,"['complete', 'complete']",0.0,amēlē,awīlu,man,P428817,14,3,initiation of transaction
4230,P428817.14.4,+šunūti[them//those]IP'DP$,šu-nu-u₂-ti,,IP,"['𒋗', '𒉡', '𒌑', '𒋾']",𒋗𒉡𒌑𒋾,šu-nu-u₂-ti,"['complete', 'complete', 'complete', 'complete']",0.0,šunūti,šunūti,those,P428817,14,4,initiation of transaction
4231,P428817.15.1,uppišma[contract]V,u₂-⸢piš⸣-ma,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-⸢piš⸣-ma,"['complete', 'damaged', 'complete']",0.17,uppišma,epēšu,contract,P428817,15,1,initiation of transaction
4232,P428817.15.2,ilqi[purchase]V,TI-qi₂,,V,"['𒋾', '𒆠']",𒋾𒆠,TI-qi₂,"['complete', 'complete']",0.0,ilqi,leqû,purchase,P428817,15,2,completion of transaction
4233,P428817.15.3,kaspu[money]N,kas₂-pu,,N,"['𒁉', '𒁍']",𒁉𒁍,kas₂-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,P428817,15,3,confirmation of transfer 1
4234,P428817.16.1,gammur[completed]AJ,ga-mur,,AJ,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,P428817,16,1,confirmation of transfer 1
4235,P428817.16.2,tadni[paid]AJ,SUM-ni,,AJ,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,tadni,tadnu,paid,P428817,16,2,confirmation of transfer 1
4236,P428817.16.3,eqli[land]N,A.ŠA₃,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,land,P428817,16,3,confirmation of transfer 2
4237,P428817.16.4,+zarpu[purchased//purchased]AJ'AJ$zaripi,za-ri-pi,,AJ,"['𒍝', '𒊑', '𒉿']",𒍝𒊑𒉿,za-ri-pi,"['complete', 'complete', 'complete']",0.0,zaripi,zarpu,purchased,P428817,16,4,confirmation of transfer 2
4238,P428817.17.1,laqi[acquired]AJ,la-⸢qi₂⸣,,AJ,"['𒆷', '𒆠']",𒆷𒆠,la-⸢qi₂⸣,"['complete', 'damaged']",0.25,laqi,leqû,acquired,P428817,17,1,confirmation of transfer 2
4239,P428817.17.2,tuāru[revocation]'N,tu-a-ru,,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,tuāru,târu,revocation,P428817,17,2,exclusion of litigation
4240,P428817.17.3,dēnu[lawsuit]N,de-nu,,N,"['𒁲', '𒉡']",𒁲𒉡,de-nu,"['complete', 'complete']",0.0,dēnu,dīnu,lawsuit,P428817,17,3,exclusion of litigation
4241,P428817.17.4,dabābu[litigation]'N,DUG₄.DUG₄,,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,P428817,17,4,exclusion of litigation
4242,P428817.18.1,laššu[(there) is not]V,la-aš₂-šu₂,,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,laššu,laššu,(there) is not,P428817,18,1,exclusion of litigation
4243,P428817.18.2,mannu[whoever]'XP,ma-nu,,QP,"['𒈠', '𒉡']",𒈠𒉡,ma-nu,"['complete', 'complete']",0.0,mannu,mannu,whoever,P428817,18,2,penalties for litigation: contravention
4244,P428817.18.3,ša[who]REL,ša,,REL,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,who,P428817,18,3,penalties for litigation: contravention
4245,P428817.18.4,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P428817,18,4,penalties for litigation: contravention
4246,P428817.18.5,urkiš[later]AV,⸢ur⸣-kiš,,AV,"['𒌨', '𒆧']",𒌨𒆧,⸢ur⸣-kiš,"['damaged', 'complete']",0.25,urkiš,urkiš,later,P428817,18,5,penalties for litigation: contravention
4247,P428817.19.1,lū[may]MOD,lu-u,,MOD,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,lū,lū,may,P428817,19,1,penalties for litigation: contravention
4248,P428817.19.2,issu[from]PRP,TA,,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,P428817,19,2,penalties for litigation: contravention
4249,P428817.19.3,libbi[interior]N,ŠA₃,,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,P428817,19,3,penalties for litigation: contravention
4250,P428817.19.4,amēlē[man]N,LU₂-MEŠ,,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,LU₂-MEŠ,"['complete', 'complete']",0.0,amēlē,awīlu,man,P428817,19,4,penalties for litigation: contravention
4251,P428817.19.5,šunūti[those]'DP,šu-nu-u₂-ti,,IP,"['𒋗', '𒉡', '𒌑', '𒋾']",𒋗𒉡𒌑𒋾,šu-nu-u₂-ti,"['complete', 'complete', 'complete', 'complete']",0.0,šunūti,šunūti,those,P428817,19,5,penalties for litigation: contravention
4252,P428817.20.1,lū[or]CNJ,lu-u,,CNJ,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,lū,lū,or,P428817,20,1,penalties for litigation: contravention
4253,P428817.20.2,marʾēšu[son]N,DUMU-MEŠ-šu₂,,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,marʾēšu,māru,son,P428817,20,2,penalties for litigation: contravention
4254,P428817.20.3,issi[with]PRP,TA,,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issi,išti,with,P428817,20,3,penalties for litigation: contravention
