Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
7144,P514321.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P514321,2,1,seal identification
7145,P514321.2.2,Aššur-šezibanni[1]PN,{m}aš+šur-še-zib-a-ni,Aššur-šezibanni,Aššur-šezibanni,1,PN,"['𒁹', '𒀸', '𒋩', '𒊺', '𒍦', '𒀀', '𒉌']",𒁹𒀸𒋩𒊺𒍦𒀀𒉌,{m}aš+šur-še-zib-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514321,2,2,seal identification
7146,P514321.3.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P514321,3,1,seal identification
7147,P514321.3.2,Aššur-šadduʾa[1]PN,{m}aš+šur-KUR-⸢u⸣-a,Aššur-šadduʾa,Aššur-šadduʾa,1,PN,"['𒁹', '𒀸', '𒋩', '𒆳', '𒌋', '𒀀']",𒁹𒀸𒋩𒆳𒌋𒀀,{m}aš+šur-KUR-⸢u⸣-a,"['complete', 'complete', 'complete', 'complete', 'damaged', 'complete']",0.08,PN,P514321,3,2,seal identification
7148,P514321.4.1,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514321,4,1,seal identification
7149,P514321.4.2,zitti[share]N,HA.LA,zitti,zittu,share,N,"['𒄩', '𒆷']",𒄩𒆷,HA.LA,"['complete', 'complete']",0.0,,P514321,4,2,seal identification
7150,P514321.4.3,zâzu[divide//dividing]V'N$zuāzi,zu-⸢a-zi⸣,zuāzi,zâzu,dividing,V,"['𒍪', '𒀀', '𒍣']",𒍪𒀀𒍣,zu-⸢a-zi⸣,"['complete', 'damaged', 'damaged']",0.33,,P514321,4,3,seal identification
7151,P514321.8.1,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514321,8,1,object sold
7152,P514321.8.2,zitti[share]N,HA.LA,zitti,zittu,share,N,"['𒄩', '𒆷']",𒄩𒆷,HA.LA,"['complete', 'complete']",0.0,,P514321,8,2,object sold
7153,P514321.8.3,ša[that]REL,ša,ša,ša,that,REL,['𒊭'],𒊭,ša,['complete'],0.0,,P514321,8,3,object sold
7154,P514321.8.4,Aššur-šadduʾa[1]PN,{m}aš+šur-KUR-u-a,Aššur-šadduʾa,Aššur-šadduʾa,1,PN,"['𒁹', '𒀸', '𒋩', '𒆳', '𒌋', '𒀀']",𒁹𒀸𒋩𒆳𒌋𒀀,{m}aš+šur-KUR-u-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514321,8,4,object sold
7155,P514321.9.1,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P514321,9,1,object sold
7156,P514321.9.2,Aššur-šezibanni[1]PN,{m}aš+šur-še-zib-a-ni,Aššur-šezibanni,Aššur-šezibanni,1,PN,"['𒁹', '𒀸', '𒋩', '𒊺', '𒍦', '𒀀', '𒉌']",𒁹𒀸𒋩𒊺𒍦𒀀𒉌,{m}aš+šur-še-zib-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514321,9,2,object sold
7157,P514321.10.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514321,10,1,price
7158,P514321.10.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,P514321,10,2,price
7159,P514321.10.3,n,3,,,,n,['𒐈'],𒐈,3,['complete'],0.0,NUMBER,P514321,10,3,price
7160,P514321.10.4,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P514321,10,4,price
7161,P514321.10.5,n,5,,,,n,['𒐊'],𒐊,5,['complete'],0.0,NUMBER,P514321,10,5,price
7162,P514321.10.6,šiqlu[unit//a unit of weight]N$šiqil,GIN₂,šiqil,šiqlu,a unit of weight,N,['𒂆'],𒂆,GIN₂,['complete'],0.0,,P514321,10,6,price
7163,P514321.10.7,maṭi[minus]PRP,LAL,maṭi,maṭi,minus,PRP,['𒇲'],𒇲,LAL,['complete'],0.0,,P514321,10,7,price
7164,P514321.10.8,ṣarpi[silver]N,KU₃.BABBAR,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P514321,10,8,price
7165,P514321.11.1,Aššur-šezibanni[1]PN,{m}aš+šur-še-zib-a-ni,Aššur-šezibanni,Aššur-šezibanni,1,PN,"['𒁹', '𒀸', '𒋩', '𒊺', '𒍦', '𒀀', '𒉌']",𒁹𒀸𒋩𒊺𒍦𒀀𒉌,{m}aš+šur-še-zib-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514321,11,1,completion of transaction
7166,P514321.11.2,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,P514321,11,2,completion of transaction
7167,P514321.11.3,pānu[front]N$pān,IGI,pān,pānu,front,N,['𒅆'],𒅆,IGI,['complete'],0.0,,P514321,11,3,completion of transaction
7168,P514321.11.4,Aššur-šadduʾa[1]PN,{m}aš+šur-KUR-u-a,Aššur-šadduʾa,Aššur-šadduʾa,1,PN,"['𒁹', '𒀸', '𒋩', '𒆳', '𒌋', '𒀀']",𒁹𒀸𒋩𒆳𒌋𒀀,{m}aš+šur-KUR-u-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514321,11,4,completion of transaction
7169,P514321.12.1,ilqi[purchase]V,il-qi,ilqi,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,il-qi,"['complete', 'complete']",0.0,,P514321,12,1,completion of transaction
7170,P514321.12.2,kaspu[money]N,kas-pu,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,P514321,12,2,confirmation of transfer 1
7171,P514321.12.3,gammur[finished]AJ,gam-mur,gammur,gammuru,finished,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,,P514321,12,3,confirmation of transfer 1
7172,P514321.13.1,taddin[paid]AJ,ta-ad-din,taddin,tadnu,paid,AJ,"['𒋫', '𒀜', '𒁷']",𒋫𒀜𒁷,ta-ad-din,"['complete', 'complete', 'complete']",0.0,,P514321,13,1,confirmation of transfer 1
7173,P514321.13.2,tuāru[revocation]'N,tu₂-a-ru,tuāru,târu,revocation,V,"['𒌓', '𒀀', '𒊒']",𒌓𒀀𒊒,tu₂-a-ru,"['complete', 'complete', 'complete']",0.0,,P514321,13,2,exclusion of litigation
7174,P514321.13.3,dēnu[lawsuit]N,de-e-nu,dēnu,dīnu,lawsuit,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,,P514321,13,3,exclusion of litigation
7175,P514321.14.1,dabābu[litigation]'N,DU₁₁.DU₁₁,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,DU₁₁.DU₁₁,"['complete', 'complete']",0.0,,P514321,14,1,exclusion of litigation
7176,P514321.14.2,laššu[(there) is not]V,la-aš₂-šu,laššu,laššu,(there) is not,V,"['𒆷', '𒀾', '𒋗']",𒆷𒀾𒋗,la-aš₂-šu,"['complete', 'complete', 'complete']",0.0,,P514321,14,2,exclusion of litigation
7177,P514321.15.1,mannu[who?//whoever]QP'XP,man-nu,mannu,mannu,whoever,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,P514321,15,1,penalties for litigation: contravention
7178,P514321.15.2,ša[that]REL,ša,ša,ša,that,REL,['𒊭'],𒊭,ša,['complete'],0.0,,P514321,15,2,penalties for litigation: contravention
7179,P514321.15.3,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514321,15,3,penalties for litigation: contravention
7180,P514321.15.4,urkiš[later]AV,ur-kiš,urkiš,urkiš,later,AV,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,,P514321,15,4,penalties for litigation: contravention
7181,P514321.15.5,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514321,15,5,penalties for litigation: contravention
7182,P514321.15.6,matīma[ever]AV$matēme,mat-e-me,matēme,matīma,ever,AV,"['𒆳', '𒂊', '𒈨']",𒆳𒂊𒈨,mat-e-me,"['complete', 'complete', 'complete']",0.0,,P514321,15,6,penalties for litigation: contravention
