Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
609,P336189.5.1,[(E₂⸣,bētu[plot of land]N,N,['𒂍'],𒂍,⸢E₂⸣,['damaged'],0.5,bētu,bītu,plot of land,,,P336189,5,1,object sold
610,P336189.5.2,01,n,n,['𒁹'],𒁹,01,['complete'],0.0,,,,NUMBER,,P336189,5,2,object sold
611,P336189.5.3,ANŠE,imāru[a unit of capacity]N,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imāru,imēru,a unit of capacity,,,P336189,5,3,object sold
612,P336189.5.4,A.ŠA₃,eqlu[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqlu,eqlu,field,,,P336189,5,4,object sold
613,P336189.5.5,⸢x⸣+[x,u,u,"['x', 'x']",xx,⸢x⸣+[x],"['damaged', 'missing']",0.75,,,,,,P336189,5,5,object sold
614,P336189.5.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,5,6,object sold
615,P336189.5.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,5,7,object sold
616,P336189.5.8,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,5,8,object sold
617,P336189.6.1,{1}TE-a.a,Sukkaya[1]PN,PN,"['𒁹', '𒋼', '𒀀', '𒀀']",𒁹𒋼𒀀𒀀,{1}TE-a.a,"['complete', 'complete', 'complete', 'complete']",0.0,Sukkaya,Sukkaya,1,PN,,P336189,6,1,object sold
618,P336189.6.2,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,6,2,object sold
619,P336189.6.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,6,3,object sold
620,P336189.6.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,6,4,object sold
621,P336189.6.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,6,5,object sold
622,P336189.7.1,⸢gab-di⸣,gabdi[adjoining to]PRP,PRP,"['𒃮', '𒁲']",𒃮𒁲,⸢gab-di⸣,"['damaged', 'damaged']",0.5,gabdi,gabdi,adjoining to,,,P336189,7,1,object sold
623,P336189.7.2,A.ŠA₃,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,,P336189,7,2,object sold
624,P336189.7.3,ša,ša[of]DET,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,,P336189,7,3,object sold
625,P336189.7.4,⸢x⸣+[x,u,u,"['x', 'x']",xx,⸢x⸣+[x],"['damaged', 'missing']",0.75,,,,,,P336189,7,4,object sold
626,P336189.7.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,7,5,object sold
627,P336189.7.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,7,6,object sold
628,P336189.7.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,7,7,object sold
629,P336189.7.8,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,7,8,object sold
630,P336189.8.1,⸢x⸣+[x,u,u,"['x', 'x']",xx,⸢x⸣+[x],"['damaged', 'missing']",0.75,,,,,,P336189,8,1,object sold
631,P336189.8.2,(x)],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,8,2,object sold
632,P336189.8.3,A.ŠA₃,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,,P336189,8,3,object sold
633,P336189.8.4,⸢gab-di⸣,gabdi[adjoining to]PRP,PRP,"['𒃮', '𒁲']",𒃮𒁲,⸢gab-di⸣,"['damaged', 'damaged']",0.5,gabdi,gabdi,adjoining to,,,P336189,8,4,object sold
634,P336189.8.5,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,8,5,object sold
635,P336189.8.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,8,6,object sold
636,P336189.8.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,8,7,object sold
637,P336189.8.8,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,8,8,object sold
638,P336189.9.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,9,1,object sold
639,P336189.9.2,x]+⸢x⸣,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P336189,9,2,object sold
640,P336189.9.3,x,u,u,['x'],x,x,['complete'],0.0,,,,,,P336189,9,3,object sold
641,P336189.9.4,[x]+⸢x⸣+[x,u,u,"['x', 'x', 'x']",xxx,[x]+⸢x⸣+[x],"['missing', 'damaged', 'missing']",0.83,,,,,,P336189,9,4,object sold
642,P336189.9.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,9,5,object sold
643,P336189.9.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336189,9,6,object sold
