Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
6722,P528296.2.1,X,{na₄}KIŠIB,X,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,,,P528296,2,1,seal identification
6723,P528296.2.2,Aššur-iqbi[1]PN,{m}aš-šur-⸢iq⸣-bi,PN,"['𒁹', '𒀸', '𒋩', '𒅅', '𒁉']",𒁹𒀸𒋩𒅅𒁉,{m}aš-šur-⸢iq⸣-bi,"['complete', 'complete', 'complete', 'damaged', 'complete']",0.1,Aššur-iqbi,Aššur-iqbi,1,PN,P528296,2,2,seal identification
6724,P528296.2.3,X,{lu₂}ša₂-UGU-URU,X,"['𒇽', '𒃻', '𒌋𒅗', '𒌷']",𒇽𒃻𒌋𒅗𒌷,{LU₂}ša₂-UGU-URU,"['complete', 'complete', 'complete', 'complete']",0.0,,,,,P528296,2,3,seal identification
6725,P528296.2.4,X,ša,X,['𒊭'],𒊭,ša,['complete'],0.0,,,,,P528296,2,4,seal identification
6726,P528296.2.5,Libbi-ali[Inner City (Assur)]GN,{uru}ŠA₃-URU,GN,"['𒌷', '𒊮', '𒌷']",𒌷𒊮𒌷,{URU}ŠA₃-URU,"['complete', 'complete', 'complete']",0.0,Libbi-ali,Libbi-ali,Inner City (Assur),GN,P528296,2,5,seal identification
6727,P528296.4.1,X,E₂,X,['𒂍'],𒂍,E₂,['complete'],0.0,,,,,P528296,4,1,object sold
6728,P528296.4.2,X,ep-šu,X,"['𒅁', '𒋗']",𒅁𒋗,ep-šu,"['complete', 'complete']",0.0,,,,,P528296,4,2,object sold
6729,P528296.4.3,X,a-di,X,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,,,,,P528296,4,3,object sold
6730,P528296.4.4,X,GIŠ.UR₃.MEŠ-šu₂,X,"['𒄑', '𒃡', '𒈨𒌍', '𒋙']",𒄑𒃡𒈨𒌍𒋙,GIŠ.UR₃.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,,,P528296,4,4,object sold
6731,P528296.4.5,X,{giš}IG.MEŠ-šu₂,X,"['𒄑', '𒅅', '𒈨𒌍', '𒋙']",𒄑𒅅𒈨𒌍𒋙,{GIŠ}IG.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,,,P528296,4,5,object sold
6732,P528296.5.1,X,E₂-dan-ni,X,"['𒂍', '𒆗', '𒉌']",𒂍𒆗𒉌,E₂-dan-ni,"['complete', 'complete', 'complete']",0.0,,,,,P528296,5,1,object sold
6733,P528296.5.2,X,E₂-KI.NA₂,X,"['𒂍', '𒆠', '𒈿']",𒂍𒆠𒈿,E₂-KI.NA₂,"['complete', 'complete', 'complete']",0.0,,,,,P528296,5,2,object sold
6734,P528296.5.3,X,TUR₃,X,['𒉣𒇬'],𒉣𒇬,TUR₃,['complete'],0.0,,,,,P528296,5,3,object sold
6735,P528296.5.4,X,E₂-a-ni,X,"['𒂍', '𒀀', '𒉌']",𒂍𒀀𒉌,E₂-a-ni,"['complete', 'complete', 'complete']",0.0,,,,,P528296,5,4,object sold
6736,P528296.6.1,X,E₂-02-e,X,"['𒂍', '0₂', '𒂊']",𒂍0₂𒂊,E₂-⸢02⸣-e,"['complete', 'damaged', 'complete']",0.17,,,,,P528296,6,1,object sold
6737,P528296.6.2,X,E₂-TU₅,X,"['𒂍', '𒋗𒉀']",𒂍𒋗𒉀,E₂-TU₅,"['complete', 'complete']",0.0,,,,,P528296,6,2,object sold
6738,P528296.6.3,X,{e₂}mu-ṣa-lu-tu₂,X,"['𒂍', '𒈬', '𒍝', '𒇻', '𒌓']",𒂍𒈬𒍝𒇻𒌓,{E₂}mu-ṣa-lu-tu₂,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528296,6,3,object sold
6739,P528296.7.1,X,E₂-ŠU.2,X,"['𒂍', '𒋗', '𒈫']",𒂍𒋗𒈫,E₂-ŠU.2,"['complete', 'complete', 'complete']",0.0,,,,,P528296,7,1,object sold
6740,P528296.7.2,X,ina,X,['𒀸'],𒀸,ina,['complete'],0.0,,,,,P528296,7,2,object sold
6741,P528296.7.3,X,ŠA₃-bi,X,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,,,,P528296,7,3,object sold
6742,P528296.7.4,X,E₂-ŠU.2,X,"['𒂍', '𒋗', '𒈫']",𒂍𒋗𒈫,E₂-ŠU.2,"['complete', 'complete', 'complete']",0.0,,,,,P528296,7,4,object sold
6743,P528296.7.5,X,ina,X,['𒀸'],𒀸,ina,['complete'],0.0,,,,,P528296,7,5,object sold
6744,P528296.7.6,X,TUR₃,X,['𒉣𒇬'],𒉣𒇬,TUR₃,['complete'],0.0,,,,,P528296,7,6,object sold
6745,P528296.7.7,X,E₃-e,X,"['𒌓𒁺', '𒂊']",𒌓𒁺𒂊,E₃-e,"['complete', 'complete']",0.0,,,,,P528296,7,7,object sold
6746,P528296.8.1,X,KA₂-NINDU,X,"['𒆍', '𒇅']",𒆍𒇅,KA₂-NINDU,"['complete', 'complete']",0.0,,,,,P528296,8,1,object sold
6747,P528296.8.2,X,{e₂}ub-sa-a-te,X,"['𒂍', '𒌒', '𒊓', '𒀀', '𒋼']",𒂍𒌒𒊓𒀀𒋼,{E₂}ub-sa-a-te,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528296,8,2,object sold
6748,P528296.8.3,X,SUHUR,X,['𒋦'],𒋦,SUHUR,['complete'],0.0,,,,,P528296,8,3,object sold
6749,P528296.8.4,X,E₂,X,['𒂍'],𒂍,E₂,['complete'],0.0,,,,,P528296,8,4,object sold
6750,P528296.8.5,X,{m}URUDU-a-nu,X,"['𒁹', '𒍏', '𒀀', '𒉡']",𒁹𒍏𒀀𒉡,{m}URUDU-a-nu,"['complete', 'complete', 'complete', 'complete']",0.0,,,,,P528296,8,5,object sold
6751,P528296.9.1,X,SUHUR,X,['𒋦'],𒋦,SUHUR,['complete'],0.0,,,,,P528296,9,1,object sold
6752,P528296.9.2,X,E₂,X,['𒂍'],𒂍,E₂,['complete'],0.0,,,,,P528296,9,2,object sold
6753,P528296.9.3,X,{m}ta-⸢din⸣-15,X,"['𒁹', '𒋫', '𒁷', '𒌋𒐊']",𒁹𒋫𒁷𒌋𒐊,{m}ta-⸢din⸣-15,"['complete', 'complete', 'damaged', 'complete']",0.12,,,,,P528296,9,3,object sold
6754,P528296.9.4,X,SUHUR,X,['𒋦'],𒋦,SUHUR,['complete'],0.0,,,,,P528296,9,4,object sold
6755,P528296.9.5,X,har-bu-u-tu₂,X,"['𒄯', '𒁍', '𒌋', '𒌓']",𒄯𒁍𒌋𒌓,har-bu-u-tu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,,,P528296,9,5,object sold
6756,P528296.9.6,X,ša,X,['𒊭'],𒊭,ša,['complete'],0.0,,,,,P528296,9,6,object sold
6757,P528296.9.7,X,E₂,X,['𒂍'],𒂍,E₂,['complete'],0.0,,,,,P528296,9,7,object sold
6758,P528296.10.1,X,{m}ṣa-bu,X,"['𒁹', '𒍝', '𒁍']",𒁹𒍝𒁍,{m}ṣa-bu,"['complete', 'complete', 'complete']",0.0,,,,,P528296,10,1,object sold
6759,P528296.10.2,X,SUHUR,X,['𒋦'],𒋦,SUHUR,['complete'],0.0,,,,,P528296,10,2,object sold
6760,P528296.10.3,X,su-qa-qu,X,"['𒋢', '𒋡', '𒄣']",𒋢𒋡𒄣,su-qa-qu,"['complete', 'complete', 'complete']",0.0,,,,,P528296,10,3,object sold
6761,P528296.10.4,X,la-pi-u,X,"['𒆷', '𒉿', '𒌋']",𒆷𒉿𒌋,la-pi-u,"['complete', 'complete', 'complete']",0.0,,,,,P528296,10,4,object sold
6762,P528296.11.1,X,E₂,X,['𒂍'],𒂍,E₂,['complete'],0.0,,,,,P528296,11,1,other clauses
6763,P528296.11.2,X,šu₂-a-tu₂,X,"['𒋙', '𒀀', '𒌓']",𒋙𒀀𒌓,šu₂-a-tu₂,"['complete', 'complete', 'complete']",0.0,,,,,P528296,11,2,other clauses
