Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
2956,P336763.3.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,3,1,object sold
2957,P336763.3.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,3,2,object sold
2958,P336763.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,3,3,object sold
2959,P336763.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,3,4,object sold
2960,P336763.3.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,3,5,object sold
2961,P336763.3.6,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,3,6,object sold
2962,P336763.3.7,{uru}ša₂-ba-[x,u,u,"['𒌷', '𒃻', '𒁀', 'x']",𒌷𒃻𒁀x,{URU}ša₂-ba-[x],"['complete', 'complete', 'complete', 'missing']",0.25,,,,,,P336763,3,7,object sold
2963,P336763.3.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,3,8,object sold
2964,P336763.3.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,3,9,object sold
2965,P336763.3.10,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,3,10,object sold
2966,P336763.4.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,4,1,object sold
2967,P336763.4.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,4,2,object sold
2968,P336763.4.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,4,3,object sold
2969,P336763.4.4,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,4,4,object sold
2970,P336763.4.5,⸢SUHUR⸣,ṭēhi[adjacent to]PRP,PRP,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,ṭēhi,ṭāhu,adjacent to,,,P336763,4,5,object sold
2971,P336763.4.6,KASKAL,hūli[road]N,N,['𒆜'],𒆜,KASKAL,['complete'],0.0,hūli,hūlu,road,,,P336763,4,6,object sold
2972,P336763.4.7,ša,ša[that]REL,REL,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,that,,,P336763,4,7,object sold
2973,P336763.4.8,a-na,ana[to]PRP,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,,,P336763,4,8,object sold
2974,P336763.4.9,{uru}[x,u,u,"['𒌷', 'x']",𒌷x,{URU}[x],"['complete', 'missing']",0.5,,,,,,P336763,4,9,object sold
2975,P336763.4.10,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,4,10,object sold
2976,P336763.4.11,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,4,11,object sold
2977,P336763.4.12,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,4,12,object sold
2978,P336763.5.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,5,1,object sold
2979,P336763.5.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,5,2,object sold
2980,P336763.5.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,5,3,object sold
2981,P336763.5.4,{uru]}⸢E₂—še⸣-le-e-bu-na,Bit-Šelebuna[1]GN$,GN,"['𒌷', '𒂍', '𒊺', '𒇷', '𒂊', '𒁍', '𒈾']",𒌷𒂍𒊺𒇷𒂊𒁍𒈾,{[URU]}⸢E₂-še⸣-le-e-bu-na,"['missing', 'damaged', 'damaged', 'complete', 'complete', 'complete', 'complete']",0.29,Bit-Šelebuna,Bit-Šelebuna,1,GN,,P336763,5,4,object sold
2982,P336763.5.5,⸢DU⸣-[u-ni],illakūni[lead]V,V,"['𒁺', '𒌋', '𒉌']",𒁺𒌋𒉌,⸢DU⸣-[u-ni],"['damaged', 'missing', 'missing']",0.83,illakūni,alāku,lead,,,P336763,5,5,object sold
2983,P336763.6.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,6,1,object sold
2984,P336763.6.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,6,2,object sold
2985,P336763.6.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,6,3,object sold
2986,P336763.6.4,x]+⸢x,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P336763,6,4,object sold
2987,P336763.6.5,x⸣-na-⸢pi⸣,u,u,"['x', '𒈾', '𒉿']",x𒈾𒉿,⸢x⸣-na-⸢pi⸣,"['damaged', 'complete', 'damaged']",0.33,,,,,,P336763,6,5,object sold
2988,P336763.6.6,a-na,ana[to]PRP,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,,,P336763,6,6,object sold
2989,P336763.6.7,{uru}E₂—[x,u,u,"['𒌷', '𒂍', 'x']",𒌷𒂍x,{URU}E₂-[x],"['complete', 'complete', 'missing']",0.33,,,,,,P336763,6,7,object sold
2990,P336763.6.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,6,8,object sold
2991,P336763.6.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,6,9,object sold
2992,P336763.6.10,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,6,10,object sold
2993,P336763.7.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,7,1,object sold
2994,P336763.7.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,7,2,object sold
2995,P336763.7.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,7,3,object sold
2996,P336763.7.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,7,4,object sold
2997,P336763.7.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,7,5,object sold
2998,P336763.7.6,{uru}E₂—⸢še⸣-li-i-[bu-na],Bit-Šelebuna[1]GN$,GN,"['𒌷', '𒂍', '𒊺', '𒇷', '𒄿', '𒁍', '𒈾']",𒌷𒂍𒊺𒇷𒄿𒁍𒈾,{URU}E₂-⸢še⸣-li-i-[bu-na],"['complete', 'complete', 'damaged', 'complete', 'complete', 'missing', 'missing']",0.36,Bit-Šelebuna,Bit-Šelebuna,1,GN,,P336763,7,6,object sold
2999,P336763.8.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,8,1,object sold
3000,P336763.8.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,8,2,object sold
3001,P336763.8.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,8,3,object sold
3002,P336763.8.4,x]+⸢x⸣,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P336763,8,4,object sold
3003,P336763.8.5,ina,ina[in]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P336763,8,5,object sold
3004,P336763.8.6,ma-za-⸢ru⸣-te,mazarūte[(area or state of) cultivation]N,N,"['𒈠', '𒍝', '𒊒', '𒋼']",𒈠𒍝𒊒𒋼,ma-za-⸢ru⸣-te,"['complete', 'complete', 'damaged', 'complete']",0.12,mazarūte,mazrūtu,(area or state of) cultivation,,,P336763,8,6,object sold
3005,P336763.8.7,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,8,7,object sold
3006,P336763.8.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,8,8,object sold
3007,P336763.8.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,8,9,object sold
3008,P336763.8.10,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,8,10,object sold
3009,P336763.9.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,9,1,none
3010,P336763.9.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,9,2,none
3011,P336763.9.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,9,3,none
3012,P336763.9.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,9,4,none
3013,P336763.9.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336763,9,5,none
3014,P336763.9.6,x]+⸢x⸣,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P336763,9,6,none
3015,P336763.9.7,{1}iz-bi,Ezbu[1]PN$,PN,"['𒁹', '𒄑', '𒁉']",𒁹𒄑𒁉,{1}iz-bi,"['complete', 'complete', 'complete']",0.0,Ezbu,Ezbu,1,PN,,P336763,9,7,none
