Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
2903,P514230.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P514230,2,1,seal identification
2904,P514230.2.2,u,{m}x]-⸢x⸣-ša₂-[x-x,,,,u,"['𒁹', 'X', 'X', '𒃻', 'X', 'X']",𒁹XX𒃻XX,{[m]}[x]-⸢x⸣-ša₂-[x-x],"['missing', 'missing', 'damaged', 'complete', 'missing', 'missing']",0.75,,P514230,2,2,seal identification
2905,P514230.2.3,mār[son]N,A],mār,māru,son,N,['𒀀'],𒀀,[A],['missing'],1.0,,P514230,2,3,seal identification
2906,P514230.2.4,Za-x[]PN$,{⸢m⸣}za-⸢x⸣-[x],Za-x,Za-x,1,PN,"['𒁹', '𒍝', 'X', 'X']",𒁹𒍝XX,{⸢m⸣}za-⸢x⸣-[x],"['damaged', 'complete', 'damaged', 'missing']",0.5,PN,P514230,2,4,seal identification
2907,P514230.3.1,ša-muhhi-āli[town overseer]N$,{lu₂}⸢ša₂⸣.[UGU.URU],ša-muhhi-āli,ša-muhhi-āli,town overseer,N,"['𒇽', '𒃻', '𒌋𒅗', '𒌷']",𒇽𒃻𒌋𒅗𒌷,{LU₂}⸢ša₂⸣.[UGU].[URU],"['complete', 'damaged', 'missing', 'missing']",0.62,,P514230,3,1,seal identification
2908,P514230.7.1,bētu[house]N,E₂,bētu,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514230,7,1,object sold
2909,P514230.7.2,epšu[act]N,[ep-šu,epšu,ipšu,act,N,"['𒅁', '𒋗']",𒅁𒋗,[ep-šu],"['missing', 'missing']",1.0,,P514230,7,2,object sold
2910,P514230.7.3,adi[with]PRP,a-di,adi,adi,with,PRP,"['𒀀', '𒁲']",𒀀𒁲,[a-di],"['missing', 'missing']",1.0,,P514230,7,3,object sold
2911,P514230.7.4,gušūru[tree-trunk//(roof-)beam]N$gušūrīšu,GIŠ.UR₃].⸢MEŠ-šu₂⸣,gušūrīšu,gušūru,(roof-)beam,N,"['𒄑', '𒃡', '𒈨𒌍', '𒋙']",𒄑𒃡𒈨𒌍𒋙,[GIŠ].[UR₃].⸢MEŠ-šu₂⸣,"['missing', 'missing', 'damaged', 'damaged']",0.75,,P514230,7,4,object sold
2912,P514230.7.5,daltu[door]N$dalātīšu,{[giš]}⸢IG.MEŠ⸣,dalātīšu,daltu,door,N,"['𒄑', '𒅅', '𒈨𒌍']",𒄑𒅅𒈨𒌍,{[GIŠ]}⸢IG⸣.⸢MEŠ⸣,"['missing', 'damaged', 'damaged']",0.67,,P514230,7,5,object sold
2913,P514230.8.1,u,[x,,,,u,['X'],X,[x],['missing'],1.0,,P514230,8,1,object sold
2914,P514230.8.2,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514230,8,2,object sold
2915,P514230.8.3,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514230,8,3,object sold
2916,P514230.8.4,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514230,8,4,object sold
2917,P514230.8.5,u,x]-⸢šu₂,,,,u,"['X', '𒋙']",X𒋙,[x]-⸢šu₂⸣,"['missing', 'damaged']",0.75,,P514230,8,5,object sold
2918,P514230.8.6,u,x⸣,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514230,8,6,object sold
2919,P514230.8.7,u,[x],,,,u,['X'],X,[x],['missing'],1.0,,P514230,8,7,object sold
2920,P514230.8.8,u,⸢x⸣,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514230,8,8,object sold
2921,P514230.9.1,bēt[house]N,⸢E₂⸣,bēt,bītu,house,N,['𒂍'],𒂍,⸢E₂⸣,['damaged'],0.5,,P514230,9,1,object sold
2922,P514230.9.2,u,[x,,,,u,['X'],X,[x],['missing'],1.0,,P514230,9,2,object sold
2923,P514230.9.3,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514230,9,3,object sold
